d,e,f,g,h,a,c,b
1,1,2,1,2,-1.9883667387604778,1,-4.530149198230748
1,0,1,1,2,-1.2052520132178108,2,-4.572664679717507
2,1,0,1,1,1.1119297635505037,2,-4.143673343829865
2,1,1,1,0,3.0423783767688546,0,-2.1469246707286773
1,0,0,0,0,2.9106957232344,0,-1.7681170716723587
2,0,2,0,1,-4.33824736283768,0,-2.096507270199684
0,1,1,2,2,0.5861465884620314,2,-5.8461645297995855
2,2,0,2,2,-0.9906192655160975,2,-6.0098918641544214
0,2,1,1,2,2.947423355682268,2,-3.4890347156312105
2,2,2,2,1,-1.4221357754765709,2,-4.138773122907312
2,2,1,0,1,2.1151582497314108,0,-0.09441622656051529
2,0,1,0,1,-2.070016174565776,2,-3.6031048618864894
2,2,0,0,2,0.7435919619153263,0,-0.14693074869993272
1,2,1,0,0,4.95772634066164,1,-2.310539466301634
0,2,0,2,2,2.210157717825819,2,-4.523334504279351
0,2,0,0,1,5.948001725048695,2,-4.234303122434829
2,1,0,1,1,0.9075084047081194,1,-3.1688209475308557
2,2,2,1,0,1.6260772057091721,2,-3.627146459311764
1,0,1,2,1,-0.971195501280169,1,-3.2166930475411473
2,0,0,0,2,-1.6886191075453985,2,-5.704366533906834
2,2,1,0,1,0.27652861743519686,0,-0.9931663296724422
2,1,2,1,0,-0.7174332171043827,2,-5.15657977168431
0,0,2,1,2,-4.833756034147099,1,-2.296058190731643
2,0,2,1,1,-5.9882654714751595,2,-4.509518494038804
0,0,0,2,1,0.15036632574300657,2,-5.659280147828975
2,1,1,1,0,2.028758009449972,0,-1.8599640399888528
0,1,2,2,2,0.19759481788251998,2,-3.9685078343107327
0,0,2,0,0,0.42585263311275,0,-0.9800952506739979
0,1,0,0,2,2.5671338237584607,1,-3.8719698992668867
2,0,0,0,0,1.7089661874615854,1,-2.2884077913983765
1,2,2,1,2,-0.3799420247306954,2,-4.575262353648958
0,1,0,0,2,2.7714443961003523,2,-5.356012095694158
1,0,1,1,2,-2.8451226172518775,0,-2.8150435083139107
2,1,0,1,2,-0.3673093208075092,2,-4.954696846637499
1,0,1,0,1,-0.415362108397549,2,-5.48678247052587
1,2,1,1,0,2.346922127087872,2,-4.28656485187138
0,0,1,1,2,-2.5846324076351896,2,-4.571636203007203
1,2,2,1,2,-0.16162621232728763,2,-4.7806784626721175
0,0,1,1,0,3.0643962201296437,2,-3.1332314082515476
1,0,2,1,2,-5.268616500520677,1,-4.730898412795009
0,2,0,2,0,7.932148188890364,2,-3.447383385854461
0,1,0,0,0,5.7145527862947745,1,-1.6921202113002685
1,0,2,2,2,-4.84695211509123,2,-5.0926693787249935
0,0,0,0,1,1.8157524633326738,0,-1.5606025600949234
1,1,0,1,2,0.006862137860608353,2,-3.7066236933092065
1,1,1,1,1,0.5645091276194998,0,0.2838842326710338
