c,d,e,f,g,h,i,j,a,b
1,2,1,1,2,0,0,0,2,-3.7612018072526765
1,1,1,1,1,2,1,0,1,-5.230829793214911
2,2,2,1,2,1,0,0,0,-5.214270891917576
0,1,2,1,2,0,0,2,2,-4.183583714858212
0,2,2,1,0,1,1,2,1,-6.4200861502535975
1,2,1,1,1,1,2,0,2,-4.621754555388781
2,0,1,2,0,1,0,0,0,-5.435279486434464
2,1,1,1,0,2,2,0,0,-6.230348944000934
0,1,0,1,1,1,1,2,1,-6.367545447351557
0,2,2,2,2,2,2,1,2,-6.606042526539349
2,2,2,2,2,1,0,0,0,-5.342056449381555
0,2,2,0,1,1,2,0,2,-8.092465661298888
2,1,0,2,0,0,0,1,0,-3.3846687758330676
0,1,0,0,1,1,2,1,1,-4.550164564015657
2,1,2,0,2,0,1,0,0,-5.802389006744718
0,2,1,2,2,2,1,2,0,-6.182047267980551
1,0,2,0,0,2,0,1,2,-7.877173964518274
1,1,1,2,0,2,1,0,1,-6.396537498480969
0,0,1,2,2,2,0,2,1,-6.065472023336112
1,2,1,2,0,0,1,2,0,-5.207261194046948
1,1,2,2,0,0,2,0,2,-5.753588189205085
2,1,1,2,0,2,0,0,2,-3.7432614323451947
2,1,2,0,1,1,0,0,1,-5.489320768965627
1,1,0,2,1,0,0,2,0,-4.658185334939667
1,2,1,0,1,0,0,1,1,-6.6825710979380055
1,1,2,0,0,2,0,2,0,-7.731023074416038
1,1,2,0,2,1,0,1,0,-5.595074029103514
2,0,2,1,2,0,1,1,1,-2.8121424210243897
0,0,0,2,1,2,0,1,1,-2.8073861395272615
0,1,2,0,0,0,2,2,2,-5.330894369263703
1,2,2,2,1,1,2,1,0,-6.281503695009865
0,2,2,1,2,0,2,2,1,-5.584668623198495
0,1,0,1,1,1,1,2,1,-4.530094829069145
0,1,2,2,0,1,0,2,1,-7.646857659057976
2,1,2,1,1,2,2,2,0,-4.061681256539847
2,0,2,1,1,1,0,1,0,-4.515357086791137
2,0,0,2,1,0,1,0,0,-2.633632501656613
