a,c,b,d,e
2,1,2,3.3394817154636063,-2.7289527995114455
1,1,1,4.085583092428373,-4.012062815403356
0,0,0,3.964386451706263,-5.5459766079313555
0,2,2,3.7419814837613954,-3.0498756154748694
1,0,2,1.7057309019092508,-2.56161883937356
2,0,1,3.6810401549961953,-4.52721706853064
0,2,0,3.2873802405295534,-5.566281820684684
2,2,0,3.1072098412753553,-6.120243437592174
2,0,0,4.4605556094197265,-4.369274973911104
0,1,2,4.58927451067423,-2.2146767380329395
1,2,1,5.144370054600358,-3.5283395557634822
0,2,2,4.424807871505905,-1.7948295072713338
2,2,0,3.480265818369816,-4.672132362919272
2,1,0,3.942720163026343,-4.367989062634243
1,1,1,4.116822871784243,-3.456162574362437
0,2,0,3.711177949299462,-4.8515400194182075
2,0,2,3.240764187911544,-3.290821828129647
1,0,1,4.173753131876182,-1.5458473842080886
2,1,1,3.2907173539740673,-4.211950979853508
2,2,0,2.8607130636263385,-5.425877711120436
2,0,2,2.6955269341641412,-2.325990176549893
2,1,2,3.743910377733742,-2.5081455847049945
0,1,2,3.1129932911999556,-4.164791547610327
1,1,0,3.930209976868338,-3.637321745436261
1,2,1,4.02007924220219,-3.8541945753508333
1,0,0,3.2151585371023903,-5.87093109521572
0,2,0,4.346248163629806,-3.571215885646126
1,1,1,3.728842603458394,-3.134324428403846
0,2,1,2.115186913088521,-5.024541991947914
2,1,2,4.552304791186244,-0.9828171597422755
2,0,0,3.0892552562430837,-4.101202631633807
2,2,0,1.934904656814816,-4.770196115625046
2,2,0,2.5449562904136975,-3.1697811943782206
1,0,0,2.5689548393216777,-4.600702216170359
2,2,0,3.6421733186575334,-4.788083075104032
1,2,1,3.0761494944537624,-4.420300116021989
0,1,1,3.013168032359407,-3.1781495606929213
2,2,1,3.9697019654824786,-3.28339703267602
1,1,1,3.6898753611927035,-3.7453198601102886
0,1,2,3.426047870644286,-3.549986353867603
1,0,1,3.7598284573286924,-3.6300701458339257
2,2,0,4.206134668002238,-4.829798785762137
0,0,2,1.002046658222557,-4.0934743187342
1,2,2,2.7455617477355387,-4.231812351324185
0,1,1,1.1697899355105257,-3.1948466211902304
2,1,0,3.626059926797795,-7.361888315051688
1,0,1,3.345367027775654,-3.5545894730387397
0,2,0,4.63553227478968,-5.238083057753824
0,0,1,4.53763439272112,-2.4517533931200894
1,1,0,3.792775048252367,-5.253468209153875
2,2,1,2.8496389226031,-3.1005157857481036
2,2,1,3.8351611125457374,-4.156913841237792
1,2,1,2.822082362675686,-3.6462518465138563
0,2,2,3.1086073485566508,-2.0231634690799485
2,1,0,4.576136316960768,-5.22255571632458
1,0,1,2.792228654010576,-2.7634451155015958
2,2,0,4.395678639242501,-5.753697877106483
0,2,0,4.267401368692302,-4.4654071574416205
0,2,1,2.3952081828691782,-2.837360277212147
2,1,0,4.563894128217401,-4.099962508209665
2,0,0,4.288566345371505,-2.8435551232645895
1,1,2,3.2119258873726575,-3.52343931731066
2,1,0,2.8276765419723477,-6.139149251348588
2,2,0,2.73079398142443,-5.754335108495119
1,1,1,2.8123374230969773,-3.0995574334515625
2,0,0,4.13259446329196,-4.2620770657306215
0,0,0,2.634374832598602,-4.657743340352584
0,2,1,3.7875122486198696,-4.88295704910713
2,2,0,2.3482444711216073,-3.993132706670939
1,0,1,3.145931415561151,-4.98470477765054
0,1,2,3.2196477545740083,-1.6010504176231
2,1,0,6.0351301450589165,-1.9025615768601347
