d,a,c,b
0.1775201162813649,1.3839937775672841,2.377201988529393,-2.396530624263842
-0.7825690979470793,-0.7240100064494176,4.091890032451196,-4.943524855785899
0.26232899967310325,1.9592750822804812,1.8703528356794126,-1.726701085119061
0.357001704721309,1.1007740312385375,1.962690539856375,-1.1870424537460238
0.8242873759764425,2.9488984195180445,1.105668764002692,-0.9458475034897271
0.722034422659204,-0.1157369022050867,2.9684554962202183,-2.3112849790713406
-0.9082575129676725,0.5160343363630784,5.561929266004172,-7.4171888180212076
-0.4977713562029589,0.18532507935480297,3.4171696755360808,-2.644347468997619
0.6057131279533329,0.36504368440648305,4.190174355123019,-6.090891408374121
-1.6976786020842596,-1.55639136128937,6.248976906215917,-10.003573564886771
0.7772288109823667,1.9284611430737943,2.551232533211827,-3.746918550776061
-0.8394498883349977,0.8351136563147441,4.943804853982921,-7.274983016965228
-0.4217756438844333,0.24697252372835182,5.857004813267071,-7.8602803740008875
1.4433399342491566,2.3516514980153236,2.2781724008094786,-3.1990076741295064
-0.06448288782689197,0.558218253379771,4.753738083285408,-7.136273312437021
-0.30187914508096503,0.2859872100819351,6.9772505947753105,-9.649402061185556
0.2814131031772033,3.222885905246379,2.931571766187863,-5.420401735567521
-0.09394490048932266,1.690832242963113,3.473925751519964,-6.599791157796651
-0.6259090209943582,1.9793725451181108,4.862804039018625,-10.042678754711627
0.24985754536975244,0.9551106010515166,2.253581612461254,-3.136990198393361
2.136829833930069,3.618095894844447,0.016667509965983096,1.9635789314773184
0.9196307357367628,1.8895662476491897,1.4893683158943942,-1.8070228783787745
0.43790573361922813,2.5421391243581213,4.744502161233973,-8.635790323115973
0.25728420615046677,1.602619744690226,3.730805326121721,-5.559414804568517
0.7977890697790292,3.451412658830063,2.039147140123613,-5.42119129500576
0.6240881317831657,1.8925979004065874,1.8727692244930796,-0.8287464882469882
-0.8567355971305933,-0.13537670634367338,5.414636087918227,-8.768753425177229
0.5070579757016108,0.6425672898670426,3.8161530322421515,-6.230423925415968
0.052237921489733614,0.5609013544070659,3.1035364711436526,-4.327223504294093
1.7158566820432466,3.5355006237825863,2.1830270183446374,-2.7653691351094727
-0.21107603284996324,0.3823733708207797,3.242651394846923,-2.901764752587577
1.2517617977519637,2.4044342526630276,3.0787346213392195,-4.322974457941423
-1.1556848411709155,0.6695876568268633,5.6476344828478195,-8.003543811813135
0.3129126749262291,2.599277841554569,2.8809325156827,-6.7021824878227045
-0.7114407717623863,-0.695460796885566,3.168669629000348,-1.6288224881657507
-0.8773788065405665,-0.08507426675520091,4.825307047389309,-6.104745021694527
0.78532272478865,0.6309479269463041,2.9913892561146933,-4.19365351525338
-0.9831428006151512,0.21584633335861714,6.754987497094222,-11.283308210001671
-0.1381096183332893,0.8401239865701279,3.2963813639069603,-3.8467880832851935
-0.7019839861971033,0.5127863374099242,4.356999755002829,-7.265791200487812
0.3959208675416461,0.19764584099937132,2.1664442638106847,-2.303601402688831
0.2776186708645915,0.8668698911775008,3.6702741386884896,-3.1432730556217954
-2.164781087673153,-2.788980016457667,6.241465129022427,-7.879115530409537
0.7012876668716292,2.3110818451634207,1.6136291462588352,-2.036644040504849
-0.6093881964267575,-0.09750579351931199,4.050480918704146,-5.229482774027621
2.007804255918723,2.3719474610693227,0.5489992345256984,0.9811351365941172
0.8842422623131226,2.1576784718262405,1.4872909602558937,-2.482683100982487
0.9566515018847626,2.603549139850145,2.5180278942026573,-3.085268390242391
-2.3525533092408057,-1.8817334171745201,6.082726049156058,-6.5258100029853185
1.753712794966784,2.7684021823091043,0.6688055186103616,-0.2003556499713659
0.06708310924506602,1.319061969594396,3.3872188881856737,-5.06098674228696
-1.3003327469693653,-0.6148657396201761,3.6397135597135244,-3.155418808890883
0.33223357603025605,0.3977808511501916,3.2405945599025876,-4.7080948335958634
1.2986952624944872,1.5920882917956707,1.3892259971148468,-3.611894403807216
-1.5423138619238046,0.13758318651835044,4.818208551631729,-6.01031055619476
1.0691512188841281,2.219405107143482,3.9112804543126685,-7.266476968111282
-0.2941877907621263,-0.43795283729572365,4.354424987839393,-5.470175406512736
-0.5310421138750543,-0.0578896347857768,3.446390440465382,-3.7589611181740077
-0.38991965981720655,1.2017746326900811,2.550196416069503,-1.7975214901627918
-0.7861305125732092,0.1645817232717158,3.8407571383238968,-6.190897531026253
0.21933300414694584,0.3929312264164364,4.539606307583641,-5.099266593813113
0.2671874734516472,0.07276776364043624,0.9669086084401961,0.7470826422038326
1.0407786232958904,2.1390190937979177,2.529442837846872,-4.173828810320974
