c,d,e,a,b
1,1,2,2,-0.8827549598212042
1,1,2,0,-5.92709979694531
2,0,0,1,-2.7698003951150736
0,1,0,1,0.6811731656434798
2,0,1,0,-4.461401293884963
0,0,0,1,-1.2454074670422997
0,0,2,1,-5.454761307675294
2,1,0,0,-2.3469963713775335
1,2,1,0,-0.847037889337463
2,0,2,2,0.4225174369697302
1,1,0,2,1.924217002900183
2,1,0,0,-3.612384462030672
2,0,1,0,-5.455124659479501
0,2,2,1,1.896526996140105
2,1,1,0,-2.7279823580829476
1,2,2,0,-0.9373602772121471
1,1,0,1,-0.483963133636922
0,0,0,2,-0.2600825102556693
2,0,2,0,-4.730077394867203
1,0,2,2,-2.723240091951705
0,0,0,2,0.8867028186484663
2,1,1,2,1.129820707776118
1,2,1,0,-0.10028432621629169
1,1,2,2,1.2208818603129665
0,0,0,1,-0.4316067027326954
1,2,2,0,-1.5316320271684618
2,0,0,0,-3.8149732187131
2,1,1,0,-3.871701326861744
2,2,0,0,-0.07499520764300614
0,1,2,1,-0.7487619554310528
2,2,0,1,-0.007347694413351036
2,0,1,0,-5.30343931731066
2,0,2,0,-5.897305430255024
0,1,0,1,-1.9443433084188735
1,1,0,0,-2.0315408261571655
1,2,1,1,0.5254124527486418
0,2,2,1,0.38939157015694464
0,2,2,1,-0.0746107586199094
1,1,0,2,2.6418547740424634
1,0,1,0,-4.988071528493498
2,2,0,0,0.5994040061022006
1,1,0,2,2.907581070553822
1,2,1,2,3.1409243808935403
0,0,0,1,-1.9168484731483124
1,1,0,2,3.423492856014553
0,2,2,2,1.6706338007231232
2,2,0,1,2.1722969119380373
1,1,1,1,-0.47294127060425645
0,2,0,0,1.3380628435179855
0,2,1,0,-0.05187162035780357
0,1,1,1,-1.0819509798535085
2,0,1,1,-2.7323960075045597
0,0,0,1,-1.7805078608479934
1,2,2,1,0.061386475048267636
2,2,2,0,-2.9097539287708436
2,2,1,0,-1.4243772928932417
2,2,0,2,1.630184292304534
0,1,0,1,0.13358646592482332
2,0,0,0,-3.790068626880875
1,1,1,0,-4.726008006059379
0,1,1,2,0.6115743021005422
1,0,0,2,-2.777159880697066
0,2,1,1,-1.0703662087381893
1,0,0,2,-1.134618402015506
1,2,0,1,2.8838190717173093
0,1,0,0,-2.7036724843661712
2,1,0,0,-3.1383342975511175
1,1,2,1,-3.8508455984695327
0,2,2,2,-0.1628155300482481
2,0,1,0,-5.732395330442434
1,0,2,1,-3.381066089603342
1,1,1,2,1.9773547616424219
2,0,0,1,-2.585976607931355
0,1,2,1,-0.4572991934638537
