a,c,b,d,e,f,g,h,i,j
1,2,2.20174965196101,-3.1477992894556044,4.839467432436302,0,3.232666895462999,0,1.7951413316292268,9.643858538946706
0,1,1.6506513674641472,-2.613917269413566,6.427108672441253,2,1.917345200261002,2,1.0966881992738573,7.839579189319524
2,0,-2.823246754059666,-7.288361012748684,-0.13449415002079396,1,-4.765041839572139,1,-2.818435748040245,-11.213672324378983
1,0,-1.5259419845575797,-6.788959497503124,-0.48474623757281043,1,-3.7958015219079315,1,-1.0931590046308917,-7.703629041947654
0,1,3.2960637799245216,-2.1186102036623637,5.47193130982444,1,5.382836665790095,1,5.999644719540407,14.34853498335484
1,0,-1.118146256883796,-4.850896522443019,2.6872206805408294,1,-0.9908717378120303,1,-1.0369763178273324,-4.7942241211264625
1,0,-2.753739724110971,-8.085408506211087,0.22503503281881235,1,-4.10332864810351,1,-2.158827262890335,-11.414006987217851
0,0,0.02290427931752448,-4.173311818316472,2.6205798947691448,1,0.3931714057468364,1,1.6159480827162307,-0.22661253261889758
1,2,0.38650111641230955,-5.0903760132421505,2.4587352806493508,2,0.23241471086452847,2,-0.6611827434139547,3.0554531603007593
1,0,-0.8105934960412695,-6.232932683159332,2.1634569565926367,2,-0.9019680275269888,2,-0.9330411542843466,-3.5938615312903988
2,0,-2.4236515065245148,-6.557737030911861,0.09065827916388436,1,-2.820860386865685,1,-4.091995866123398,-11.283745883051177
1,2,1.9071902606811786,-0.9588343706376086,3.4567705056085427,1,1.6437659310519164,1,1.596520708951795,9.95144232312456
0,0,0.004785743154844702,-4.569656174570255,2.072204009694321,1,-1.3232993087626843,1,0.07751402054154444,2.665010845212981
0,1,0.8711648524493487,-3.9292087758753866,3.640026079039185,0,1.5119299424772503,0,2.9422274791242176,1.9759210310019157
1,1,0.10375419010012486,-3.9990619872539597,3.952450851080134,0,-0.06361437840203013,0,0.21383627113930548,1.866586998914128
1,0,-2.0166211354553445,-7.640932535194792,1.6577064962596353,2,-4.105703214487516,2,-2.1818457892777916,-8.871047318794455
0,2,4.439955079662763,-0.16773487359172612,7.959292483219929,0,7.852872447848907,0,2.6252113398865666,20.436862881693855
1,2,1.2599989037853088,-4.02667786409859,4.440805023486652,1,2.281623816091663,1,1.4320199590445428,6.442555976816789
0,1,2.466944590414249,-3.791392303012555,4.99972504896795,1,3.3326035661335442,1,3.536118106873451,11.007909564951882
0,2,3.0302270423478554,-0.0797474001812517,6.708722786257283,2,6.051313176509038,2,3.908290412430905,16.04966600494543
2,0,-2.116167609973922,-7.247954887401183,-0.04470318526271111,1,-4.2756930939487985,1,-2.477592948478158,-9.374825340686568
