a,b,c,d,e,f,g,h,i
0.6700792422021898,3.334986406520641,-3.39869626988796,-3.2167237036950294,-6.308249698934387,-6.7617291084384705,-7.046862309896888,-10.877769301374958,12.683941053665329
0.13102711619341956,2.9180634202581532,-1.86936993392557,-0.029115532973741143,-0.8425391431827373,-1.6952298205858267,1.3478600741866829,-4.123801270395942,5.395078630996252
-0.4313394382395105,3.893156483088997,-0.725186819519977,-0.6387920622643951,-0.4860636062448265,2.0388274791125323,2.328311976724928,-2.9862989713093855,3.094494782700341
0.2893591569571111,3.14087733148212,-1.7512238813310048,-0.014173339488535941,-1.6154027706693375,0.1592265869304672,1.6154848931839596,-2.4571732200803367,2.1269240641367606
1.767929913579883,3.2763099433195055,-0.8827307719805972,-1.1592051801289611,-3.158905451278774,-3.484534183775514,-0.07075533295279612,-3.150268129750887,2.824713259896674
-0.18992384102225704,1.8703614065424923,-3.218847991816516,-2.982438141974759,-7.566104443999503,-6.569966616759717,-5.5716149654016816,-7.705520319749313,9.617417618753578
-1.0933238578873825,1.8445046750883014,-2.9174137249207526,-3.173060441345945,-4.171701748815996,-2.8391835681435986,-1.7439153223569202,-6.82798304861113,8.823422552699704
-0.292171185803555,5.6636304949941945,1.8746368309533827,1.968503185482397,0.3981089465628668,1.8753594539087528,3.269603088600776,-1.2665838590333576,0.8945110772644665
0.17258791772211948,1.948373050703214,-2.759928627868171,-4.021218032510716,-5.972095120839864,-5.610843822704239,-4.04656554042833,-6.590521220042251,6.802639668989117
1.8373866754875203,4.627306133599054,1.0636456189693015,1.2449725283924975,1.005392928302698,1.520736576889719,4.223871716751839,0.5678601896248383,-2.197394660006236
-0.3423409386638824,5.470449526202394,-0.718365908023884,0.09638039756570377,-2.0382789558131558,-1.202084013258839,0.020412757824403993,-4.7793046045005,6.433171003459695
-0.059282646025932216,3.152276855192715,-0.35870044793378986,0.39450406236155994,-1.3034480308795038,-0.5283313038411012,-0.6690566098130516,-4.265454305138504,5.307128614478119
0.03210767397093466,3.6288516315748365,-1.814240170010338,-1.9418174112213673,-3.4237353933961385,-2.6839788322334863,-2.453236952371788,-6.649826316006395,9.421849053807204
0.40982845732869266,3.6215710244071877,-0.7365006925139996,-1.5931005434531136,-3.4337294632231252,-3.030446093351712,-2.3108285222680633,-5.494728187723161,8.83517369558084
0.43899315873829875,3.8885956626384197,-0.8154649872291794,-0.17724156175487657,-1.3712942523587057,-0.9985689138427053,0.8716941570974274,-2.8815361646766697,2.708508692882916
