a,c,b,d,e,f,g,h,i,j
2,0,-2.9206184803372612,-2.421557648717502,-0.019348523716544275,0,-3.0108541462456015,0,-0.5345700100530583,5.996726621658467
1,0,-2.7394285843610806,-2.675730939681705,-2.1389153528043114,1,-2.9425162589656537,1,0.029578366832149205,6.7300821585375425
0,1,-5.582232716431735,-2.850711704842393,-3.375718055816633,1,-4.399652279065814,1,0.4395209269257736,4.9234529892339856
1,0,-1.8401180503768926,-3.9447246350114886,-2.826975041402397,1,-2.9702475378285462,1,2.786976569704534,5.002104960154304
1,0,-2.894328087185211,-1.8973444550474905,-0.9949995485753489,1,-1.6128826957273525,1,0.10126376018533417,5.62400745281806
0,0,-5.893739724110971,-2.869808479463937,-1.4018928058570383,1,-2.9752689689753775,1,0.6016504082197218,6.6917738077976985
1,2,-4.9995719121037805,-1.8837578173534713,-1.8907779582682664,1,-1.8481345976079289,1,1.5997817503977916,5.462010333382707
1,0,-4.3896807138891045,-3.2808511704542416,-2.4970247155347494,1,-1.7639504820341798,1,-1.0409459128271787,7.047687153305438
2,0,-2.0218633438426785,-3.8790856752356184,-1.9908301200776803,2,-2.838800568597829,2,-0.05719676309882754,5.2919892926353995
1,2,-3.7261276979458198,-2.0823296675082137,-2.1509806721126217,1,-0.3180856435230396,1,-1.6616064125997971,5.057196909454721
0,0,-4.232809739318822,-0.702274831732272,-3.0415632250211835,1,-2.6254478695658996,1,-0.3039316047302981,7.184044462922392
0,1,-5.911504988719311,-2.1098281936550314,-2.31122124295319,1,-4.530503668759908,1,0.07946622438578521,8.552747745413669
1,1,-5.181307709726221,-2.455689273819954,-1.696724548853544,1,-2.3427997822626203,1,2.0778005736739544,3.931248706792725
1,0,-3.1724276402012896,-2.189751245702886,-0.9044496829541695,0,-2.171394202600176,0,0.12388635104080903,6.92037562778347
0,2,-6.542915496575236,-3.066455897835909,-0.6347785956846578,1,-3.8113928213650565,1,-0.15848670682336174,6.048501639967545
1,2,-3.582521111758542,-2.5900987593033804,-1.1680083609286254,1,-0.5370238301464613,1,-1.8068081968121508,6.349179737309373
0,1,-5.7962918280888465,-2.840056170496777,-1.2110596892291514,1,-2.854352903726536,1,0.17875900225831934,6.755215672362786
0,2,-5.419349770705642,-3.8729544365246498,-1.9036223829602692,1,-3.3591807670211336,1,1.0759114634582874,5.925381545598843
2,0,-3.041042805453553,-1.2328483236177596,-1.0966815917841193,1,-0.8541348622285447,1,0.8945466658710057,8.116507980388434
1,1,-2.948640172149492,-3.280733464801146,-2.7195032049672987,1,-3.2462385090515453,1,-0.34275210665241657,5.474305124409376
1,0,-4.142003806527385,-3.3330792708458814,-2.916898361668128,1,-3.209230374064488,1,2.6971171266058462,5.936710220677986
0,2,-6.231167658609226,-2.6713920678290743,-1.8979912912482528,1,-4.453824977174185,1,-1.6657156111341804,6.455414828837815
2,0,-1.9811570482328904,-4.2454343258270715,-1.090597484359953,2,-3.7699020732633857,2,0.5643306393303062,7.704732622194697
1,2,-2.8362985681115402,-3.286239975741056,-2.9732567258362463,0,-2.343494399720571,0,1.1667283530417194,6.060140100259803
2,0,-3.992595600164978,-5.442596273183829,-2.4863757962519277,1,-0.6853108219671399,1,-0.3854230399411144,5.884419103973942
0,0,-5.761382584961192,-2.081151770404044,-0.31956847832086566,1,-3.802042446935484,1,-0.11393095659561481,4.3092181782604095
0,2,-5.406052495597399,-4.086021802104137,-1.2964584611390602,1,-2.154561841323673,1,-0.3025188090069859,5.887192030468288
1,2,-2.9329580565730167,-4.910764561981537,-1.3563227736476227,1,-1.8165419660672217,1,-0.07682855992702137,6.501585616756164
0,1,-4.5661734193765575,-1.305823477406278,-2.0253936687333134,1,-2.327733055603913,1,0.7984002029763191,6.504731936944497
2,1,-2.7611202540362356,-2.364046502846466,-0.20649601632386339,1,-0.8147640450311424,1,1.7822616342252298,6.199837829049736
0,1,-6.473240922423756,-3.567799203575124,-1.1629066379073798,0,-1.3818783153368308,0,1.9197133729033424,3.565803856441844
0,0,-4.228051682918728,-1.4985732684795323,-0.7659286170716604,1,-1.3942660759600103,1,1.188664763172659,6.161947835583977
1,0,-2.6151308423670603,-2.5956953627605857,-2.1877190130412734,1,-1.951842915562537,1,0.3826525936684972,4.2594065229076
0,0,-4.277253019898127,-2.7451678622775084,-2.6103245895719445,1,-1.5873941803394227,1,0.5831866594206311,4.890863511862913
0,0,-4.185644628765875,-2.784244770139522,-2.1221387993017626,1,-1.3435404459042117,1,2.8379003997869168,5.503445334520049
0,2,-5.122423487304737,-3.450256444649079,-1.884241631642701,1,-2.8417001246258806,1,0.28848947456735646,6.02367069893876
0,0,-6.9250623337606,-2.63189923482635,-1.1802430346205708,1,-1.9996105000324396,1,0.13785720444857327,5.867287200392749
1,0,-5.16339489805806,-0.21667276095546528,-3.201055119358591,1,-3.7968081189017235,1,0.3425955862016965,6.2320145409807095
1,2,-5.7021229536324425,-2.4857374813662863,-2.8965394392956103,1,-2.6015222967383416,1,0.784057299931641,6.302543702778634
