a,c,b,d,e,f,g,h
1,1,2,2.5677713556554416,6.304360294952204,2.72468792581353,3.503133905528025,2.9295726793629777
1,2,1,3.3833445740614194,5.675262097581251,0.5140563010058737,2.755035620912575,0.3175064526090662
1,2,0,3.3379371845966435,3.3922461012029403,0.20441166855609838,0.5868078237231549,0.5503316252563536
0,1,2,2.342244216527162,5.754082221382308,-1.2524888677376276,3.6473266350848195,2.6613960433949213
1,2,2,2.8383452089836476,5.937992476098311,1.794578959129086,3.4356137469992105,2.6211853230216584
0,2,2,3.326601985084957,5.436028237570565,1.0649149457940932,3.2167372535834766,2.5017294017074367
2,1,0,2.8227829314693595,5.199923966687664,-0.9814400228905087,1.371422530941315,0.8528665145015353
2,1,0,2.783718179315316,5.95662786898701,-0.3190400425788683,1.3499897410763806,1.2740033085368498
2,2,0,2.2297565624078253,3.85193756767085,-0.9958252538120278,1.0723003787536725,1.9230881326061544
2,1,2,3.5189458505474134,6.843441435744637,-0.8976072697251491,3.429158295905675,2.131903790787459
1,0,1,3.8976206355399254,4.998681066606075,1.6429035027453076,2.1037554706984216,-0.550038280837464
2,2,1,3.5839578178093827,5.727870035196624,0.9636731229215634,5.404479174532201,0.7586308598266229
1,1,1,4.317467866301531,5.342462626958009,0.4067131068255185,1.3383364375968863,1.9835341376988074
0,1,1,3.4401650106535926,6.634687854742227,-0.24552981049906708,2.1629336058277433,0.6600681322673154
2,2,0,3.9820109373657564,4.081211826157822,-1.969857516107135,0.9342578954230593,2.170106139458644
1,2,0,3.8938374256375625,5.7716604137066465,-0.27610729293194236,3.4804934143245374,0.4868201718335685
0,0,2,3.0366808050403096,6.314279226337801,2.839708610388566,1.9691895509131938,1.792129968151522
1,1,1,2.821475545443218,5.383188496540955,0.9238220383144085,3.173591981048312,2.411908264878455
2,0,1,5.566449989364776,4.779486943790623,-0.6621060445194558,2.996063748108742,1.104314168667427
0,1,1,2.9003463937193565,6.285996716431136,0.9457722886117729,3.0812719877367503,1.4634411017049056
1,1,2,2.462343113338081,7.45521840222618,1.172924687916479,4.525667363501634,2.606004680791198
0,1,2,3.562230647908624,6.833321256536874,2.090311276237437,4.5051535606377815,0.23461058095839937
2,2,1,3.6041517888678705,8.27162387255021,1.3273887389850967,2.2967128565420847,1.00186590358917
1,1,0,2.1852084523896727,6.1897874524704175,-3.4858225341099236,1.634017449493991,1.3791532953791201
0,1,1,4.474975628136604,5.72526444141877,1.2658977660018271,0.8835676509100581,1.3527642143193137
0,1,0,3.4958054246491663,4.441972566192931,-1.5034794095040838,1.539093008521929,2.01733381207748
1,0,0,2.4790689047842793,5.229696719485353,-1.921728741448699,0.6460105721680809,-1.0259233581869183
2,0,1,4.541081487926739,5.1947730257101,0.5321821511998066,2.5612872571016854,-0.4028377019694136
2,2,1,3.977972945169019,7.199080512668273,1.131626670603382,1.0622978182455072,2.0568505825994374
1,0,2,1.863678832510603,6.921600521843583,-0.4144669601236175,3.6941964876097684,2.5726884117248603
0,0,1,5.12948021383059,6.289251116994318,1.4252319786309218,1.0511009874865942,1.0939140591448864
2,2,0,4.248797368366192,5.446953667770816,0.26333884753159986,1.5882846067915863,0.9503944000457243
1,0,1,3.342101257947819,7.755622089504844,0.7676317578728681,1.5211640900396526,2.0323710436081264
2,1,0,5.180218805621779,4.930955352187505,-1.3676236302270486,0.5903589648641153,-0.2638632058517464
0,2,0,3.7492977838296406,4.646959629128616,-1.479378004189292,2.5947321025451626,-0.15684837504929916
0,1,1,3.324214298468833,7.541511829458364,1.7465876931535977,3.335587628975824,1.4768902451753563
2,0,0,2.929699883978011,5.727550415991135,-2.0112226864959046,2.589203137670543,1.4540889598937201
