a,c,b,d,e
1,1,-8.104338408039453,0,-3.0144338087571145
1,2,-7.28738871513485,1,-0.9829235454136456
0,2,-7.300426455039195,1,-1.4176809158820876
1,2,-7.973357033273727,1,0.5792834020851831
2,1,-9.842715282136629,1,-0.49964513719399495
0,1,-4.7325462161999905,1,-1.8549708432701504
2,2,-11.751953478359368,1,-1.2932530588060507
1,0,-6.24001548084074,1,-1.6960036225879187
1,1,-10.23375100630106,2,-0.8086504013693641
1,0,-5.682136659239391,1,-1.0015599307846499
1,2,-8.788236678652117,1,-2.296473425806769
2,2,-8.944281141051475,1,-1.8843658197667483
2,0,-8.307971756906879,1,-1.0401656422928376
2,0,-5.670503620517841,0,-1.468113144403194
1,1,-5.585981996447291,1,-2.0806451382395097
2,1,-9.590449422877644,2,-3.2324810902357806
2,0,-6.304986422979601,1,-2.450984760168512
2,2,-8.73204043232473,1,-1.7245531611927865
2,1,-8.54871682168659,1,-1.8118039878780805
0,1,-7.123071931905626,1,-0.3994999080512589
0,0,-5.2405307380632085,1,-2.159433358909845
1,1,-6.803108795482831,1,-2.0710801023769547
0,2,-5.518330540397086,2,-0.8714676908274266
2,0,-8.459621824288169,0,-0.614708316628609
2,2,-9.115452668681483,1,-2.596065810502802
0,2,-8.14142273172177,1,-0.3581663955883536
0,1,-5.396343979212166,1,-0.8306280051064224
0,1,-5.717802278634409,1,-2.286060823059585
1,1,-6.819042296678518,1,-2.7672613384287796
2,0,-7.212459741308348,1,-0.7620562515927012
0,2,-7.281553456083549,0,-1.707542761432438
2,0,-7.020045124711064,1,-2.1837717171290416
1,0,-5.575114258689018,1,-2.0003020759987207
1,1,-7.626013921559711,1,-2.8501248777739026
0,1,-6.827670392201052,1,-1.3212465789802315
2,0,-6.488226753392574,1,-0.8003232471885847
1,2,-8.21367329676705,1,-1.1754669351046307
0,2,-6.1282206123009315,1,-1.2470134649477496
1,2,-8.358881644321395,1,-1.7568706516016188
1,2,-8.304343701784997,1,-1.0166892109535959
0,0,-4.294085524387346,1,-0.8482655025585492
1,2,-5.748029145985722,1,-2.9979814845100545
1,2,-7.456446432392035,1,-2.7971726758558106
2,1,-8.808846524772255,1,-1.198943282209445
1,1,-6.4658125859682505,1,-1.7938508952984547
0,1,-7.0373078083536145,1,-2.4474560951801254
0,1,-6.020686361868656,1,-0.7341220819193143
1,2,-8.168681282550834,1,-1.0961564169111697
1,1,-8.62133330204097,1,-1.8998479219817046
0,2,-5.041978957196042,1,-0.4392138139237436
1,0,-6.241787277427261,1,-2.544975231806887
0,0,-5.6376584035460064,1,-3.635547789049784
0,2,-7.116301362510032,0,-2.8071760349343418
2,2,-10.3002112605095,1,-1.8063106113538185
1,1,-7.467648072364316,1,-1.3422677420631737
1,1,-9.917806787155948,1,-0.7275370828932993
0,0,-4.682255973309824,1,-2.44283780717471
2,2,-10.996654979331948,1,-0.5984984535602488
1,2,-9.639329760281012,1,-0.7734806121733359
2,1,-7.545432254946645,1,-2.208244013049704
0,0,-4.3200036266399815,1,-0.06515154337045481
0,2,-8.047786764441167,0,0.15718866297157885
1,1,-6.024324042581833,1,-1.7378180551261615
0,1,-5.759549057643248,1,-0.8178588760690723
2,0,-7.673644595043086,1,-1.7310007071236286
0,1,-6.351079507274489,1,-1.672000967035663
0,2,-7.716617041481614,1,-1.8860329853157427
1,0,-6.3522346869428015,1,-1.246295561522894
0,0,-2.718226488647695,1,-3.4183993908747135
0,2,-6.849411689677159,1,-1.0280846852461152
0,0,-5.686018986235129,1,-1.5681289512622878
0,0,-4.447515365033006,1,-0.9451124058140095
1,0,-5.667443166477118,1,-0.5551695190791734
1,2,-8.710901776221196,1,-1.0870072177798873
