a,b,c,d,e
0,1,-4.362978312567003,-4.285661297419331,-5.786709283130238
0,1,-4.596057114845787,-6.845492500884342,-9.792609286518829
0,2,-1.5943279101161807,0.37133225822916716,-0.8275280497708107
2,2,-2.6867246854143034,-1.9046367945794236,-2.197259112779614
0,1,-2.930878928933947,-3.9671512429781917,-5.10004288039577
2,0,-5.14424591288057,-4.758162305933654,-6.958775258944134
0,1,-2.7861809282826906,-0.9498014704058664,-1.238961721253808
1,0,-5.761291432756543,-6.113984547391364,-8.25274796620618
0,2,-3.4245866722585965,-2.9677964991546113,-4.735538915821375
2,1,-2.889177229633361,-1.8388321282284728,-2.2877654373969727
1,2,-2.8044361677043543,-0.8774514004778851,-1.391806779083792
1,2,-3.114587547251358,-2.369811263452701,-4.058845969396503
1,1,-3.695410343056778,-1.0419424158859,-3.92440926673156
2,0,-4.548539847636083,-3.202414601730477,-4.249915664728864
0,1,-4.486015097700976,-4.6729527193668225,-5.881405894088502
0,1,-4.8827684322709946,-2.8728977491506793,-5.899354393702879
0,1,-4.457557206596308,-2.4104677204646983,-5.232046893993776
0,1,-2.7144677252103193,-1.9415119703469306,-5.2678168983303095
1,1,-4.2071576573299465,-2.095247179862456,-3.003661194119708
1,2,0.09743842313986528,0.055838121705944266,0.6051976802875558
0,1,-2.9328272003787776,-3.573011927527456,-4.389369827915805
0,0,-4.88380929432966,-5.05766098251022,-5.971103732016647
1,0,-4.981596169998102,-4.380694634851035,-7.339059782391026
1,2,-2.1948466211902304,-2.338670635162733,-3.6896583814837105
2,0,-4.014501093475017,-2.7219936818024104,-1.8745436811492637
2,0,-3.2865869185582435,-2.4752137894365824,-2.4277232115140874
0,0,-3.710501394136681,-3.181461822631389,-3.365884456712006
2,0,-5.223800441351434,-6.0297828141390415,-7.564591373529029
1,2,-2.204854318055169,-2.350450920512841,-1.7919850457669102
1,0,-4.764632972224345,-5.105582110894804,-5.720839364346836
0,0,-5.376049025556125,-5.192414448717569,-6.5741500614660815
0,1,-4.107382833598532,-3.0404121740148087,-7.1867497034348915
0,0,-2.799515399216973,-1.2409625830751574,-1.7439960411608153
1,2,-1.3059498185425416,-0.6067117772933023,-1.2449158673928549
1,1,-5.381925126830209,-4.581210585012481,-7.162425830573303
0,0,-3.7151271875455723,-2.7300046286759914,-3.1150485339566982
2,2,-2.758660153245513,0.41310322651117204,-1.6741746975761438
1,1,-1.5307263894440264,-0.9155950219362168,-1.743250101837766
0,2,-2.106755116718773,-1.4526751245699043,-4.3289145428827585
1,0,-4.446180979892878,-3.0461813154631447,-5.987240749084659
1,2,-4.497714595137132,-5.059760853983686,-7.111565737443481
2,0,-5.796581974869657,-5.564292801917131,-7.27191986681321
0,1,-2.431843379104203,-1.6133653123076221,-2.591811394346343
1,2,-1.5703779947123566,-0.42536130539729633,-1.4778654575828354
0,1,-4.976718418386406,-3.5520192216166144,-5.479135032014241
2,0,-4.614061705855225,-4.76685799970102,-8.978813630326949
2,0,-3.771446757534685,-2.7799941675950945,-5.19523047934773
1,2,-2.9640685844388486,-3.3983076485868082,-4.690084552403329
1,0,-4.099962508209665,-3.7511308889002146,-5.25301412402761
0,2,-2.704060649867599,-1.9581133404714284,-2.8478502695312957
0,2,-1.7640613151777416,-1.8858973057821462,-3.196854977194911
1,0,-6.106802548779566,-6.513233608056729,-7.836473520184163
2,0,-5.576575107455575,-6.332629900323614,-7.325209189121234
0,2,-3.404208250386448,-3.9182774432717276,-6.386286741168236
1,2,-2.531229971071062,-1.1211284761312907,-2.5394303050713747
0,1,-4.881431046017255,-4.452598034870341,-4.582168534038823
2,0,-5.206069378458833,-4.75455327892949,-5.110822498322116
0,0,-5.703953524722002,-6.531886038715443,-8.608455366095278
1,0,-5.7316187730129595,-5.268779557946843,-5.4696074958588135
2,0,-3.571215885646126,-3.909235066071811,-5.537708476445375
2,0,-6.439110427623717,-4.9441548300570535,-6.378613987265255
1,1,-4.437511545691766,-3.7571762050278523,-4.03837534439384
0,0,-4.521611625162574,-5.016384744191219,-7.254530448977654
2,1,-4.400490071855426,-2.560235670903597,-5.402926348306687
0,1,-5.493209103208983,-4.777701133907226,-4.2940739134845085
1,2,-2.3811573965416053,-1.1415261915550432,-2.279485036454719
2,0,-5.148633181066818,-6.236126004798119,-6.91043047890601
1,0,-4.393667066349956,-3.9462791594053455,-3.437852605304199
0,1,-3.4360097437278556,-3.298620694164773,-4.004397195138637
0,1,-4.155244145003471,-2.9340187722036792,-5.4036213670884585
0,1,-4.565993608831797,-4.914518584184439,-6.387644643546448
0,1,-4.123260647568806,-3.076593614952321,-5.99680627607713
2,0,-5.919839285766965,-5.169541613102126,-6.8627703157195725
1,1,-2.9696065230338275,-2.435428807309253,-4.500933459205013
0,1,-4.504982938725641,-2.768984455962248,-2.8486447169157953
2,1,-2.468313534341327,-1.4144372140624952,-1.8605526105845709
1,1,-3.6512978471865902,-4.4796930526497,-6.372133392162417
2,0,-4.620075687960886,-4.006705149935663,-2.9574509809123057
1,1,-4.272061419319127,-2.9963091188692177,-4.261697271368013
1,1,-4.850447252550477,-5.433154074837293,-8.901623493668838
0,1,-2.7954493177606663,-3.1195558170246707,-3.9155631384934355
0,2,-2.9432975564272597,-2.90770937565844,-5.614797778788415
2,0,-3.735901160158975,-1.5931668582213452,-2.5505313587655696
0,2,-1.2698756577034278,-2.026859333072777,-3.632624249726649
2,1,-3.8479064873692144,-3.9614490466583643,-5.642119325294085
1,1,-3.9739531438608116,-4.517864918450277,-5.759094240961558
2,0,-4.151548263570321,-4.4508847278952945,-5.462081510061384
1,0,-6.21359927993163,-6.321966775835649,-6.637170810664411
2,0,-5.62084167852357,-4.780401235022024,-6.9190336496844775
0,0,-4.321008970611105,-2.133455931124467,-3.4522153864474237
1,1,-3.649386877421322,-3.925861285569686,-6.2414900180664254
2,2,-3.5340858849820496,-2.495588031340967,-5.171334009906919
1,2,-3.593262591537246,-2.2447464861487423,-3.301577463492549
0,0,-2.4221548808278346,-2.688675327806705,-3.958629799246069
0,2,-2.7958247466659554,-2.066437085173496,-1.782543257049634
1,1,-2.9650677470843725,-1.5276907801647246,-4.3078991651957725
1,1,-3.193812241425167,-4.146569788187314,-5.898317697091866
2,0,-3.8614447198573836,-2.238884849708035,-4.658279016610804
2,0,-4.659063208264845,-5.162951344276198,-6.65193783233715
2,0,-4.486157601691543,-4.3609467544098015,-6.243473219948634
0,1,-3.6362599855886097,-3.044966213413155,-6.412487349129902
0,0,-4.1552084174494315,-1.5351276463986423,-3.1682883233372707
