d,e,f,g,h,a,c,b
-0.28060044683806395,0.07967273926756446,0.8496702524484937,-0.7498950313803366,1.3696258690346048,4.694968993868375,-1.9506761182609609,-3.4962347283224227
-1.013717366440399,-0.03360343995614198,1.0215438659814862,-1.7837248880945553,1.6326995854665105,4.907843190961714,-0.8802935454571342,-0.9473384165630765
-0.20294194367537022,-0.16172100304124704,0.7590371449850357,-1.215253464302734,-0.531142208357589,0.9165697422687704,-1.893916456805374,-3.268718893349643
-0.12268463749512722,0.6756066331644784,-0.8807179207114415,1.920900822086021,1.3806311003494742,2.2750297398883585,-1.4630871699425758,-3.2991836368791345
-0.6542832766875555,0.9955393281626821,-1.3976638809451785,0.7836050942972992,0.9769827306786314,2.603840376573542,-2.261447327572643,-3.213267838465324
-0.32767309436196085,-0.8664161386594389,-0.12008524506874427,0.7611505498063198,-1.2891536553285141,2.4904673306823617,-2.8074524173202984,-5.099812705496909
1.0491736214413494,0.2108646020880872,0.7253240631466256,-1.0165106219066937,-0.6021420806396302,5.886941427469191,-3.3955413496891826,-3.0309609651527913
0.582655241987707,1.2910290551841355,0.33624824635237044,1.264779847050035,-0.5071916431308481,1.2837049872920547,-3.692021903306676,-1.8561332188647253
0.5098207077761179,2.422447901083496,0.20336452469571042,-0.2618271931357455,-0.6977045706377453,4.275606749786221,-2.800818692649662,-2.521318380935127
-1.5073256477730475,0.6766145517765254,0.1767876377631527,0.33767701870469485,-0.29305120340188257,5.578996287209134,-3.7015699964359254,-2.5609053396432078
0.05246679835624363,2.2774304485560983,-0.6800691540284102,-0.9558825880279255,0.7623425594314492,5.326584265156941,-5.447311585645886,-1.2677402334150676
-0.19076046033454871,-1.3090950523879856,0.2691857888276577,1.2243964799287768,-0.6720169285661368,2.8513006498994766,-0.6524885611435107,-3.3740209919668676
1.604229104685014,0.20864958187336902,-1.161310204722596,-0.7333943346780494,0.18093657666377086,4.679617385103502,-1.0830340157668656,-1.9627520813192516
-0.5348113382185579,0.7183478868941628,1.8112676815591198,0.2468539291312162,0.5790939035087382,5.573121878324995,-1.48421490711469,-3.0053088593298005
0.9308382263505294,1.1600928466435507,0.2524493145923928,0.3299028815939605,-2.1390047235719316,3.844333359720745,-3.8804051232670815,-2.1301794319697382
