d,e,f,g,h,a,c,b
1,2,0,0,0,6.458399499714833,-4.071306542548807,0
2,0,2,1,1,6.297762930757142,-12.051426027475665,0
1,2,2,1,2,7.6765928952891125,-7.87091205409249,0
2,0,1,2,2,3.381540763197146,-10.749562414662071,0
0,0,0,2,2,2.2574540073822513,-5.827999923720139,1
0,2,2,1,1,8.249214943689292,-5.916417841381065,0
1,2,1,0,0,8.5202152834829,-6.9379670756448615,0
0,1,1,2,1,6.23859859644429,-8.744403166582623,0
2,1,0,1,0,5.751710515584297,-7.9069920067016195,0
0,1,1,0,2,5.640269926381774,-1.8261175869511246,0
0,0,2,1,2,1.1453988447932608,-8.645468655895836,1
1,0,0,1,0,7.143549905690897,-7.481476912969531,0
0,0,0,2,0,4.113717247338314,-7.737644779513908,0
0,0,2,1,1,4.927697616122881,-8.158059509804195,0
0,2,0,0,1,6.963158614533366,-2.344559136458629,0
0,0,0,2,0,3.9486994231551056,-6.94994263248816,0
1,0,0,0,2,3.113896808838041,-5.067122535297076,1
1,2,2,2,2,7.6602972917888845,-9.756714983968449,0
1,2,1,0,1,8.565193340023574,-7.222374947556752,0
2,0,1,1,0,5.395202527438217,-12.723891978820186,0
0,2,0,1,2,5.98212613183376,-3.339647483558672,0
1,1,0,2,2,3.851548894154856,-6.406859236198985,0
0,2,1,2,2,6.649232536353804,-7.032066680891783,0
0,1,2,2,2,4.856051063058537,-7.450688956962972,0
2,1,1,0,2,5.188542892277716,-7.162832330392082,0
1,2,2,1,0,9.542671531774097,-10.159882476645727,0
1,2,1,1,1,6.683812383069335,-6.5175285775057095,0
2,0,0,2,0,4.717106168487593,-10.145680399077905,0
1,0,2,1,1,6.834242617528588,-11.144842111269966,0
2,0,1,1,0,7.256108977331124,-11.805893239850121,0
2,2,2,1,0,9.692956438805954,-8.037265859878236,0
1,1,1,0,0,7.23991197509969,-5.853080578917905,0
2,1,1,0,2,6.7248134607141274,-7.245388565042285,0
0,2,0,0,0,6.435663942132749,-2.2757105456292304,0
2,1,2,0,2,5.618229039474254,-8.468211924276277,0
1,2,2,0,2,7.064407908028192,-4.734840768420814,0
0,1,0,1,0,6.734543516925682,-4.925999232732759,0
0,2,1,1,2,7.955206418597314,-4.395156077872686,0
0,1,0,0,0,6.258237209628138,-1.702710115751358,0
0,0,1,2,2,2.0511036111427856,-8.901310563347293,0
0,0,2,1,2,4.90363324509166,-6.537337711140636,0
0,2,1,0,2,6.867188331941199,-4.799268166683634,0
1,1,0,1,0,6.7302455667767465,-5.5796293184749395,0
2,0,1,2,1,7.200813804294237,-13.20811961561571,0
1,2,0,0,1,8.028454351605722,-4.096197728654013,0
2,0,1,2,2,5.847359742672374,-10.722757564064267,0
1,0,0,0,0,4.448844352408083,-5.46059672098895,0
2,0,0,0,0,5.4515126993278535,-7.207771695918204,0
2,0,0,0,1,4.8950899765374905,-6.882328456326054,0
2,2,1,1,2,8.328380845790877,-9.889560910940881,0
2,2,0,1,1,7.36459098243133,-5.285433845501106,0
2,1,2,2,1,8.586705921960192,-12.84412825445352,0
1,0,2,0,1,7.319238679170894,-8.495073228585738,0
0,2,0,0,0,7.66068345716473,-4.038414542846432,0
0,0,1,1,1,6.329268902223478,-5.9358932878622594,0
2,2,0,0,2,6.489109405503204,-5.7897540498555635,0
1,0,2,0,1,6.980895558982526,-8.830084669848318,0
2,0,0,0,0,4.95084494802787,-8.305996468085768,0
2,2,1,1,0,9.318269891354134,-8.951653411389396,0
0,0,1,0,1,5.523008393423373,-5.448330681408174,0
2,1,2,1,2,8.794820164225264,-9.709414748607763,0
0,1,1,1,1,6.089017472209375,-6.34561187736735,0
2,2,1,2,2,8.64478401690727,-10.473159135349386,0
1,1,0,0,1,7.423977539147129,-2.7705591209191773,0
1,2,0,1,2,5.898471185873804,-4.623465131905898,0
1,0,0,1,2,4.46207267876286,-5.40026064912788,0
2,2,2,2,0,11.610760256645401,-12.755837932748108,0
2,1,0,1,1,5.844761148759951,-8.470140681849907,0
2,0,1,0,2,5.76405778196211,-6.649585562289928,0
1,0,0,0,0,3.3268300294204973,-6.445142989088017,0
1,0,2,2,0,4.820516931993524,-11.762729279611943,0
0,1,2,2,1,5.421798909605307,-9.344604969929879,0
1,2,1,0,1,8.295464654813186,-5.218515003853554,0
2,1,0,0,2,6.026892818124918,-5.860210119072309,0
1,2,0,2,0,5.664362949403607,-9.76152558158102,0
2,1,2,1,1,7.806648348344218,-10.763957333712064,0
1,2,0,0,0,7.699989725409604,-4.783488366243429,0
2,0,1,1,2,3.5148831157563474,-10.13580377802011,0
2,1,0,0,0,6.774505079963901,-7.050297931822972,0
0,1,0,2,0,6.4994277341069715,-4.8470538583624165,0
1,0,1,1,0,5.947298276216218,-8.495239885885274,0
2,1,1,2,1,7.816137314054313,-10.27147111560736,0
2,1,2,0,1,9.060524125067596,-9.239603580261171,0
1,2,0,1,0,8.234357466424903,-6.251560170570067,0
1,2,2,2,0,9.360995626948885,-11.510859350596794,0
2,1,0,2,2,5.250638095327627,-8.159676493989046,0
1,2,1,2,0,7.431300838020864,-10.702814283314702,0
1,2,2,2,2,8.951680829872737,-9.269614878109302,0
2,1,1,0,0,9.9377423350704,-8.491495711142557,0
2,1,2,1,1,6.800978373785382,-11.112997963291035,0
2,1,2,1,1,6.898342433121641,-11.80032811373898,0
