c,d,e,f,g,h,i,j,a,b
2,0,1,1,2,0,2,2,-7.725825735268365,1
2,0,0,2,2,2,2,0,0.06888012733397364,1
2,2,2,1,1,2,1,1,-4.921221815340807,1
2,1,2,1,2,1,2,0,-2.997772552033385,1
2,2,1,1,2,2,1,1,-5.175725700549628,1
2,2,1,2,1,0,1,2,-10.085599121200875,1
1,0,2,2,2,0,2,0,-5.411846626599234,0
1,2,0,0,2,0,1,2,-10.332424305750846,1
1,2,2,1,2,1,1,2,-10.574893607967931,2
2,2,0,2,0,0,2,2,-8.21776116172502,1
2,2,0,2,0,1,0,2,-6.740989711329969,1
0,1,1,0,1,0,2,0,-3.156496094967781,1
1,0,1,1,1,0,2,1,-3.712647283689173,1
2,1,2,0,0,1,1,0,-1.4456880813516626,0
1,1,2,0,2,2,1,0,-3.7937116432482476,1
1,0,2,0,1,0,0,1,-8.128936278686623,1
2,0,2,2,0,1,0,1,-5.486497652311798,1
0,2,1,2,2,0,1,0,-8.268599345310783,0
1,1,0,0,1,0,1,0,-3.7921939159022813,2
0,0,2,0,1,0,0,2,-11.417487582250342,1
2,1,1,2,0,0,0,1,-6.725186877206235,1
1,1,1,1,2,2,1,1,-5.954564289692533,1
2,2,1,2,0,1,2,0,-1.3061546390298866,0
1,1,0,0,1,0,0,1,-7.022580556030847,0
2,0,2,2,1,1,1,0,-2.4487659750178326,1
1,0,2,0,0,1,2,0,-1.2881443282949983,0
2,2,1,2,2,0,1,0,-7.038606035928507,1
0,1,0,2,1,1,1,0,-4.157442594909491,1
1,2,1,0,1,1,1,2,-7.517478534823243,1
1,0,1,2,2,0,1,1,-6.461830716442398,2
2,1,0,1,0,0,0,2,-7.095248380007888,1
2,2,0,2,2,0,1,1,-8.390147353547606,1
1,1,2,1,2,0,0,2,-12.57238129890477,1
2,1,0,1,0,1,1,2,-4.2090731314880845,1
2,1,1,2,2,1,1,1,-3.84988718883149,1
2,2,2,2,1,0,1,1,-9.39594522481367,1
2,2,0,0,2,2,0,1,-5.148273212920451,1
2,2,0,2,1,2,1,2,-4.177775354144957,1
1,0,0,2,0,2,2,0,3.3977581868299245,0
2,0,0,1,2,0,1,2,-7.4395261339656376,1
0,2,2,0,2,1,1,0,-8.197707864889466,2
0,0,0,0,1,1,2,2,-3.2977663858301485,1
0,2,1,0,2,1,0,1,-8.27935363052574,2
0,2,1,1,2,0,2,1,-8.506710242100239,1
2,0,2,1,0,0,0,2,-7.192296903880374,1
0,2,0,2,0,1,0,0,-4.655607853197857,1
1,2,2,1,0,2,0,0,-4.49361973294833,1
1,0,2,1,0,1,0,2,-4.375635529659876,1
1,1,2,0,0,2,2,1,-2.507197277291546,1
1,1,0,1,1,2,2,1,-0.28347527677150186,0
2,0,0,2,0,1,2,1,0.773396333288014,0
2,0,2,2,2,1,0,0,-4.144404281140806,1
0,2,1,1,2,1,2,2,-8.190105899325749,1
1,2,0,0,2,0,2,1,-4.393811691637063,1
1,2,0,1,0,1,1,0,-0.993377450439022,1
0,0,1,0,0,0,0,2,-8.183797021321332,1
2,0,2,0,0,2,1,2,-4.577193516953622,0
0,1,0,0,0,1,2,2,-2.971402536693069,1
0,2,0,1,1,0,1,2,-8.42136374383457,1
0,0,2,1,0,2,1,2,-4.184858464782514,1
1,0,1,0,1,1,0,0,-2.329902912616746,0
1,0,2,2,2,2,1,2,-7.812619865141478,1
0,0,0,1,2,1,2,0,-2.0075679580914483,1
2,1,1,1,2,0,1,1,-6.234018596581309,1
0,1,2,1,0,2,1,0,-2.1013079543808764,0
1,2,0,0,2,2,0,1,-4.431311258424893,0
2,0,1,2,2,2,1,0,-1.664838781334509,1
0,1,0,0,1,1,0,2,-8.289348250255381,1
2,2,1,2,1,2,1,2,-6.630840709669613,1
0,2,1,1,2,2,0,1,-8.063621908768965,1
1,1,1,2,2,1,0,1,-9.255383003025898,1
0,1,2,2,1,1,1,1,-8.303331808128293,1
0,2,1,1,2,1,1,1,-8.69616372822332,1
1,2,0,1,0,0,1,0,-3.888628562562168,1
0,2,1,0,1,0,0,1,-9.811411457050983,1
0,2,1,1,1,2,1,1,-3.3487897255865082,1
0,1,1,1,1,0,1,1,-8.393526490438875,0
0,2,0,2,0,1,0,1,-8.566856295013261,1
2,0,2,2,2,1,1,1,-4.704476993733692,1
1,1,0,1,0,0,0,1,-7.041550614071078,1
2,0,0,2,2,2,1,1,-2.126768639789332,1
0,0,2,0,1,0,1,0,-5.1764192920549865,1
