c,d,e,f,g,h,i,j,a,b
2,2,2,0,1,0,0,1,-9.809692885462134,0
1,2,2,0,1,0,0,2,-13.619996069489504,1
0,0,0,2,2,2,1,1,0.5647998446376485,1
0,1,2,1,0,2,1,0,-0.933910928605497,1
0,0,0,0,2,1,2,1,-1.8051467962413212,1
0,1,2,2,0,2,0,2,-7.551490661106188,1
0,2,2,2,0,0,2,1,-8.016625363092336,1
0,1,2,2,1,2,0,2,-7.642495791464479,1
1,0,0,1,1,0,2,1,-2.9797678235705396,1
2,1,1,2,2,2,0,2,-8.954239974020153,1
1,0,1,0,0,0,1,0,-3.0346604424352677,1
2,1,2,2,0,1,2,0,-3.759761718843264,1
1,0,0,0,0,1,1,1,-1.5686610077800176,1
2,0,0,2,2,0,2,0,-2.019581244057173,0
2,0,1,2,0,1,0,0,-3.5433651920210467,1
2,1,2,2,2,2,1,2,-7.777584476323209,2
2,0,1,2,0,1,0,1,-2.958351359424893,1
2,2,1,1,0,0,0,0,-5.899285040855718,1
1,2,1,2,1,2,0,2,-8.315824321646055,1
0,0,0,2,0,2,0,2,-5.164045338392304,1
0,1,1,2,2,1,2,0,-2.8011005689632387,1
2,0,2,1,2,2,2,0,0.4222074235394825,2
1,2,1,0,0,2,1,1,-4.043745543681522,2
2,0,0,1,2,1,1,0,-1.4188898035238489,0
2,1,0,1,1,0,1,1,-5.485607759930444,1
0,1,1,1,1,1,1,2,-8.285550631339662,1
2,2,2,2,1,0,1,2,-12.574369119998021,1
0,1,1,2,1,1,0,1,-5.506371048295483,1
2,1,2,2,0,0,2,0,-4.358431823822569,1
1,0,1,0,2,0,1,1,-5.871485522293309,1
1,0,2,1,1,2,0,2,-5.501487389401753,0
1,0,2,1,1,2,2,2,-4.115156114984871,1
2,2,0,1,1,2,0,1,-3.268716039421321,1
2,0,1,2,1,2,0,0,0.20195344400545623,0
2,1,2,1,2,1,2,1,-4.09486971444672,1
1,0,0,1,0,2,0,1,-0.04652022154974955,1
1,2,0,0,0,2,2,0,0.086618092142832,0
0,2,1,1,2,0,1,1,-9.539243124979976,1
1,1,1,2,0,2,1,2,-3.9766117895514927,1
2,0,2,0,2,0,0,1,-8.886221857161654,1
1,0,0,0,1,1,2,1,-0.9056873673814256,1
2,2,1,2,2,1,2,1,-6.122851919268287,1
1,0,0,1,1,1,0,1,-4.133159856210996,1
2,1,2,2,0,1,2,2,-3.606945616657608,0
2,0,0,1,1,2,1,2,-1.3097847255319768,1
0,0,0,1,2,0,0,2,-10.438702188384353,1
1,1,0,0,1,1,0,1,-5.348615419567041,1
2,1,1,1,2,1,0,1,-6.91105658213805,1
2,2,1,0,0,1,2,1,-1.824031066040893,1
1,0,0,2,2,2,1,2,-3.1492840084441287,1
1,2,0,0,2,0,0,1,-8.816576459618881,1
2,0,2,0,2,1,2,0,-1.8637825097318157,0
1,1,0,1,1,0,1,1,-5.969757074997975,0
1,2,2,0,0,1,0,1,-8.60620715861319,1
2,1,0,1,0,1,1,0,0.618523462448276,1
2,2,1,1,1,0,2,2,-9.615211275301911,1
2,2,1,1,1,0,1,1,-7.381772008358966,1
1,2,0,0,1,0,1,2,-8.92469720020321,1
0,0,1,0,1,2,1,1,-1.7982989486303267,1
0,1,0,0,0,2,0,2,-5.377919109638607,1
2,2,1,1,1,2,1,2,-4.458341743906741,1
2,0,0,1,0,0,1,0,-2.12763925924454,0
0,0,0,2,0,1,2,2,-2.0593391676428277,1
1,1,1,0,2,0,0,0,-7.154737305457042,1
1,1,2,0,0,1,1,2,-6.1746892452689535,1
1,0,2,1,0,1,0,2,-4.375635529659876,1
1,2,0,1,0,1,0,2,-8.68437501880425,1
2,2,1,2,0,0,0,0,-6.639927383872764,1
0,0,1,2,0,0,1,2,-7.8611117205659795,1
2,2,1,2,0,2,0,0,-4.080215061337564,1
2,2,2,0,2,2,2,0,-3.758883177939885,1
0,2,1,2,2,2,1,0,-3.784638552067889,1
2,2,2,1,2,2,1,2,-7.873153106057346,1
1,0,2,2,0,2,1,2,-4.391652700740701,1
0,2,2,0,0,0,2,2,-8.742410077063319,1
1,1,0,0,1,0,1,1,-6.348477545767727,1
2,2,2,0,2,2,0,0,-5.845437268720359,1
1,2,2,0,1,2,0,2,-11.18721374221915,1
2,0,0,2,0,2,1,0,1.0578674699534254,1
2,0,1,0,2,2,1,1,-1.322979775530138,1
1,1,0,2,0,2,1,0,-0.9320123967276834,2
1,0,0,2,0,0,0,1,-5.598352765075619,1
2,0,1,0,0,1,2,2,-1.629780430688652,1
2,1,1,1,0,2,2,1,0.6709154535091326,1
2,2,2,1,1,2,1,1,-4.921221815340807,1
2,0,1,0,2,0,1,0,-1.8468493420224967,1
0,2,0,2,1,0,0,1,-9.054314121192958,1
1,0,0,1,2,1,2,2,-4.500006032729786,1
2,0,1,2,0,1,0,0,-2.2143799202190957,1
1,0,2,0,0,0,0,2,-9.730541355844842,1
0,1,0,2,1,1,0,1,-6.358676022611124,1
2,1,0,2,1,1,0,2,-8.851737680991352,1
0,2,0,2,0,1,0,1,-8.566856295013261,1
2,1,1,0,2,2,1,2,-5.229867896428638,2
2,1,0,0,0,0,2,0,-1.7452992585029041,1
2,0,1,0,0,2,0,0,-0.04050771119305385,0
2,0,2,1,0,1,0,2,-7.1694602171386155,1
2,2,2,2,0,2,2,1,-3.040845504950654,1
1,0,2,0,0,2,2,1,1.3653085598369772,1
1,2,0,2,2,1,1,1,-6.812073046523799,1
0,1,2,0,2,0,0,2,-12.609738778236414,2
2,0,2,0,2,2,2,2,-4.673541656004678,1
0,1,2,1,0,2,2,0,-1.3501825483120786,1
2,2,0,0,1,1,1,2,-4.731759845556039,1
1,1,2,1,0,1,0,1,-8.734601580095,1
0,1,2,0,0,2,0,1,-5.698158145073954,1
1,2,0,0,0,2,2,0,-0.23234747218856522,2
0,2,2,2,2,2,1,1,-6.194943126685206,1
2,0,1,0,2,2,2,0,1.9976342845369537,1
0,1,1,1,0,1,0,1,-5.551500950228245,1
2,0,0,2,0,1,0,1,-1.7892882625373918,1
1,1,0,1,1,2,1,1,-3.1512730056129516,1
2,2,2,2,1,1,1,0,-6.315087754030962,1
2,0,1,0,2,0,1,0,-3.065324376135364,1
2,2,1,1,2,2,2,0,-3.4783898893643483,1
1,1,0,0,0,1,0,2,-6.568008673155142,1
1,1,1,0,0,1,2,0,-1.1158827252521064,1
0,2,2,2,0,0,0,0,-8.346858518700724,2
2,2,1,1,2,1,0,1,-6.830994626366058,1
1,1,0,2,1,2,1,0,-0.14685519879543724,1
1,0,2,2,1,2,2,0,0.7159733235094318,1
2,0,1,1,0,1,1,1,-2.4287734331169757,1
1,2,2,2,2,1,0,1,-11.519545192812018,1
0,0,0,1,2,2,2,0,0.9746958091916437,1
2,2,1,0,2,1,0,0,-4.980189579172579,1
0,1,1,1,0,2,0,2,-5.383548615586726,1
2,0,0,1,1,2,2,1,3.589388194372884,0
2,2,2,0,2,1,2,1,-6.900780368019891,1
1,2,0,0,2,2,1,1,-3.501086163919119,1
1,0,0,2,0,1,1,2,-4.373465157964252,1
1,1,0,1,0,0,2,1,-1.8134772526250211,1
0,2,1,0,0,2,2,1,-2.099041081542169,1
2,1,2,1,2,1,2,1,-4.53285795824514,1
