c,d,e,f,g,h,a,b
1,0,0,2,0,0,1,2.663061105894302
1,2,0,1,2,0,1,-0.7001361931116377
0,2,2,2,2,2,2,3.207479151300613
0,1,2,0,0,2,2,4.015585404634155
2,0,0,1,2,0,0,0.48477202911327755
1,2,0,2,2,2,0,-3.81389628960565
0,2,1,1,1,1,1,-0.17743634664558888
1,1,1,2,1,0,0,2.534246094374897
1,1,0,2,2,2,2,0.9655206588471095
0,1,1,1,1,1,2,3.1845114933675727
0,0,2,0,2,1,2,6.277058917043256
1,2,1,0,2,0,2,3.2245679743873907
1,1,1,2,1,1,1,1.0001542120107496
2,0,1,0,0,2,0,2.9788480444383945
0,2,0,2,1,1,1,-2.225677861301507
1,2,0,2,2,1,1,1.1634923105597426
2,2,2,0,2,1,0,2.912987424164478
0,2,2,0,1,0,1,0.021837286406260814
0,2,1,2,0,1,1,0.0791828347841734
0,1,0,1,2,0,2,2.1304577749588054
0,1,2,0,2,1,1,2.4068070937708477
2,1,0,2,1,1,0,0.7383479613308375
0,1,2,0,0,0,1,2.5678147315906616
2,1,0,0,2,1,1,2.526774292263121
0,2,1,2,2,2,0,-0.009601391089377298
1,2,1,1,1,1,1,2.558684907803972
0,1,0,2,2,2,0,-1.3868945914519304
1,2,0,0,1,0,1,-1.2009126617666754
2,2,0,1,1,0,1,2.6682655437921867
2,2,2,0,2,1,0,2.935377147860649
1,0,2,1,1,1,0,3.6964913515702738
2,1,1,0,0,1,0,1.0920987058644123
1,0,2,0,1,0,0,3.446841444702693
2,2,1,0,1,2,1,-0.5787565179008336
2,2,2,2,1,1,0,2.730912969810103
0,1,2,2,2,0,0,-0.9969174780328967
1,0,0,0,0,1,2,2.150758519348684
2,0,1,2,2,2,0,3.1502465648559546
1,1,2,2,1,0,2,7.254576417057551
2,1,2,2,0,1,0,3.487814838704877
0,1,0,2,2,1,2,0.3507418798616988
1,0,1,0,2,1,1,3.3015883439344638
2,1,1,2,1,2,0,1.9782722238272126
2,2,2,2,2,2,1,4.868156261774599
1,2,2,1,1,2,0,2.610632597205721
2,0,2,2,1,2,0,4.954468926102672
2,0,0,0,1,2,0,-0.595127942670653
1,2,0,0,0,1,2,2.1445920856783243
2,2,2,2,2,2,0,3.687786694711403
2,2,0,2,1,2,2,3.8166089083149224
2,2,0,1,1,1,2,2.0234744426573994
0,0,1,0,1,0,0,1.7896799028163592
1,2,2,1,2,2,1,2.209699223101851
1,2,1,1,0,0,2,1.9519967915564744
1,1,1,2,0,1,2,3.8347513798063444
0,0,2,0,2,1,1,6.175022999773876
2,0,2,1,1,0,0,6.100397749107542
2,1,1,2,1,0,0,3.0080678984458444
1,1,1,1,1,2,0,0.37909982054582175
0,1,2,1,1,0,1,4.143035736887622
0,2,2,1,0,2,1,0.7192282948087771
2,2,2,1,2,2,0,3.281524509184778
1,0,2,0,0,2,0,4.324073170005896
1,2,2,0,1,0,2,4.705268245786678
1,0,2,0,2,1,1,4.379312748658933
2,2,2,1,2,0,1,4.245877228247382
2,0,0,2,1,2,0,1.052496771083243
2,2,0,2,2,2,0,0.3277456307867561
0,2,0,0,2,0,1,-2.7576770028423767
0,1,1,0,1,2,1,-0.9340966972843034
2,2,1,0,0,0,0,0.44130749035511146
2,1,0,2,1,0,0,-0.803000154098354
1,2,0,2,1,2,1,-1.887008428595756
1,2,2,2,2,1,1,2.7166804510034814
0,0,0,2,0,2,1,-0.5429792256985306
2,1,2,1,1,0,1,8.277724785506933
1,2,0,0,1,2,1,-0.5409538710443162
0,0,2,1,0,2,0,2.8921452814906035
2,1,1,0,0,1,0,1.2877173789839398
2,2,1,1,0,0,0,-0.15891633740667133
0,0,0,1,0,2,1,-0.8430338058486475
2,1,2,1,2,0,2,5.190083433697501
0,1,2,2,0,0,1,1.5878819875274566
1,0,1,1,2,0,2,6.157912669666032
1,0,0,0,0,1,2,3.1077831468243917
2,2,0,2,1,0,0,-0.6960915892609332
1,2,1,1,2,0,0,-1.0525666516212382
1,0,2,0,0,2,0,4.19797993434826
2,0,2,2,2,0,0,7.302033891078786
1,2,1,1,2,0,0,-1.6269627282664292
1,2,2,0,1,1,1,4.8518127559389574
2,2,2,1,0,2,2,4.267928960755945
2,0,0,1,1,2,1,3.068297037217916
1,1,2,0,2,0,0,3.5510788402376563
0,0,1,2,1,2,2,2.4490061900967253
1,1,0,0,1,2,1,-0.789378004189292
0,1,1,2,2,2,1,2.8318387325088068e-05
0,1,0,0,1,2,1,-2.5273467487202677
0,0,0,0,2,1,1,0.3509058366600826
1,1,0,1,1,1,1,-0.5863009057286688
1,2,1,0,1,1,1,1.0413850613310798
