a,b,c,d,e,f,g
0.7772288109823667,1.9284611430737943,0.9970688848883992,1.8677433109381927,0.628170366240332,3.4052007100041037,-5.996637859427533
-0.8394498883349977,0.8351136563147441,2.68314406870577,3.1805979826693678,-0.22920507110113675,2.886895875983674,-7.02040992123682
-0.4217756438844333,0.24697252372835182,4.954194786989811,5.487478825331379,-1.3979784916804552,1.1509070360991893,-3.2048470167537095
1.4433399342491566,2.3516514980153236,1.0519517897251531,2.2327253397585642,-1.1337035818864627,0.5064704017889177,-3.367217157467226
-0.06448288782689197,0.558218253379771,3.913091542656413,3.666666859125324,-1.2547502951488112,1.2666173332990818,-4.615350313292997
-0.30187914508096503,0.2859872100819351,6.183631015305395,6.635463728725596,0.45457191513641293,3.8182734732848083,-8.061032406832291
0.2814131031772033,3.222885905246379,-1.0394165166055247,0.2819489905146136,2.3238948337126284,6.725964322715811,-11.820393722482407
-0.09394490048932266,1.690832242963113,1.0644766078591752,0.5875730594757218,0.7302386913548123,2.865511805004881,-6.455413745881011
-0.6259090209943582,1.9793725451181108,1.345673924766793,0.05964523721346726,0.6782116945162298,4.532614400345858,-8.732227826443662
0.24985754536975244,0.9551106010515166,1.3014899872908727,1.5194081179461265,-1.084912399807826,2.246820327114055,-3.959345084643852
2.136829833930069,3.618095894844447,-1.9830416722684263,1.9477165439537154,-1.563012622133437,2.465939941053005,-5.263839615437195
0.9196307357367628,1.8895662476491897,0.17995537481261814,1.2696138336379552,-1.1760264774287443,0.9095154230751394,-4.251751410713168
0.43790573361922813,2.5421391243581213,1.903787083736467,2.0132828706155257,-2.431272621104843,0.47258033811426303,-3.481069927239493
0.25728420615046677,1.602619744690226,1.914602349093046,2.641721390877725,-0.5753523803896978,1.4632142129784,-3.6983347131170676
0.7977890697790292,3.451412658830063,-1.5432447050952833,-1.552229012358894,-1.5062589124868544,1.2928946949962665,-3.3047184427178937
0.6240881317831657,1.8925979004065874,0.16028103685146056,2.933681671759235,-1.750644699629326,0.21807351807415043,-5.166139027889744
-0.8567355971305933,-0.13537670634367338,4.440801585355885,3.1608585213132345,-2.8160807270783885,-0.38408043553459636,-1.5360746558472793
0.5070579757016108,0.6425672898670426,3.6332154581188183,2.7222263069426864,-0.900508968841166,2.3619637261252793,-5.361471882341226
0.052237921489733614,0.5609013544070659,2.416840836705254,2.4117557476126783,-0.39084285268813623,4.328105521617496,-8.839764039433398
1.7158566820432466,3.5355006237825863,-0.27349230300347116,2.3216359086039837,-1.6907110949856614,1.4456751021686112,-5.221309775783958
-0.21107603284996324,0.3823733708207797,2.4414946998914204,3.9918647139902372,-2.104011076663263,0.09385314786016641,-0.38337554252801187
1.2517617977519637,2.4044342526630276,1.5226268072092835,2.9342698502455153,-0.7073529396398881,-0.14401037615568502,-1.8928501137655276
-1.1556848411709155,0.6695876568268633,3.1835166105508184,3.9806797173984396,-2.447383405110014,-0.8757382086857302,0.1894890851836395
0.3129126749262291,2.599277841554569,-0.20566045926555876,-0.9053736383482676,-0.6916375592199138,1.9366439036415775,-7.1745317755904034
-0.7114407717623863,-0.695460796885566,3.147096662916641,4.93054534931008,-1.5288648146550834,1.447616706495211,-5.8084322742319205
-0.8773788065405665,-0.08507426675520091,3.7556959186790646,4.2985596334252705,-1.31485555215882,2.191327819702614,-5.41843824064253
0.78532272478865,0.6309479269463041,3.19979523320186,2.94264569896378,-1.160687995781683,0.44104001443645013,-2.7259389069859212
-0.9831428006151512,0.21584633335861714,5.136352166229635,3.807879189415954,-0.8411598833042011,1.4642588766882128,-4.931821426628505
-0.1381096183332893,0.8401239865701279,1.9757659972873471,3.1115004483700743,-1.5051731239756423,2.594466733447372,-6.9309059172089835
-0.7019839861971033,0.5127863374099242,2.7170598181333423,1.9363719438084614,-0.17734598491279552,3.2553348643510702,-7.987307430400629
0.3959208675416461,0.19764584099937132,2.434115549642756,2.5060189943425626,0.5521562554288211,1.755084297956792,-5.503592833041572
0.2776186708645915,0.8668698911775008,2.8747849912660617,5.151188649855536,-2.211260256753153,0.12482498203876435,-3.502764670273255
-2.164781087673153,-2.788980016457667,7.084133682881521,5.707248908559676,-0.8687048374014885,2.492694636950132,-8.584512528030071
0.7012876668716292,2.3110818451634207,-0.5595929944350835,1.015053178993545,1.0197721039793697,3.7917488242705333,-10.320865297071752
-0.6093881964267575,-0.09750579351931199,3.359439674779095,3.4742159013195297,-2.5783501582679325,0.6441136282235571,-4.209519696662593
2.007804255918723,2.3719474610693227,0.05740590757238834,2.572837787502344,0.06226437141206054,3.1162506713393725,-7.008846640159538
0.8842422623131226,2.1576784718262405,-0.23184792258681564,0.4720654283336565,-0.8540454246232533,3.122077643418129,-6.304626025789016
0.9566515018847626,2.603549139850145,0.29471608294939133,2.4090977370031075,0.5256034522221584,4.307178729500999,-7.640597097571009
-2.3525533092408057,-1.8817334171745201,5.4471191948665725,6.199079313670534,-1.2651867617107762,0.7177696533129844,-2.716184684134795
1.753712794966784,2.7684021823091043,-0.7010251543017709,1.3286039528461526,-0.9890906907556849,1.6741425086488801,-5.973192745276456
0.06708310924506602,1.319061969594396,1.6970474267140785,2.1760455874143187,-1.6983701787545253,1.2268374291782165,-4.428965796624911
-1.3003327469693653,-0.6148657396201761,2.714333099792119,4.0063736398870216,-1.8462838549521128,-0.12057644846550608,-1.8658971921355034
0.33223357603025605,0.3977808511501916,3.1521057384906745,2.696339893002849,0.09881902655079344,2.778478511313067,-6.901774059494615
1.2986952624944872,1.5920882917956707,0.9931454075582491,-0.3335124600246524,0.5927517827635702,5.2552541693103,-9.415478116388831
-1.5423138619238046,0.13758318651835044,2.550347536234819,3.669004829738636,-0.28462063789303604,1.4195280459253867,-3.6864103008526414
1.0691512188841281,2.219405107143482,2.3584377051625403,1.9791575490464415,-0.5200262646316729,2.0486861247169914,-6.01591321805464
-0.2941877907621263,-0.43795283729572365,4.54850780065975,4.409649265581161,-2.2655950935581,1.5041083697336497,-6.4425633774068665
-0.5310421138750543,-0.0578896347857768,2.8076345936948575,3.4792617823855805,-1.3490558793086747,1.270950819053169,-5.951459263532236
-0.38991965981720655,1.2017746326900811,0.40140912118466443,2.919989974373368,-0.6916871477121038,2.1324451140977434,-7.322481683058059
-0.7861305125732092,0.1645817232717158,2.557295619933248,1.7319384710024606,0.5667862766158317,3.3818092398287876,-5.8649576944107
0.21933300414694584,0.3929312264164364,4.305248707519829,5.484948765498876,-0.8800753036777098,1.2780162912831785,-6.171498125871485
0.2671874734516472,0.07276776364043624,1.2293752166853307,2.4370117597778576,-2.069108676197463,1.4625155799773486,-5.289699046830269
1.0407786232958904,2.1390190937979177,1.0468182026691348,1.5733604894240645,-0.1877393381051699,0.4140833484811912,-2.7508599704865646
1.391122156978565,3.9212518264310523,-2.891341601835154,-1.1355223676699815,-1.9952449108680994,-1.2959177930514307,-2.0204576891618298
-0.29251659629470006,0.469479895921599,3.095184535481606,3.4670403441849387,-1.3902686538909774,0.5804212259273741,-3.2258063819191123
1.0738755335889276,1.1797607050721888,4.168676273018914,5.155985971086503,-1.8512396690151003,0.839788808112123,-2.919372812945473
-1.1147424236014953,-1.0384226888623924,6.073579384794742,5.9336301986300395,-2.7944777532733975,-1.7920145657545394,-0.9762027402341832
0.642837966698953,2.5089583665864,0.4963177708115797,0.6669728471823531,0.3511933859271902,2.773318188168309,-6.597301913076853
-1.0519619429311695,-2.0395045251573443,6.010881912772569,4.570726947416473,-2.794945769861629,0.8987930522757462,-2.694333324516797
-0.5298651471801137,-0.10955679897061643,4.433862786505314,4.3294196716354705,-1.9298976972752528,0.2507105756402429,-3.174329217499096
