a,b,c,d,e
2,1,-3.7675672966311504,-6.079914290137172,-2.2568500075000606
0,1,-2.223034346082355,-0.6415838764538229,-3.6350657894413256
1,2,-5.141267340121921,-6.477777542496994,-4.711338405702573
0,2,-2.9743751097051137,0.3709192852025254,-2.9039440569284416
2,0,-4.395465510966737,-4.503713458165854,-1.0784926363581229
1,0,-3.7973424275131586,-4.206340122026877,-3.700790855062796
2,0,-4.256951331623135,-2.0921752728748637,-3.282590067982241
2,0,-4.692013373948911,-3.8550566978887204,-1.6861220455963657
1,2,-1.9738007313470853,-2.2113575954150297,-6.221480370119765
1,2,-2.503341269287738,-1.4384006157409237,-3.3054290375174276
1,2,-3.660896995304575,-2.9058149514368163,-2.307556054824733
0,2,-1.1843224078293395,-0.8194760148617554,-4.475554591701071
1,1,-4.833615729137566,-5.685411655200876,-4.158780858537821
2,0,-3.293797180374318,-2.0067127382761134,-1.652262842525782
2,0,-5.29781134635714,-4.66103722904044,-2.391774510528935
0,1,-4.552525830457914,-3.5067320706079617,-5.40523209930331
0,1,-4.114587547251358,-3.3698112634527013,-5.384091296537925
1,0,-4.274838887454262,-3.417710211182941,-3.4887947245762145
2,0,-4.097918465418247,-3.6368476659030877,-3.779844092557906
2,2,-4.5702133210868165,-3.356752858642329,-2.7639809794675596
1,1,-4.362978312567003,-4.285661297419331,-3.696750084117354
0,0,-3.88345639591848,-5.26902930036195,-5.268134236631921
1,0,-4.61883098116736,-4.827790002213201,-5.482342970055638
2,1,-2.4517533931200894,-3.176056803162351,-1.3238123159836324
1,0,-6.395463248457858,-5.788308175618535,-2.962499637185521
1,1,-4.5758266479844325,-4.973844401398636,-3.208378570511905
2,0,-6.814761307675294,-6.395868464224655,-1.7887909985014652
1,1,-4.42106909580714,-2.6937779491649474,-3.3011536775210697
1,2,-2.788017784895744,-1.5411709742614494,-3.290782730866948
2,0,-5.260361077396899,-5.989868474756497,-1.0656261854953317
1,0,-5.853737061716671,-5.03065380377877,-4.049547166947151
1,0,-5.159548941588429,-3.35521880892795,-3.8400853956693526
0,0,-5.818281050837637,-5.736549441201446,-5.899037523393748
0,2,-2.8202518464012867,-2.316118963746421,-4.5346037490024615
1,1,-3.352271630381961,-2.5799382292536324,-2.593507819235769
0,0,-4.931564510216348,-3.5592158302545798,-4.853742016551727
2,2,-3.9470704263743697,-3.4986382658505835,-1.7979275997847122
2,0,-4.977226158218676,-4.469232128669863,-1.0249676334844056
1,2,-1.9650677470843723,-0.5276907801647244,-4.111577264468935
1,0,-5.378946552591363,-5.5107622416741435,-3.5927936623562036
2,2,-2.6185805266594557,-2.859599106438351,-0.9988736218247521
2,0,-3.7262138320611,-4.016748281784019,-1.6444121461903936
1,0,-4.558655146785078,-7.131685417606378,-3.120221241829812
2,1,-3.8793661992768764,-3.0703638431911755,-2.198209952093393
1,0,-5.211384450964395,-5.150847964311286,-2.63091287876615
1,0,-6.525220315302849,-6.288810465461093,-3.6502885798162654
1,1,-5.1871364021862405,-3.266060464116457,-3.029426266193922
2,2,-1.2879854335098664,-1.926312160470809,-1.4009004352006782
2,0,-5.754335108495119,-5.403670345566616,-2.242590358440766
2,2,-2.355017681075323,-2.397098478269824,-2.023710499301293
0,2,-4.019413066706133,-3.1377225322265194,-3.7928437901011103
0,0,-3.9508052681468273,-3.0756971043926367,-5.3457278937219685
0,1,-4.923473799792271,-3.7061253421835936,-3.871293217020941
0,2,-2.4788268343565205,-2.6644338267147827,-4.9487423736604885
0,2,-2.883809294329659,-3.0576609825102197,-4.536704775483777
0,1,-6.196375663247322,-6.641632215120698,-7.071443272117735
0,1,-4.625939883832285,-4.208265562025019,-5.509120905571234
1,0,-3.5127885788575495,-2.7086381326713727,-2.7260272554983778
2,0,-5.136104190559582,-4.211856053104393,-0.2868027642587796
2,0,-4.101202631633807,-2.914248963862991,-0.8469384141568883
2,0,-4.3709624095662365,-2.089923950323942,-2.078368617366976
1,1,-6.002827621610433,-5.9471370738061164,-3.258084553957264
0,0,-4.995834243814181,-6.05953936235733,-5.316176339975071
1,2,-2.2749061315028873,-2.5790560930778463,-2.0218267720945624
0,1,-4.8869879102008635,-4.3569813716699235,-5.912121293856638
1,2,-4.415095343185183,-3.7964311734611873,-1.8487474875007783
0,0,-4.088771988386301,-0.7890747665489917,-4.0207662976045295
2,0,-5.030396942095442,-1.506615489473051,-0.3095574121500897
0,1,-4.758023593293878,-3.9190290828190517,-3.414936838136942
0,1,-3.6692574362478267,-4.112417360617217,-4.03126532756062
0,1,-4.380518620648662,-3.907474457083869,-4.00333666422153
0,1,-4.62084167852357,-3.780401235022025,-5.92812469871752
0,1,-3.171296721784849,-3.9378929915156915,-4.54405342823912
0,1,-4.6264161386594385,-4.246501383728183,-4.575544768451163
2,0,-6.621193684505556,-4.964852387606533,-2.117894745340999
1,1,-3.7487223033813395,-2.039201600938453,-3.1273839959347347
2,0,-6.136043331573148,-5.701846652645333,-2.641630024274958
0,0,-5.394813163971456,-3.2182183657257593,-4.591072655065957
1,1,-3.5486135249517323,-3.0187797378250942,-4.0653814544985645
2,0,-7.823779866312396,-7.710676416963649,-2.8325806096179704
0,1,-4.102152890732047,-3.8217468799908065,-6.322898072003536
0,2,-1.7798091283281778,-1.745395907916778,-5.718833784895251
0,1,-3.0814760485999715,-0.9172427971023334,-3.2462288777062858
0,2,-1.0776164146599014,-0.8050840422672387,-4.9961705591682595
1,2,-2.9164214791432985,-3.2518017679913354,-3.3782643115014377
1,1,-3.8479064873692144,-3.9614490466583643,-3.8018035593671455
0,1,-3.3436318518610446,-4.114881011773448,-4.932982279492324
1,0,-6.974187371043003,-5.916611528218187,-4.856593446216078
0,1,-4.123583290306799,-4.811972144905068,-3.2349674478357744
0,0,-4.433156529611977,-3.6765221485304473,-6.3920480723545605
0,1,-5.177684170159569,-5.3759056298921415,-7.71370160699572
2,2,-2.7438705847239957,-3.060879235466075,-0.18673136087863762
0,1,-5.368185811211541,-4.111067442537096,-5.916152908083163
0,0,-5.111524735143293,-5.220627878966614,-5.581239974335152
2,1,-2.9120412565363,-3.462461199884847,-1.7646794116257822
0,1,-2.1808144970183676,-0.3523356862266367,-3.365331583005733
1,1,-3.673494458078538,-2.3037332709135816,-1.1350354038334776
1,0,-5.07163943394972,-3.5150295849081132,-3.2532257128258886
1,1,-3.776836723733426,-3.4655809367446535,-2.20494499682369
0,1,-4.087305430255023,-5.246902268581428,-3.2941285308803976
2,0,-4.204759925720576,-3.993665806573234,-1.4441198060332063
1,0,-4.322344326465694,-2.9346380696817804,-4.099318656914993
0,1,-2.5703779947123566,-1.4253613053972964,-4.3003372524269174
2,1,-5.169969703083876,-3.322646461470317,-1.5338699153313855
0,0,-3.4715557506817474,-4.096485105783902,-5.62547417284666
0,2,-1.0500560459879287,-0.7488876489668005,-5.3800757069842025
0,1,-4.463069080897802,-4.024734400104343,-6.340531246342572
2,1,-2.9710921166167603,-1.7349478543557053,0.2718629299125641
2,1,-6.499533122289479,-6.667803127594778,-2.9113902177186652
1,2,-3.7965819748696568,-3.564292801917131,-3.7374144093370187
2,0,-4.109750994421636,-3.922793280347841,-1.1015997446369294
1,0,-6.098382411323844,-5.317528062598322,-3.400580440042314
2,0,-5.701537602229801,-5.083434137223341,-1.518136375918894
2,0,-5.484611051517724,-6.397252074118946,-2.572491494503728
2,2,-2.128761671932852,-0.9382043536585988,-1.4739934734740627
0,2,-0.5534746928595977,0.95658900400533,-3.3582443010309575
0,1,-3.548286215829403,-3.5649109778041415,-7.285468803103937
1,2,-3.1243772928932416,-2.7405765772529955,-5.340861559892502
1,0,-5.72939857773862,-4.348475114539422,-4.217147612285309
1,2,-2.969408827039608,-2.584743821846944,-4.443999906582555
0,1,-3.9295507157004437,-4.4872055118233085,-5.605644725602601
0,2,-1.2147678483034405,-0.5189494604219794,-5.038829119045958
1,0,-5.336996371377533,-6.503754304367771,-5.964621259128506
0,0,-3.7404890823353703,-3.4284881838521697,-4.623480241423933
1,2,-1.4689709448158643,-0.6327226984634939,-1.5307463735965687
0,1,-2.538271333782407,-2.1020255987730554,-4.697228830752295
1,2,-2.657743340352584,-2.3347569264290207,-2.3563705455388435
1,1,-3.0098781878630554,-3.6904725276165458,-2.928607777439715
1,1,-2.184917172391269,-0.9405835836415927,-3.4200993780737283
2,0,-4.901395502143802,-1.774910593106902,-0.7474842735298299
0,1,-2.6191872106386187,-2.397553650939717,-5.289775374240038
1,2,-2.106755116718773,-1.4526751245699043,-4.4203546969639325
1,0,-6.588395311441502,-5.686646392121756,-2.8473659298952367
2,2,-3.544779247155991,-1.9256921623049643,-0.9057896594506718
1,2,-2.9130258762062127,-0.3584807815854356,-2.242081980362768
0,2,-2.6338348035690253,-2.777582228835276,-3.3502691896582473
0,2,-2.783233710850366,-1.209975879061209,-5.403882365472402
2,0,-4.369274973911104,-3.5858335381664665,-3.888616633666644
2,2,-1.5950555548118721,-1.0202787656763608,-2.319892086992286
2,1,-4.012881446317831,-3.447938358767088,-2.2978291736188567
2,0,-4.581259036713672,-4.318518755811074,-2.6553815840651382
1,1,-4.023073424456353,-4.192754852528556,-3.6024040828850015
1,1,-5.419887881419688,-5.995307638038506,-3.6436048052753653
