a,c,b,d,e,f,g,h,i
-2.050609352249554,-0.39000109621469126,-7.10065923342087,-11.469853113719527,-4.047233696272142,2.0942320099539122,-10.287274163422895,13.721290050821006,-7.674678007449782
0.5553036855587886,0.4569445904142489,-5.119216068056516,-10.136435609502815,-2.9097155088733424,2.3573226582372873,-7.957824197431969,10.686369302501008,-4.279525683681667
0.39629256724661155,-0.47977295765214445,-0.38982548710237164,-4.2613297431929436,3.6540312329205333,0.6528075259558083,2.0137341925937076,0.15952474080577883,0.14866479340398792
-1.171997758374501,1.0938323900260782,-8.334669743485769,-13.813205318774559,-6.53797968977551,1.95566897941121,-13.085634325774754,16.387889206557972,-8.217722949595363
1.9131707472462032,-1.0158219762259706,1.0092712592419164,-4.85359321436184,1.7840912346976872,2.0174123766493475,1.8533075327854256,-2.3941920952419515,2.5027751642741363
-1.2240162007402255,-0.35487329748933516,-5.596847823156922,-10.702006018967973,-4.154127716249649,-0.23146225472305093,-8.280034104440837,10.576609572642168,-6.34735561408765
-1.679290361717149,0.5801127995685185,-8.856291573007091,-12.52363033267105,-6.666679581137184,2.979406927538372,-11.485815754166804,16.915833106682733,-9.538695872169537
-1.8110577699106647,1.6761776233097645,-10.603927964577565,-15.712749486550079,-7.126993507248437,3.9949970835866457,-15.0942770365557,19.103406181135206,-11.28558109697239
0.02597090732105973,-1.431325752363569,-3.6002439163067934,-9.011008058190335,-0.3254450690455518,0.4099170662779742,-5.413389848982181,6.404006477323631,-2.9779820253354052
0.33787125014709696,-1.271382584961192,-0.3307938039752204,-3.804454165439246,1.7560480652167376,-0.3648148863226297,-2.1001662977396296,-0.6676975853773485,1.072005980021214
0.44097391093464255,0.47024186552249186,-5.560021727757759,-9.968469423703905,-2.1625975780942817,1.1199501968764114,-8.686340290895892,11.465452081893632,-6.083551359783023
-0.3373599782154893,1.5795181348482883,-9.441067095185742,-13.553717464734179,-6.190171996739304,2.575240135969857,-13.792616405137242,19.31824107003466,-9.106118837934389
-0.8126750220358617,0.8401173124975979,-5.59535434959318,-10.625551788696583,-3.595829620573679,2.2321756478470514,-8.009775978763544,9.456210941328779,-6.354987583051853
0.8427645820080417,0.7164403256393284,-3.0255989186879306,-5.958295371701054,1.4881697840316523,2.3764006921207312,-3.9911019447190204,4.476430440659313,-3.350869575820469
-0.8975853865617808,-1.0669501905496,-4.530253358660498,-8.926614020012444,-0.2124575170480445,3.0126565006756163,-9.524304701476952,10.526583367695666,-6.118726403448775
-1.2098402059798323,0.26194831708127286,-5.276120351603501,-9.000234174960735,-2.6480830170029024,2.5202853286866937,-7.802312539650751,8.774871431473379,-4.808060681768463
1.4013156674932132,0.5110509879343542,-1.8092022268805272,-6.696793312677795,1.769059779117785,0.5823048903036951,-3.9947067761342936,3.6701520487394186,-1.597693403431839
0.1775715081428498,0.21274698010187362,-3.965457313118191,-9.540887355183871,-1.5009390008770482,1.495395052619367,-7.022912266752327,6.2276041406182046,-4.591785192104043
0.4712898953909813,0.3043553712341252,-3.644854273620285,-8.719174989928868,-0.9871299363314617,3.6475158203463227,-5.89343901740405,8.422943658914432,-3.6640158019032056
0.6258407046445027,0.7538708738151534,-5.1108191114396195,-10.072122685767683,-2.805405423043129,1.5672136432289494,-7.807013054368099,10.068036245010248,-4.47416732433339
-0.5717971089993171,-2.4350623337606,-0.35425949677799207,-4.815245345172377,2.729044803004362,-0.10551770358155471,-0.7196103842809709,-0.6548617893721546,-1.3024871353551666
-0.5328625860015204,-2.037213067756645,1.6073321131053224,-4.675906353155832,3.020396281211544,-0.5284886369910922,2.943333456665869,-1.7240604195647222,1.8135170865691315
0.6405816830656459,-1.1896467622111373,-0.3497747223532118,-6.3935064538561175,2.8991613331140633,0.5392472640855833,-0.1291126776645038,2.28653115133656,0.12093318221715049
-0.6171512238777086,0.0864060464559192,-5.73649619718473,-9.204983594342087,-2.899934202498599,1.7777095137957704,-8.76753899004519,11.153536711453798,-7.571286682712882
0.3360206914446697,-0.38939181072930323,-1.8545088309101807,-7.057414702354522,1.7616886305006045,1.3202716303797948,-4.1818412949197,4.696475912378889,-1.1759202879611625
-0.08945955292809644,-1.3335417717923606,-1.0029330448223326,-6.474690919810032,2.8487650988858615,0.4512354344351056,-1.0150329557126483,1.89155366314504,-0.8859374299341667
-1.1942715158413304,1.6200014567046792,-10.118503458594141,-16.450777243168886,-6.9854316170376896,2.3263020138917034,-14.08482164521011,18.58152049260545,-8.644374533582017
0.9663907689328148,-0.20765337431435324,-1.9902636426384341,-5.39901892760023,1.0501916360754047,-0.7056224633320286,-3.1285447820650543,2.996967202053368,-0.9902908479210906
-1.2893619498023041,0.19640845783570648,-7.583619365855007,-11.893161776240852,-5.442442464418952,2.783822114723837,-12.855441221222147,14.148743778545303,-6.4757659868452935
0.23296344452977213,0.9340146439147544,-3.3723991111016103,-8.315961236434093,-2.07190409824244,0.5300920121546081,-5.408627294894029,8.561629950304434,-3.7951309092976055
0.06698467909483406,2.12996672621398,-7.332766017922108,-11.9746215375444,-4.272896430069445,3.9890419798910886,-11.110897058985739,13.927010995505434,-5.892073953497128
1.2666112172939297,-0.059372598468860026,-2.3773646623996356,-4.820209487029702,1.397035027237239,0.6089066455950679,-2.0273428940050824,6.688171992498539,-3.5117406716282824
-1.1196252235034803,0.1853817523545074,-6.102722455838641,-10.641364396506559,-2.6248809112365334,1.7897492777753228,-11.130837516651736,8.892005492943893,-4.328803422321759
-0.5431967015635717,-1.2452923148119632,-0.7339809186756965,-6.9472335878211755,1.7229719401878767,0.905766149579952,-1.8371360254384057,0.9879721657167135,-0.700705647552117
-0.10030654480682887,-0.04775016472006895,-3.530257169835637,-8.666750686818457,-1.7399253739387825,1.5518554390189447,-6.140232534392115,3.8853898669308453,-5.590452629351725
0.1808470634830872,-1.2606549549434172,-0.8902500175400059,-5.023440281100875,1.7662839697405952,-0.8063988514193025,-1.492669669389538,0.558986407912254,-0.16962323137061075
0.8684571437377585,-0.4534506986361352,-0.9799899062384242,-5.340860631757039,2.2915177490360588,-0.8839746763118519,-2.463116908861377,3.218275718258454,-0.2684064351207065
0.31109857969145777,0.7620356358032825,-5.745447700945775,-12.60622135876146,-3.2624421855901917,1.159848703907208,-9.709352893435177,11.31183320810231,-4.987362385821185
