c,d,e,a,b
0.26875660583177413,-2.4244724758590834,1.2677779819691142,-4.355395442923168,-3.4162233908798942
-0.9782713846679173,-0.4531512583190235,1.2853616440028304,-6.176764611725837,-1.544254592273908
-0.6862569008373571,-0.6613089727397856,0.11483882861015933,-3.5007248527523913,-2.54895105611749
-0.3685474725751162,-0.6280800826127865,1.780326364195274,-4.89427056142511,-0.8995844400178278
-0.5846183575036382,-0.44434160958269003,0.5577948301915119,-4.12510534973068,-3.8379306344668214
-0.0595158477059934,0.31324264081645775,1.2990658833681736,-5.275369163676251,-2.4075876916297783
-1.1436364997029824,0.7993819531510318,-1.4078451589733043,-5.05118899145266,0.20108692656895188
-1.4834137084873917,-1.6699663520761647,0.9639939692633289,-5.7217658246911505,-3.1327666100608713
-1.2412753647340078,1.7416169919459585,-0.6237432599508561,-3.855204577757363,-1.0224670241170164
0.7081195970686851,-1.5841272711120253,-2.0592457819523275,-5.1270724522328415,-1.6883525307052962
-0.6028945815555102,-1.5662908183068371,1.0870440087682267,-5.954291269406792,-1.156135134844633
0.553531258741302,-0.35861125898795465,-0.37223706924285743,-2.851110356390285,-1.316305524703885
-0.5054087078899074,0.3534060194686834,0.4056539057141355,-3.075464540894911,-4.1130990705145045
0.3231218010481889,0.7919454417431442,0.11420906725439187,-2.4000320061826566,-4.289470297283275
0.10541406143187686,-0.8708519714308374,-0.028577719463073963,-2.281904224959069,-3.946287748229131
2.6547498690616855,-0.612372024871418,-0.9252808294815588,-1.1426799637959837,-5.222461605653229
-0.5414602656522841,0.5269624459753551,0.15271161263643257,-3.179925646820747,-3.208706961614541
1.551163321332261,0.6514820687842333,-1.6147008191303112,-4.319469638783139,-2.1990369084635284
0.031176661906884364,1.7343996635693304,1.785181838149048,-6.60058848136934,-1.4038456753556228
-0.07351671562569011,1.0905857040063334,0.8289555229037618,-3.469768245865547,-2.4641640784805396
-0.3164345384837742,0.06326512104372092,-0.8263954972201267,-2.4435225094600312,-1.838285356296711
0.5553036855587886,0.4569445904142489,-1.4583368934268042,-4.136627938447296,-2.923911845664001
0.3921994835190462,-0.1964013868290065,-0.7891550519721297,-3.895135573878675,-5.110604212513225
-1.7724186708919925,0.8361654092854431,2.0428618184822134,-6.794175016295736,0.7009548028872374
-1.8693516344298902,0.17362194055935132,0.32546465481318676,-3.2203619317175303,-4.595096937960706
0.021150742032654803,1.4152891323832528,-0.35238836200285234,-1.8324541967350647,-3.797510885335833
0.5300001014792087,0.0800505450039757,0.019012213695757004,-3.0739789674986024,-2.708349914072098
-1.4824354022807713,0.34470229968322547,-0.28243145535036884,-3.1760298255236945,-3.3819728348288614
-0.9476772296827833,0.21006898788504266,-0.3077110124912227,-4.781459069493234,-3.1878909402579167
0.36627416645023125,0.1795307694109421,0.4764266598634897,-1.2406569461042267,-5.642560346695344
-2.108810798412961,-0.1882717757030708,-1.9048893074279338,-7.387338337763483,0.26019577061792615
0.46927003678740353,0.2336121937668877,0.07921494368929244,-0.8140443132225443,-4.363384090574266
1.097299054781602,1.308265924155607,-0.29041774794327224,-1.8479819518304224,-3.916372875985047
0.9852930623412964,-0.14285933219967284,-1.0106736679818478,-1.7643341420912904,-4.6236373361448955
0.511050629185058,-0.29334274074015937,0.23539278688324372,-2.1577345479011703,-3.89611439624422
-2.2103012434060805,-0.504023747528913,1.3120726787628607,-4.664135075598735,-1.185080051215676
-0.4954204874742692,1.6068663803359182,1.9473180507964167,-4.4025237874397956,-2.0235306176613976
-0.905830245760958,-0.009285307890011295,0.3177116006683091,-4.0848778567238435,-2.333835484195249
0.9306540575935757,0.5859825996641558,0.07360053791580522,-2.8773311746872547,-4.7293502076427085
0.35885497175971715,-0.12565299502624294,-0.05245472982889882,-1.7060347090249204,-5.653151467046625
-0.6189478848635087,0.46125392671568644,-0.5487863595931296,-2.9285982247095723,-3.514258175587066
-1.138835147550651,-0.0003736283247353833,0.01886122658983656,-2.720382460158743,-1.7009497304522858
-0.18877292827354977,-1.3131000594861766,0.25471573461610225,-5.315639694919458,-4.618442572002244
-0.09036444106772928,-0.7011725885817429,0.2810826352545166,-2.0912012743623762,-4.082141236859387
-0.17594198455757956,-0.46301751294554455,-1.7088042530152308,-6.18573968143369,-1.1840117764900837
0.1884105024955541,0.5033683752471484,-0.1713005768448937,-2.238567269744587,-3.3884723878531307
1.9366044978141381,1.9326217437516975,-0.9898851284195123,-3.341938874749675,-4.517702444448997
-0.5256240257921971,-1.0815514868778011,1.0325687810415498,-3.7645088120896637,-0.9151271662940885
1.598248936722595,-0.09776323973417243,-0.6915002773734338,-1.1477962843641998,-5.901307183172327
-0.04911903933134915,0.01693001259214879,2.213549905690897,-5.495202473142827,-3.5246149168049223
0.10367688514977508,0.7954324773487698,1.0712266401142998,-1.8978356737743243,-3.745304875103313
-0.32589846888601637,-0.752495269073528,-0.3852059576107282,-2.812048133150274,-3.623833578821738
-0.13190171258855415,0.21242542614008122,0.2446489053793189,-1.885150249959106,-4.57595966467237
-1.0140036793194538,1.831828481505509,-2.5176625207260988,-6.784007808770266,-2.4039322848840965
1.055169838369879,0.01728626930253894,-1.4113218890586743,-1.461151864469721,-2.713516704492595
