c,d,e,f,g,h,i,j,a,b
0,0,0,1,1,2,2,2,4.643364990775039,2
2,1,1,0,1,1,1,1,-1.3465929107979582,2
2,2,0,2,0,2,2,1,-0.9074276559100392,0
1,1,2,1,2,0,2,2,-3.4192678801654783,2
1,2,0,0,2,2,1,2,1.9185659756098175,0
1,0,0,2,0,1,0,2,0.020435284144916743,1
2,0,0,2,0,2,0,2,-0.8474749993424648,2
0,1,0,2,2,0,2,0,3.979402900136087,2
2,0,1,2,2,0,2,1,1.017264374142129,2
0,0,1,2,2,0,0,0,6.761531703210421,2
0,0,0,0,0,2,0,1,2.517962895963202,2
1,2,2,2,0,1,0,0,-5.1319200700226,2
2,1,1,1,1,2,1,0,0.11466844474917615,2
0,0,2,2,2,2,2,2,3.911322282701564,0
1,0,0,2,2,1,2,2,4.551589089137664,2
2,2,1,2,2,2,2,0,3.7942002894814566,2
1,1,1,2,2,0,2,1,1.3721389740120165,2
2,0,2,0,2,1,2,2,-3.102847376886228,0
1,0,0,2,2,2,2,2,4.611589649115328,0
2,0,2,1,1,2,1,0,2.9894331446033195,2
0,0,0,2,0,1,2,2,1.5465966614097035,0
1,0,2,0,2,2,2,0,5.207942966034782,2
0,0,2,0,0,0,2,1,-3.065054322600631,0
1,2,1,1,1,2,1,2,-0.2946132316358707,1
0,1,0,0,2,0,1,2,-0.2235738987595587,2
1,2,1,0,2,2,2,0,2.1356116644640086,0
1,1,0,2,2,1,2,0,3.7196331964067375,2
1,0,2,0,0,2,2,0,2.447278952458386,2
0,2,1,2,1,0,2,2,-4.186909032804169,2
0,1,0,2,2,1,1,0,6.802043402086127,0
0,1,2,0,0,2,1,2,-0.5365540275804768,2
0,1,0,2,2,1,0,0,6.5174519157256805,2
0,1,0,0,1,1,2,0,1.7145987539969572,1
0,2,1,1,0,0,1,0,-1.539807249833236,0
2,1,1,1,1,2,1,1,0.7133178032292107,2
2,0,0,0,0,1,2,2,-0.9820211876661744,2
2,2,0,1,2,2,1,2,-0.5588891459669921,2
0,2,0,0,1,1,1,0,2.0549294676639933,0
2,0,0,2,2,2,1,2,6.643827055715214,2
0,2,1,0,2,1,0,2,-3.0545243604403494,2
2,0,2,0,1,1,1,0,0.40166043059139067,2
0,2,0,0,0,0,0,1,-3.3547554494521714,2
0,2,0,0,0,2,0,2,1.482468571474232,0
1,0,0,0,1,0,0,0,3.621492862219643,2
2,2,1,0,1,0,2,1,-7.171100404154755,2
1,2,2,1,1,1,0,1,-3.458992764152469,2
1,2,2,0,1,1,2,0,-3.318921418365994,2
0,2,1,2,2,0,1,1,-1.409229486325541,0
2,1,2,2,2,1,1,1,-2.4122355948210634,2
2,2,2,0,2,0,1,2,-7.711097884839924,2
0,0,0,0,1,0,2,2,1.5114784108100097,1
2,0,2,1,1,0,2,2,-6.097005718885416,2
0,0,2,0,2,2,1,1,6.163865850432957,2
0,1,1,2,2,2,0,0,4.5634648710393115,2
2,0,2,0,1,0,2,0,-3.508105039260128,2
2,0,2,2,0,0,1,0,-1.7581194749313016,0
1,0,0,2,0,2,2,0,5.794004222833141,1
1,2,1,2,1,1,1,2,-2.4973609028144725,1
1,0,0,0,1,2,0,2,2.8177502870290345,2
2,0,1,2,0,1,2,2,-2.601416894454948,2
2,0,0,1,0,0,1,0,1.9669842201903716,2
1,2,1,0,1,2,1,0,3.142576980392744,2
0,1,0,1,0,2,2,2,2.245889262171315,2
0,1,1,2,1,0,0,2,-0.7509124724590567,0
1,1,2,1,2,2,0,1,1.6468804414733182,2
1,1,1,1,0,0,0,2,-6.071311831749637,2
2,2,1,1,0,1,2,2,-7.591661635655459,2
1,2,1,1,0,0,0,1,-7.416623616389408,2
1,1,0,1,0,0,1,1,-2.210749893582495,0
0,1,1,1,0,1,2,1,-2.629539066812467,1
2,2,0,2,2,0,1,0,-1.3038561145135934,0
0,2,2,2,1,0,1,2,-6.489780244618756,2
2,2,2,2,0,1,1,0,-4.827729761411227,0
2,0,1,2,2,1,2,1,2.723271658976301,0
0,0,2,1,1,0,2,2,-2.4681385269742675,0
1,0,1,1,2,0,1,0,2.163141573233319,2
2,2,2,2,0,1,0,1,-5.840358492053958,2
0,1,2,0,2,2,2,1,1.98585449597944,2
1,2,0,1,1,1,0,0,-0.2885183326418075,2
0,2,0,2,0,2,1,0,2.9568260576034446,0
0,0,1,0,0,2,2,2,1.5596403195400244,2
1,2,1,0,2,1,2,2,-2.430762001144359,2
0,2,2,2,0,0,0,0,-3.188402167008617,2
0,2,0,0,0,2,1,2,-1.356147967046116,0
2,1,2,0,2,2,2,2,-0.8596158045798341,0
2,0,1,1,1,2,2,2,2.0092629034487173,2
2,0,2,0,1,2,2,1,-0.2683442293037167,2
1,0,0,1,0,0,1,2,-0.9311677194056016,2
0,0,1,1,2,1,0,1,6.3950407166271095,2
2,0,1,0,2,0,2,0,-0.5723745928060968,0
2,2,0,2,2,0,2,0,0.28275759703788095,2
1,1,2,1,1,1,1,2,-3.6488225247064743,2
0,0,2,2,1,2,0,2,4.288787660173246,2
2,0,2,1,1,2,2,1,1.5144909980739096,2
0,2,2,2,1,0,0,1,-3.8240793072595314,2
0,1,0,2,0,0,1,2,-2.8967542231595136,0
0,2,1,0,0,1,1,0,-1.894053080991655,2
2,2,0,2,1,0,2,1,-2.7774620108982098,2
0,2,1,2,1,0,1,0,-0.19397757824505824,0
0,2,0,2,1,1,2,1,2.119531052515487,0
1,1,1,2,0,1,0,0,0.13267887753458132,2
2,2,0,2,0,0,1,1,-6.202217850604693,2
0,0,0,2,0,0,2,2,-0.31131425547372116,0
1,2,2,0,2,2,2,0,1.3603093433185756,2
1,0,2,2,2,0,2,0,3.062964741466693,1
1,2,2,2,1,0,2,0,-2.590343235753103,0
2,0,1,1,1,2,1,0,2.223845439724787,0
0,1,0,1,0,1,0,2,-0.047063166806747325,0
1,2,0,2,0,0,1,0,-4.982677739552592,2
2,0,1,0,0,1,2,0,-0.9868045334262492,0
1,2,1,1,1,0,1,0,-2.696644579134824,2
2,0,0,1,1,0,2,0,0.1322928162471163,2
2,2,1,0,2,0,0,1,-3.5653661175589857,2
2,1,0,1,1,1,2,2,-3.0651913382658647,2
2,0,2,0,2,2,1,0,2.9653991877971606,2
1,1,2,1,2,1,0,0,1.72823445024929,2
0,1,1,1,1,0,2,2,-1.2086197791384017,0
1,0,2,1,2,0,0,0,1.6597379491758453,2
1,0,1,1,2,1,1,2,3.7763851675682423,2
2,0,1,2,1,0,0,2,-4.509174714258622,0
1,0,1,1,1,0,2,1,-0.23267162525461488,0
1,2,0,2,1,0,2,1,-1.087684435635508,0
0,1,0,0,2,0,1,0,4.4910229020439045,1
1,1,2,0,0,1,0,0,-2.1666462057787053,2
0,1,1,2,0,1,0,2,-0.9567897715558117,2
1,2,1,2,2,0,2,1,-1.8238010145596988,2
0,2,0,2,1,1,1,1,1.2002114648058548,2
1,0,1,2,1,2,0,2,3.410091981046981,2
0,2,1,1,0,2,2,2,-0.7525269942392923,0
2,1,2,0,0,0,0,0,-6.780632859442353,2
2,1,2,0,1,0,1,0,-3.0856370771700705,2
0,2,0,1,1,2,1,0,2.958549534940135,0
2,1,1,1,2,2,1,0,5.510703309424434,0
0,1,0,1,2,2,1,1,6.732102470005877,2
2,2,2,2,1,2,2,2,-2.6645760152743065,2
2,1,0,2,1,2,2,0,2.7756280410379643,2
2,0,2,2,2,1,0,2,-0.745444539095488,2
1,1,0,1,0,2,2,1,1.1055605105946225,0
2,2,1,1,1,0,2,2,-6.283768170431408,2
0,1,0,2,0,0,2,0,1.151002142015581,2
0,0,0,2,1,0,2,1,5.146768704870509,1
0,2,2,0,1,1,0,1,-1.9446675974048817,2
1,0,1,0,1,0,2,0,0.35370701543360916,1
0,2,2,2,1,0,0,2,-5.790464068384727,2
1,2,1,2,0,2,0,1,-1.9692306414824297,0
0,0,1,1,2,2,1,0,8.458412932408347,2
0,0,1,0,2,1,0,1,4.751639105792962,2
2,0,0,1,2,1,1,1,3.781532148033386,1
0,1,0,2,0,1,2,1,1.9379506806882802,2
1,0,0,1,2,0,0,1,2.049373306768719,2
2,1,2,0,2,2,0,2,-0.9487420909389175,1
2,0,2,1,0,2,1,1,-1.4399665538330106,0
1,0,0,0,0,0,0,1,-0.4946746868909502,2
