c,d,e,f,g,h,i,j,a,b
1,0,2,2,1,1,1,2,-2.2613903807924203,2
2,0,0,0,2,1,1,2,0.530664222907878,0
2,1,0,0,1,2,2,0,2.4308143634081576,2
1,2,0,0,2,1,1,2,-1.2095516685929384,0
1,0,1,1,1,0,2,1,-0.23267162525461488,0
0,2,2,1,0,1,1,1,-3.5185457701104665,0
1,1,2,2,1,0,1,1,-2.4296723490698042,0
0,0,1,0,0,0,2,1,-0.6492259739119469,2
2,1,0,2,1,1,1,0,0.863642205045455,2
0,1,1,2,1,0,0,2,-0.7509124724590567,0
0,2,0,0,0,2,1,2,-1.356147967046116,0
1,2,1,1,1,2,0,0,0.8898813942180741,2
1,1,2,2,1,0,0,2,-4.2783745649099085,2
2,0,1,1,0,0,0,1,-5.031725779203594,0
0,0,2,0,0,0,2,1,-3.065054322600631,0
0,2,1,2,0,2,2,2,-0.6376250439329328,2
2,0,2,2,2,1,2,1,0.8804501105015624,0
1,0,1,1,2,1,2,2,1.1522826676335627,2
0,1,0,0,2,2,2,0,7.2349895086895595,0
1,1,0,2,0,1,1,1,-0.15441721981798068,2
0,0,0,1,1,2,2,0,6.545467334234267,2
0,1,2,2,1,1,0,0,3.099718554684194,0
0,0,1,1,1,1,0,1,3.431048333096426,0
0,0,1,0,1,1,0,2,1.1318275970160734,1
2,1,2,2,2,1,1,1,-2.4122355948210634,2
1,2,2,2,2,0,1,2,-5.7735657487975205,0
0,1,0,1,1,1,0,0,5.011171647183389,2
0,1,2,2,1,2,2,1,3.7611169124265214,2
1,2,1,1,1,0,1,0,-2.696644579134824,2
0,2,1,0,0,2,2,0,0.929730622268328,1
1,1,2,1,1,0,2,0,-1.4331882909568354,2
1,0,1,2,1,0,0,1,-2.261375030491982,2
0,2,0,2,2,2,0,0,5.321731824295679,2
2,1,1,2,0,1,2,1,-2.9867839049113796,2
0,2,0,0,0,2,1,1,1.352320162635031,2
0,2,2,1,2,1,2,2,-0.5501866047262143,2
0,0,0,1,2,0,2,2,3.607170564508507,1
0,1,0,0,0,1,1,2,-2.475925243482764,2
0,0,2,1,0,1,0,2,-2.4519702773069767,0
0,0,0,1,2,0,0,0,7.822378376768855,2
0,2,0,1,1,2,0,0,4.84422972857738,2
1,2,2,1,1,1,1,1,-3.4247124501657713,2
2,2,0,0,1,2,0,2,-3.271695181049635,2
0,1,0,1,0,2,2,2,2.245889262171315,2
2,1,2,1,2,2,0,1,1.1112857878652889,2
2,0,2,2,2,1,1,1,-0.06134624287777646,2
2,1,2,0,1,0,1,1,-5.79395205022389,2
1,0,1,2,0,2,1,0,4.610620653627536,2
0,1,1,1,1,1,1,1,1.4061435320494786,2
2,1,2,2,2,1,0,0,-0.7321910525822362,2
0,1,1,2,0,2,1,1,0.890306731847702,0
1,0,0,0,2,1,1,0,6.008107890263394,2
1,2,2,2,1,1,0,0,-1.4498769351079401,2
2,2,0,2,1,1,0,1,-0.3439258282359854,2
0,1,1,2,0,0,2,1,-1.019571732118887,0
0,2,2,0,2,1,2,0,0.16774213619325512,2
1,2,0,1,2,1,0,0,2.5950863216227256,2
2,2,2,2,1,1,0,2,-6.993323320454558,2
0,1,1,1,2,2,2,0,6.241086447727112,1
1,0,0,1,2,0,1,1,2.1115080171607095,2
1,2,1,1,2,0,1,0,0.3712996338375989,2
2,0,1,0,2,0,2,0,-0.5723745928060968,0
2,0,2,0,2,2,1,0,2.9653991877971606,2
0,0,1,0,1,2,2,0,5.061461535769193,0
2,2,1,2,2,2,0,0,2.5765713652799946,1
0,1,0,2,0,1,2,1,1.9379506806882802,2
2,0,0,2,1,1,2,2,-0.3238716988998114,0
1,2,0,2,1,0,1,2,-4.509680530874898,2
2,1,2,1,0,1,0,1,-4.490753783257403,0
2,2,1,0,0,2,1,2,-5.4116175079976125,2
1,1,0,1,0,0,1,1,-2.3196364629781945,2
0,1,0,0,2,0,1,2,-0.2235738987595587,2
1,0,0,1,1,2,0,0,5.42616368195672,2
0,2,0,2,0,2,1,1,2.6982378261109767,0
0,0,1,1,2,2,1,0,8.458412932408347,2
0,0,1,0,2,2,1,2,4.716167673094256,2
2,0,0,0,1,0,2,1,-0.4070809110507654,2
0,0,1,1,2,1,1,0,4.417471534833776,2
1,1,2,1,2,2,0,1,1.6468804414733182,2
0,2,0,0,0,0,1,2,-5.406155601716055,2
0,2,0,0,0,2,1,1,0.7097239205717893,1
1,2,2,2,0,0,2,1,-7.007066500265222,2
0,2,0,1,1,1,1,0,2.970379609280748,2
0,1,2,0,0,0,0,1,-3.564233504784143,0
0,1,1,1,1,0,2,2,-1.2086197791384017,0
2,1,2,0,0,0,1,0,-4.118823386418782,2
1,0,2,0,0,2,2,0,2.447278952458386,2
1,2,2,1,1,1,2,0,-3.5010008496856515,2
2,0,2,1,1,1,1,1,0.501832155683164,0
2,2,0,2,0,0,2,0,-2.834850437594098,2
2,1,1,1,2,2,0,1,1.65574413770126,0
1,2,2,2,0,1,1,2,-5.6108112970987705,2
0,0,1,1,0,1,0,1,1.262962181773519,2
0,0,1,2,0,2,1,1,3.482068571826975,2
0,2,1,2,2,0,1,2,-1.9780515443000182,0
1,1,0,1,1,2,2,2,1.0831968520192488,2
2,0,1,0,1,1,0,0,0.7343189373978891,0
1,2,2,1,0,1,1,1,-6.6255957400185315,2
0,2,1,1,2,1,2,1,1.4750556290189059,0
2,2,0,2,1,1,2,0,-1.5945863817505597,0
2,0,1,1,2,2,1,1,3.7854835180316937,2
2,0,1,0,0,0,2,2,-6.249781276094689,0
0,0,0,0,1,0,0,0,5.361938133657309,1
0,1,2,2,1,1,2,1,-0.1539675977497199,0
1,1,2,0,1,1,2,2,-3.9480072641773245,0
2,0,1,2,1,2,1,0,5.364737752494111,2
2,0,0,2,2,2,1,0,7.53269918738838,0
2,0,0,0,0,2,0,1,1.1937624764428185,2
1,2,2,0,2,2,1,0,0.8614655317031841,2
0,1,2,0,0,1,2,2,-3.480385884883317,0
0,2,2,1,2,1,0,0,1.819396547075737,1
0,2,1,1,2,2,2,0,4.5846182702613465,1
0,1,1,2,1,2,1,0,4.603741445061303,2
0,0,2,1,0,0,1,1,-2.016953770901836,2
0,2,1,2,1,1,2,1,-0.2697482973493238,2
0,2,2,1,1,0,1,1,-2.8185282487949075,2
1,0,1,1,2,2,0,1,6.689914427860358,2
1,0,2,2,0,2,2,1,2.134450121866016,2
0,0,2,2,2,0,1,2,1.0451282535108446,1
2,2,2,1,0,0,1,1,-8.634974052355492,2
0,1,2,1,1,0,1,2,-1.4039233537004887,0
2,2,1,0,2,2,2,1,-2.225466823883073,0
2,0,2,0,1,2,0,2,-0.21094499575262216,2
0,1,2,2,1,1,1,0,3.2134974073924996,2
0,1,2,1,1,1,0,1,-0.24210811571939495,1
0,2,0,0,2,2,1,0,5.395187844629777,0
0,2,2,2,0,1,0,1,-4.315797523781591,2
2,0,2,0,1,2,1,1,1.1253460259993422,2
0,0,1,1,1,2,0,0,8.218450641114302,0
0,0,0,0,1,0,2,2,-0.0626986202607327,2
0,2,1,2,1,0,0,1,-0.7413009165089022,2
1,0,0,2,2,2,0,0,7.469141357011946,1
1,2,2,2,1,0,2,0,-2.590343235753103,0
2,0,1,0,2,2,0,0,4.372088251529371,2
2,0,1,1,0,0,2,0,-2.7499148483751004,0
2,0,2,0,2,1,2,2,-3.102847376886228,0
1,0,1,1,2,1,1,2,3.7763851675682423,2
0,1,1,2,2,2,1,1,7.980452523577501,0
2,1,1,1,0,2,2,0,0.56091351986278,2
2,0,1,0,1,2,1,0,2.8889949367453327,0
2,0,1,1,0,0,2,1,-4.02984088623478,2
0,0,0,1,1,1,1,0,7.596258957090159,1
2,1,1,2,0,0,1,2,-7.447441502048842,0
1,0,2,2,1,2,1,2,-0.3343051284429801,2
2,2,2,2,0,1,2,2,-8.416108760578538,2
2,0,0,0,1,1,2,0,1.3922277165258703,0
2,1,2,0,0,1,0,0,-4.096752815839285,2
0,1,0,2,0,0,1,2,-2.8967542231595136,0
0,2,0,0,2,2,2,1,4.0197805525443355,0
0,2,1,2,2,0,0,1,3.3387629780047448,0
2,2,0,0,2,2,1,1,1.8420553719972088,2
1,2,2,2,0,0,0,0,-4.475544081075018,2
2,2,2,0,1,2,2,1,-4.985506530517026,2
2,1,0,2,1,0,1,0,0.6155075766983076,0
1,2,1,1,1,0,2,1,-4.8123603660680025,0
1,2,1,1,1,0,2,2,-5.393431320139876,2
0,2,0,0,0,2,0,2,1.482468571474232,0
1,1,0,2,2,2,1,2,4.707188058669675,2
0,2,1,0,0,2,1,0,-0.5956975654271077,2
0,2,0,1,1,1,0,1,1.1061349900593656,0
2,1,0,2,0,2,1,0,1.397366905510289,0
2,2,2,1,0,0,0,2,-8.745452100127595,2
0,2,2,0,2,0,2,2,-4.546171845200154,2
0,0,0,0,1,0,2,0,4.14663873074215,2
1,0,2,2,1,2,1,2,0.3455727579313157,2
2,2,0,2,0,2,1,2,-0.7329265869498252,0
2,0,2,2,2,2,2,2,2.7374592095214325,0
2,0,2,1,0,2,0,2,-1.5524353241640436,0
0,2,0,2,0,2,2,1,1.0885235933365347,2
0,2,0,2,0,2,1,0,2.9568260576034446,0
0,0,0,1,2,1,0,0,8.567319536315711,2
1,1,1,1,0,0,1,1,-5.439210905991782,2
1,1,1,2,1,1,1,1,-0.32740473777530965,2
0,1,0,2,0,1,1,0,2.254916611587963,1
0,0,0,0,2,2,2,0,7.929929575572999,2
1,2,0,2,0,0,1,0,-4.982677739552592,2
1,0,0,1,0,0,1,2,-0.9311677194056016,2
0,0,2,1,0,2,2,1,3.279089634284058,2
1,1,0,2,1,1,0,0,2.7882711201231554,2
2,0,2,2,0,0,1,0,-1.7581194749313016,0
0,0,0,2,2,0,2,1,3.502612328597237,2
2,1,2,2,2,1,0,0,-0.026242383676438608,0
1,2,2,2,0,2,0,1,-3.4402430728819087,0
2,0,1,0,0,0,1,0,-1.9610002376663593,2
2,1,2,0,0,0,0,0,-6.780632859442353,2
0,1,1,1,1,1,0,2,1.8947643757518873,2
1,2,1,0,2,1,2,2,-2.430762001144359,2
0,0,1,1,1,1,2,2,-0.025748778038936937,2
0,0,0,2,0,0,1,1,2.739316434957882,2
