a,b,c
0.2230797426252751,3.999830667802621,-0.31019099085083074
2.9138624660073296,3.415180383444327,-1.3410233649342138
2.5976737265958323,3.4103710150001048,0.35622369554466915
-0.31967121635730134,5.70179439465682,3.3869245397157366
0.22359554877468227,2.5278010263509687,-1.689604510357071
-0.5294394273660737,1.469796907227002,-1.7383229726505092
-1.4571558198556664,4.23613539757402,-0.4142168478519712
-0.605000712808731,4.324747057109697,-0.5187017261168966
-1.013717366440399,3.4534856561558005,-1.0364189096469127
0.9315730128742441,1.7507641375895031,-0.5518117703346048
-1.7567217824785826,5.037450070680099,-0.880014561553323
-1.7577283913566313,2.991231794412254,-0.0851819960497231
0.3139082114575536,5.131536427748795,1.334497000998243
0.07212950771386951,2.7660900138412985,-1.8918786889181272
0.5541165013240933,1.5650657863703068,-3.2192315974005083
0.21999668397176517,3.806114243525377,-1.70369909475914
0.05246679835624363,3.3744939835989536,-1.4087397272514124
-0.12500903031957764,2.926496002704418,-2.213190522438143
-0.38318732113598775,4.634018610212527,-0.3826355061872257
0.03278209287626079,2.8292403804810764,-1.5187880373921696
-1.6828697716158048,3.9232083635357218,-0.9904767408262958
0.09048978162787422,2.6453960105140424,-3.0155009847905325
0.4539655793086961,4.795856132471818,-1.035845194389926
-0.8658311156932432,2.5533276801653026,-2.0883244064464925
0.5909063227933546,4.2994680573743835,-1.192817324027692
0.7375155684670865,2.7854087271309798,-1.4549306995225173
-1.2516472141061394,2.7184237384846788,-2.2062272890592722
2.076980529053753,1.9290958928871687,-3.2261482521163027
-2.0501721010310225,5.131214925688795,-0.279348694716797
1.7286976444055924,2.1600446596138414,-3.3968663296828487
0.3156050035903405,4.062993618002444,-1.8811347138958276
-0.3162425923435822,4.100782493626107,-1.0340589692715025
0.43476607446661863,2.5648057443188836,-1.4206995518157448
0.22921137411506842,2.6726713107368405,-2.269828531913421
-0.005121866720071296,2.676073132166891,-0.599008081099258
-0.4070782363503251,3.581516846101502,-0.05343923219047264
0.01249411872768743,2.7495380074201625,-3.5540871951019186
-1.0967855784546396,5.650823061263428,0.47867368280646067
0.1627530651050056,3.6020813229269604,-1.6143898212977619
0.32866200228248105,4.397515079020157,-0.0018932433230014478
1.0638515327343585,4.439354847546284,1.7753535977717232
-0.7941362900254239,4.069509376774809,-0.5963075649928788
0.8638280136981883,3.7272861814627922,-0.4184433801801436
-0.11863832610988256,4.006176339528387,-0.3876140626876757
0.36544406436407834,3.633779241358073,-1.0901608318441312
0.18532564941538202,4.162336043830088,-2.8580787135077643
0.5211672557321126,2.8427124133295747,-2.49793898941601
-1.502503456040897,4.584511207183557,0.1548011528001495
1.3289605904369892,2.2631565086715777,-1.6677224202623693
-1.2256057637672482,2.567315172245898,-3.1905368109981276
-1.8314060842151236,4.7963603319958725,0.35915779608912085
-0.8333688059494058,3.9210356296212767,-1.5635754218964475
0.44607220148208054,3.7553124269185405,-2.912817986306726
0.21938250136385634,4.162433400920828,0.25711913105639006
0.895184981971686,2.645868667953134,-2.738734740262045
0.2959939896870995,4.51466282837502,-1.8209564987955953
-1.0356537528258116,3.664384166873237,-0.13295826063992144
0.7432541712034423,1.7251508476770716,-3.9896409694537494
1.1062887100598888,2.8031677909483417,-1.3239742944443518
-1.674682944704357,5.659811517848565,1.1724567812806943
0.17258791772211948,3.897929522307121,-2.4622763267363563
-0.3390330759005625,4.119467302152339,-1.4351321529727157
-0.23817374397466523,4.896826965597697,1.1361632980721863
0.8579758812571538,3.9325137093280826,0.6176396662546166
1.732311605409944,3.391476409512138,-1.716047002681381
-0.41535726017968533,3.547682528035603,-0.5222130472003846
1.9967308916917865,3.6903457284704486,-1.1584507192420521
0.4801434033916108,3.4235684713694163,-0.14281295677420647
-0.33925848388401536,2.629834403510892,-2.292964593121715
-1.589567493308969,2.969152217703351,-2.6446070048840604
0.9827395110230576,3.531538631991406,0.24449220418098072
-2.132046280731309,6.154376089321405,-0.607169655117274
1.743934526167792,3.424340528689629,-2.0107734234538324
-0.6782644401551767,4.3083655542873665,-2.019564862143132
0.8279881767970589,2.7632167538433317,-1.431322826987575
-0.14079088641638526,1.893118207232714,-3.251127705647856
1.9510125601262995,3.599286322836483,-1.2659378114143878
0.6653851089727862,2.207933261306628,-3.1481556383495386
-0.5944003521987352,3.8518819456550886,-0.5175874580253941
-1.2244690317205003,5.382247007909652,0.9876107499734199
-0.09728659841348947,3.868562200475112,-1.2663824893740232
-0.1310866506877266,4.786768331712231,-0.8414250989285482
-1.3748958083699818,4.362520618212849,-0.879711860490072
-1.172007192594816,5.085471555151257,0.20166226082159722
0.5807770953297967,4.186196589549223,-0.24385987179351265
-1.3766861475563088,6.469732628020517,1.4466592035641643
0.31200947155124387,4.942603010512206,0.8404910209453859
-0.2873833615491761,2.539436131501276,-1.654376109923891
0.3997742267234366,3.735713905407213,-0.05062258324869684
-0.49929559853915206,4.922349780480997,-2.2885223480590895
0.10788044434303304,3.7896685328678523,0.2557024427785324
-0.8633452647393817,1.860235930832036,-3.3101040425130734
0.6312882258385404,3.9950242685500132,-0.9690443158888356
-0.09848548450942361,3.8626726385892036,-0.8888217346876426
-0.5294927090638024,2.4344435999147906,-2.2465676837451993
-0.17951921328260065,3.387323111174923,-0.36516611783851793
-1.1958396455890397,4.591397997572028,-0.058206276815752994
-0.46940234020272387,2.5260418422193514,-3.6320678175794994
0.33757454879893356,4.621947999948519,-1.4605931333431597
-0.22385881688049952,3.5475471791279873,-1.2568889885763668
0.006339062362268442,2.1716365324361813,-2.979041070163014
-0.36824895678803055,3.6898310412997817,-0.10286972285744578
-0.8137727282478777,4.237639405422629,-0.037199482031632536
0.20230619183119358,2.956572379027513,-0.5577926608006138
