a,c,b,d,e,f,g,h
1,1,2,2.6795416665380416,-0.7285998352214968,1.8819455932147924,0.22743681852164,2.671037939663574
1,2,0,4.718991100962017,-5.404455764882716,1.1658330978067157,-2.7550546090375794,-0.6543669485340438
0,2,1,4.011378189891707,-2.784015949705948,0.6891110561914113,-0.4154501675960119,1.5132928043810048
1,1,0,3.6223701007270304,-3.617410777209885,-1.0948752640156,-0.6549390817500141,0.6026120759113807
0,0,1,2.988729574996554,-3.6524658199463653,1.3467690397417857,0.5346576907002027,1.3501459378988756
0,2,1,4.927768204931886,-5.673779734828926,-0.27494304457872687,0.7405272624119694,1.838838351659376
1,0,1,3.3826952252532703,-4.327722143252702,1.4060145672153785,0.4623674171353205,2.5121645431462447
1,1,0,4.557299235842772,-5.796581974869657,1.6493768409578178,-1.7077108270474743,0.45294087412585904
0,2,0,3.6272278364215764,-3.91369593769227,1.5656851747200478,-1.2383424573655195,1.0113501119857062
2,2,2,3.070293717653022,-3.019614031345774,2.1808942594470255,0.5852628310983905,2.079991280984652
2,1,1,4.482052288414177,-3.915133131180593,3.5221089508534758,-0.05144831872078448,2.7788150027166054
2,1,0,3.3191063729290624,-4.455564477186185,1.0169904721611418,-1.1854458744872756,2.1449368233406982
1,1,0,2.8869309191021975,-4.420191425509569,0.43833468079345916,-0.15193392973781528,-0.5048423343185731
2,0,0,2.8040233920686446,-6.081364071645269,-0.30591777861769165,-2.8787751272401993,-1.9287565179008344
2,2,0,3.6133553161145553,-7.823779866312396,-0.631986440076961,-1.8268965506512527,-1.295878874626824
2,0,0,4.95385032493269,-4.805558126754541,0.23360292480749123,-0.8752899967868392,0.484838381859309
0,0,1,3.4407425637521727,-4.36459861617954,0.5568400756306104,-0.7077945736751827,2.82459066538134
0,2,2,2.273942885154213,-2.1515482635703207,-0.24943538603855542,-0.23933646432497369,1.042883214365512
2,0,0,2.73079398142443,-5.754335108495119,0.12648600281915306,-1.5893352370714975,1.922387434143576
2,0,1,3.145931415561151,-4.98470477765054,0.5657609358520401,-0.5392117352260508,1.6982230961834786
