c,d,e,f,g,h,a,b
2,0,1,1,0,2,1.1468130083549577,0
0,2,0,1,2,2,0.38548306382822045,2
1,1,0,2,2,0,0.9732297314117335,1
0,2,1,2,2,1,1.7550565236004918,0
0,1,2,2,2,2,3.0493192454777556,1
2,1,1,0,2,0,6.766698812807393,0
1,2,2,1,0,0,3.7107771579122266,0
1,2,1,1,1,2,3.725329684562431,0
2,0,0,2,0,0,3.7379313073067877,1
1,0,2,1,1,0,4.62755335804208,0
2,0,1,1,0,0,4.635131367708816,0
2,2,2,1,0,0,6.0990110666461685,0
1,1,1,0,0,1,4.978917514760585,0
2,1,1,0,2,0,6.156301443635433,0
0,2,0,0,0,0,3.0310577539412162,0
2,1,2,0,2,1,7.973651710294806,0
1,2,2,0,2,1,5.274663064913871,0
0,1,0,1,0,0,0.42659136006064147,1
0,2,1,1,2,1,1.290437634226918,1
0,1,0,0,0,0,4.443758959114664,0
0,0,1,2,2,0,3.572891785600315,0
0,0,2,1,2,2,3.7131095654927733,1
0,2,1,0,2,1,2.439800677178207,2
1,1,0,1,0,0,2.9323135258102595,0
2,0,1,2,1,0,3.909071057454819,0
1,2,0,0,1,2,0.920286436092558,2
2,0,1,2,2,2,1.9574669790135766,0
1,0,0,0,0,0,4.571728686690318,0
2,0,0,0,0,2,4.374628344783579,0
2,0,0,0,1,1,4.72919841428611,0
2,2,1,1,2,2,3.09173419554996,0
2,2,0,1,1,0,3.307915470986454,0
2,1,2,2,1,0,4.981410239843511,0
1,0,2,0,1,1,6.962611118095323,0
0,2,0,0,0,0,2.4648043981771357,1
0,0,1,1,1,1,1.4999105440341378,1
2,2,0,0,2,1,2.8015076734491817,0
1,0,2,0,1,1,7.166776614521936,0
2,0,0,0,0,1,2.8444548659067648,0
2,2,1,1,0,0,3.168678779287285,0
0,0,1,0,1,1,5.142111064788036,0
2,1,2,1,2,2,4.604477632104112,0
0,1,1,1,1,2,2.1772440011262217,1
2,2,1,2,2,2,1.5731912468366225,0
1,1,0,0,1,1,4.714334455029459,0
1,2,0,1,2,2,1.40980423442226,2
1,0,0,1,2,2,2.9187110989510483,0
2,2,2,2,0,0,4.81832021715414,0
2,1,0,1,1,2,0.7035636849280471,1
2,0,1,0,2,0,5.780900183347951,0
1,0,0,0,0,1,3.2296688819101926,0
1,0,2,2,0,1,4.553458581010288,0
0,1,2,2,1,0,2.776291958709586,0
1,2,1,0,1,2,1.8269744596622888,2
2,1,0,0,2,0,5.845125524189215,0
1,2,0,2,0,0,1.54129704745513,1
2,1,2,1,1,1,3.883985008492652,0
1,2,0,0,0,1,0.9035351865352941,2
2,0,1,1,2,0,6.193469206080572,0
2,1,0,0,0,1,3.656053963761037,0
0,1,0,2,0,1,0.31093037782839544,0
1,0,1,1,0,2,2.7648478593485253,0
2,1,1,2,1,2,4.267140796310892,0
2,1,2,0,1,1,6.070097351426601,0
1,2,0,1,0,0,1.04995835580676,1
1,2,2,2,0,2,2.5600182172345045,2
2,1,0,2,2,1,2.246523139256544,2
1,2,1,2,0,1,2.171437189518631,1
1,2,2,2,2,1,1.5031322883923801,0
2,1,1,0,0,0,5.639221595548557,0
2,1,2,1,1,2,3.8354756140436215,0
2,1,2,1,1,0,5.150928032925305,0
1,0,2,0,0,2,5.288625226484913,0
0,1,0,2,1,1,0.401829245103628,1
0,1,1,2,0,2,0.12676549807462623,2
2,1,2,2,1,2,2.80889067434516,1
2,0,0,2,0,2,2.284951265013675,1
0,1,0,2,0,0,1.499675103334984,1
1,0,1,1,1,0,4.727938182340281,0
1,1,1,1,2,1,2.5214677346787147,1
1,2,0,1,2,0,0.19872625410062916,2
1,1,2,0,0,1,6.373885640089789,0
2,2,2,0,1,1,5.296145032415179,0
0,1,0,1,1,2,0.20366673199051855,1
2,0,2,2,1,1,5.094244224101066,0
2,0,2,0,2,1,5.721642804663091,0
0,1,2,1,1,0,4.6877384741568555,0
2,1,2,1,2,2,3.966745111910398,0
1,1,0,1,2,2,1.7202155849338574,2
0,2,2,2,2,1,1.5726139969369435,0
1,0,1,2,0,0,2.9899963990536893,1
2,0,2,2,2,0,7.01537692346785,0
1,0,2,2,2,2,7.244115761190157,0
2,1,0,0,0,1,1.5707598599652965,2
2,2,0,2,1,2,-1.742703949630907,1
1,1,1,1,0,2,4.011615108686945,0
1,1,0,0,0,0,3.5647417107129886,0
2,1,0,0,1,0,4.0372251071229135,0
2,2,1,2,1,0,3.7242237469469974,0
2,1,2,2,2,1,5.097038860642948,0
2,2,0,1,1,1,0.7760609875789752,2
0,0,2,2,0,2,1.6483835076484357,1
1,2,0,0,0,2,0.5905456720337856,2
2,0,0,0,1,2,2.5142955362067423,0
1,0,0,2,2,1,0.8451621194431422,0
0,1,1,2,0,0,2.099754385064781,1
2,2,1,2,0,1,1.8325539972584124,2
0,2,2,2,0,1,3.2075233607173157,0
2,2,1,2,1,2,1.7844525700110816,1
2,0,1,0,0,2,3.0427999607373186,0
2,1,0,0,1,0,4.766126376820471,0
2,1,0,1,2,1,0.8529613922545296,1
2,2,2,0,2,1,6.523897939506371,0
1,0,0,0,2,2,4.447794647276906,0
1,0,2,2,0,1,6.663704424757606,0
0,0,1,0,2,0,6.092914009128534,0
2,2,0,1,2,2,2.854409815919153,0
0,1,1,2,2,0,3.6302975171895357,1
2,2,2,0,0,1,6.424811472809241,0
1,1,1,2,2,0,4.115246648849186,0
0,1,1,2,2,2,0.41055637626268726,1
1,0,2,2,0,1,3.555316641654482,0
0,2,2,1,2,0,3.1859546703434214,0
2,1,0,2,1,1,0.8107079603432146,1
0,2,1,2,1,2,1.3677248260940156,2
2,2,0,1,0,1,4.150271315408471,0
1,2,1,1,0,2,2.5343820792289966,1
2,0,2,2,2,1,5.297022652539884,0
2,2,0,0,1,1,3.1593512568208673,2
2,2,2,1,1,2,5.130710326249884,0
1,1,1,1,0,1,2.49735958948344,1
1,0,1,2,1,1,2.2438982648753862,0
0,2,2,0,2,0,5.687193239511489,0
2,2,2,2,1,1,2.8309704515813,0
1,0,1,2,0,2,1.9767148987546872,0
1,2,0,1,2,1,1.9825080206964112,2
2,2,0,1,1,0,3.2653113121607147,0
1,2,2,2,2,0,4.869360609252805,0
0,2,0,2,0,1,-0.2369225459327035,1
2,2,2,2,1,0,4.910290384332953,0
0,2,1,1,1,1,2.159181258745992,0
2,2,0,1,0,0,2.389829757267654,0
2,0,2,0,2,2,5.148657612260757,0
1,2,2,2,0,2,3.167975040846425,0
1,2,0,0,0,1,3.623438016588782,1
1,0,1,2,0,1,2.804110957629715,0
0,2,2,2,1,0,5.349676287618284,0
2,2,1,2,2,0,3.372459452472925,0
0,2,1,2,2,0,3.632211478923484,0
1,2,0,1,0,2,2.5562368806814795,1
0,2,1,2,1,0,2.02521820969468,0
1,0,0,1,2,2,1.446060590377539,0
2,1,2,2,2,0,5.504357805631605,0
2,1,0,2,0,1,-0.07529536074056398,1
1,0,0,0,0,0,2.9736856534317946,1
2,1,1,2,1,2,3.0520342927238713,1
0,2,2,0,1,1,4.594320246019379,0
1,2,2,0,1,1,6.466650291367747,0
2,2,0,2,0,1,0.17463577891955606,2
1,0,2,1,1,2,2.8326473228027633,2
1,0,0,0,2,0,5.668040102941713,0
0,1,1,0,1,2,3.5985866569249856,0
1,1,0,2,0,2,-0.4261026224123813,0
0,1,2,1,2,1,4.230970326191856,0
2,1,2,2,0,1,4.853266255556974,0
0,0,1,2,1,0,3.9731510508971417,0
0,2,2,0,0,1,4.492982202090565,0
0,1,0,1,1,1,0.7925381757099704,0
0,2,0,2,0,1,-0.9568414284941733,1
2,2,1,0,1,0,5.55776744108308,0
1,2,0,2,1,0,2.474079948870858,0
0,2,2,0,2,1,3.989804983464367,0
2,1,0,0,1,2,3.0439442876651093,0
0,2,0,0,1,2,0.707144744860998,0
0,0,0,2,1,0,1.8852917604252624,0
1,0,0,0,2,1,5.324491587734654,0
0,2,0,0,2,0,2.596123227921025,1
1,0,2,1,1,1,4.581187331121231,0
0,2,1,0,0,2,2.927385409422155,1
0,2,2,1,1,2,2.1011632050173965,1
2,0,2,1,0,2,5.441261860271465,0
0,1,2,2,1,0,2.7776222200505694,0
1,2,1,1,2,0,3.2359425700869227,0
2,0,2,1,0,2,5.280511991221503,0
2,0,1,1,1,0,5.849938992365267,0
1,1,0,0,0,1,4.311645712441551,0
2,0,1,0,0,2,4.6626622685727535,0
2,1,0,2,1,1,1.8312748688566691,1
2,2,2,2,0,0,6.12432798652767,0
0,1,2,1,1,2,3.565549780230946,0
0,1,2,2,0,2,4.072914797597221,0
2,0,2,2,0,2,3.552373736944023,0
2,0,2,2,1,2,3.0585780004634957,1
0,1,0,1,2,0,1.781435950876903,2
