c,d,e,f,g,h,i,j,a,b
2,2,0,0,2,1,2,2,-5.170792556853371,0
2,0,1,1,1,1,2,0,1.3613240818410666,1
1,1,1,1,2,2,2,0,-0.12165209045326075,2
2,1,2,1,2,2,2,2,-5.081056413746734,1
0,2,2,0,0,0,1,1,-8.016370684637035,2
1,0,2,0,1,2,2,1,-3.087659259374689,1
1,1,1,2,0,1,1,0,-2.6394550555738983,1
2,0,2,2,1,0,2,2,-6.86258381794916,2
1,0,2,2,0,1,0,2,-7.801414590272114,0
0,0,0,1,1,1,0,0,-2.3985094769466975,1
1,1,0,1,0,2,0,0,0.6975822468284467,1
1,2,2,1,2,1,2,1,-7.12209912389012,1
0,0,2,0,1,2,0,0,-2.5580475198075256,1
0,1,0,1,2,0,1,0,-6.804380409120556,1
2,1,0,1,1,0,2,1,-3.727023979634075,1
1,0,2,0,0,2,0,2,-3.453303619572087,1
1,2,0,2,0,0,1,0,-4.015400318375222,1
1,0,2,1,1,1,1,2,-6.4663126266948305,1
2,0,2,2,0,0,1,1,-8.236814814997523,1
1,2,1,1,1,0,2,2,-8.564457602574645,1
2,1,2,2,2,1,0,1,-9.128462475284396,1
1,2,2,0,2,1,0,2,-10.471413835962004,1
0,1,0,0,0,2,1,1,-0.8900878629579673,1
0,0,0,0,2,2,0,2,-5.191585536668997,1
1,1,1,2,2,0,2,0,-4.296040487220737,1
2,1,1,0,2,1,0,1,-5.091681816844105,1
1,1,0,1,2,2,0,0,-1.5000279804192387,1
0,1,0,0,2,0,1,1,-7.676196243171604,1
1,1,0,1,2,2,2,2,-4.257274722187797,1
1,2,1,1,2,0,0,0,-8.52647350531577,1
0,2,0,0,0,1,2,1,-2.932189355691273,1
0,0,2,0,2,0,2,1,-7.447782340197012,1
2,0,2,0,2,2,1,1,-4.795858499890274,1
1,1,2,2,1,1,2,1,-3.3143087803275995,1
2,0,1,2,2,1,0,1,-3.696448157653407,1
0,2,0,1,0,1,0,0,-4.591346935832435,1
2,1,0,0,1,0,0,2,-7.626694467260005,1
2,1,2,1,1,1,2,0,-4.116589108367622,1
2,2,0,2,0,0,1,0,-4.883650301304827,1
1,1,2,2,1,2,0,0,-4.493656239998689,1
1,2,0,1,1,2,2,0,-1.7020773110434366,1
2,2,1,0,0,0,2,2,-5.620000041988015,1
0,1,0,0,2,0,1,2,-8.500252816770315,1
2,1,0,2,1,2,0,1,-4.16702906359374,1
2,0,1,2,2,0,2,1,-4.680854605658253,1
2,0,2,1,1,2,1,0,0.8226023482643319,1
1,1,2,2,2,0,0,2,-12.68526689066912,1
0,2,1,2,1,1,2,0,-3.4286971574409897,0
1,2,0,2,2,1,0,2,-8.838317864109316,1
2,1,2,1,1,0,0,2,-10.084066784816974,1
2,1,0,2,0,2,1,1,-2.1776155191012463,1
0,1,0,2,1,0,1,0,-3.8952547867262868,1
1,0,2,1,2,1,0,1,-6.219866755299867,1
2,1,1,2,1,2,1,0,-1.8233099462897413,0
2,2,0,0,0,1,0,1,-3.1344781243364435,1
2,0,1,2,1,0,2,0,-4.341456541873897,1
0,2,2,0,0,0,2,2,-9.197658383624695,1
0,2,0,2,0,1,1,1,-4.823542732721082,1
0,0,2,2,2,2,0,0,-4.0338957614737705,1
2,2,2,1,0,2,2,2,-5.069047175961036,1
2,0,2,2,2,1,0,2,-8.94937796799347,1
0,0,2,0,0,1,0,2,-7.7070124628898675,1
0,0,1,2,2,0,1,0,-5.650168473927561,1
0,1,2,2,1,0,1,2,-9.635727521622197,1
2,2,0,0,2,1,1,0,-2.624964954974521,0
0,2,0,2,0,2,1,2,-3.7812812737140487,2
1,1,0,2,0,2,2,1,-1.0780126574708817,1
0,0,2,1,0,2,2,1,-1.725261121930904,1
0,0,0,2,0,0,1,2,-5.044881514028249,1
2,0,1,1,2,0,2,1,-5.484938461550606,1
1,0,1,2,2,0,0,2,-10.139065615681936,1
0,1,1,2,1,1,2,1,-4.130589940651697,1
1,1,0,0,0,2,1,2,-2.9746827641383162,1
2,1,0,2,2,2,1,1,-0.6726993669321177,1
2,1,1,1,2,1,1,1,-3.632234071269856,1
0,0,2,2,1,0,1,2,-9.174010363228756,1
1,1,0,1,0,1,2,0,0.26748175272740987,1
0,0,2,0,1,2,1,1,-3.2772359638973287,1
2,0,2,1,0,2,0,1,-3.5278758474170044,1
0,0,1,2,2,2,2,2,-3.2082179132158473,1
2,2,1,0,0,2,0,2,-5.467903896570242,1
0,2,0,2,1,2,2,2,-5.54324827289252,1
2,1,2,2,2,1,2,0,-2.086733664575103,1
1,2,2,2,2,0,2,1,-9.475764172179293,1
2,2,2,0,1,0,2,2,-10.746402790394841,1
1,1,1,0,2,2,1,1,-5.756584849888354,0
1,2,1,1,0,2,0,2,-7.099038357306987,1
2,0,1,0,0,2,1,2,-0.7653526499379375,2
0,1,1,1,1,1,2,2,-4.225580435334299,1
2,2,0,1,1,2,2,2,-3.5483170113843645,1
2,1,0,0,0,1,2,1,-1.939668204103146,1
2,1,0,0,0,2,2,1,1.4223834925185703,1
2,0,2,0,2,1,0,0,-4.075431617037689,1
1,0,2,0,0,1,0,2,-6.564437349427755,1
0,0,2,0,1,1,1,2,-5.530614886970257,0
2,1,0,2,1,2,0,1,-3.116311575687376,1
0,1,1,0,1,2,0,0,-3.7086653996248877,1
0,0,2,1,1,1,2,2,-6.330497394842268,1
2,2,2,2,0,0,1,2,-9.296514157465868,1
1,2,2,0,1,2,0,1,-6.462872314950927,1
0,1,2,0,0,1,1,0,-5.2743558299991795,1
0,2,2,2,2,1,1,1,-8.646897609643732,1
2,1,0,2,0,1,2,1,-1.3190100562125837,1
0,1,0,1,1,1,1,0,-2.682411546922645,1
2,1,1,1,0,0,1,1,-6.707754818682898,1
1,2,2,0,1,2,1,0,-3.0564492350916925,1
0,2,2,1,2,0,2,1,-9.175021029129617,1
0,2,1,1,2,2,2,1,-3.2561502257734585,1
2,1,0,0,0,1,1,1,-2.026574462851272,1
2,1,0,2,1,1,0,0,-2.5621763689184944,1
2,0,2,0,2,2,0,1,-4.478816418062971,1
0,0,2,0,1,2,2,0,0.5520526233644542,1
2,1,1,2,1,2,0,2,-4.784638941710619,1
0,0,2,2,1,0,0,2,-11.979646023092487,1
2,0,1,2,2,2,1,1,-1.3479804565175604,1
1,2,2,0,0,2,0,2,-7.917160392456451,1
0,2,0,0,1,2,0,1,-4.992797866297909,1
1,2,0,1,2,1,2,2,-4.827194592398062,1
2,2,1,1,0,0,1,2,-9.295083293432358,1
1,2,0,2,1,1,0,1,-8.998955740013226,1
1,0,0,2,2,1,0,1,-4.0780135005585,1
1,1,2,2,0,2,2,1,-2.8447889061881635,1
1,1,2,1,0,1,1,1,-4.329440877243202,1
2,1,1,2,1,0,1,1,-7.227073018772507,2
2,1,1,0,0,2,0,0,0.4898664853968515,1
2,1,0,2,1,0,2,2,-4.950401966467281,1
2,1,1,0,0,0,0,0,-3.2075803912062177,1
2,1,1,0,2,2,1,1,-3.1026185959594073,1
0,2,2,1,1,1,1,2,-8.582148555887457,0
0,2,0,0,2,1,2,2,-8.800250216935094,0
1,1,1,2,2,0,1,2,-11.726214030298124,1
0,2,2,0,0,1,2,0,-3.244187997457684,0
0,2,2,0,2,1,0,2,-11.836762491653612,1
1,2,1,2,2,0,2,2,-9.46229175476145,1
0,2,2,2,0,0,2,0,-6.77059357164311,1
1,1,0,0,1,1,0,2,-7.292544435698464,1
1,1,1,0,2,2,0,1,-5.092001365071231,1
0,2,2,2,1,2,2,2,-6.144657703509751,1
2,0,2,1,1,2,1,2,-2.942318083316607,1
2,0,0,1,0,0,2,2,-4.808301811459562,1
0,2,2,1,1,0,1,0,-7.738742267712949,1
1,1,2,0,1,0,1,0,-6.936691278563515,1
0,2,2,2,1,2,0,2,-9.882780579888202,1
0,1,0,0,2,2,2,2,-2.1611565334732057,1
2,0,2,2,2,2,1,1,-2.9173533662999787,1
0,2,2,1,1,2,0,2,-12.46576919419226,1
0,2,2,2,1,2,1,0,-4.5197702094809,1
2,2,0,0,2,1,1,1,-6.181125420339772,1
0,0,0,1,1,0,2,1,-4.274588801314227,1
1,2,0,2,0,0,0,2,-9.40874081767989,1
2,2,2,2,1,0,1,0,-6.66517985910805,1
2,2,0,0,2,1,0,2,-8.32609704491672,1
2,2,2,2,1,0,0,2,-13.09461726227458,1
0,0,1,0,2,2,0,2,-6.4267993227465725,1
2,2,2,0,0,2,0,0,-3.758960410658785,1
2,0,1,0,1,2,0,2,-3.8812589185608726,1
0,1,1,2,0,1,2,0,-1.7705527311951774,0
1,2,2,2,0,2,2,1,-4.176390624814514,1
0,2,1,2,1,0,2,0,-5.752858795139519,1
1,0,0,2,1,0,2,0,-3.4182628962024606,1
1,1,0,1,0,0,1,0,-3.123554753511844,1
2,0,1,0,2,0,2,2,-5.111721731343529,1
0,0,1,2,1,0,1,2,-8.319139847016086,0
0,0,2,2,1,2,0,1,-4.079302087382515,1
2,2,1,1,2,1,1,2,-8.965576261799646,1
0,0,2,0,0,0,1,1,-7.1907775716984865,2
1,2,0,1,2,0,1,1,-9.596935831893779,1
2,0,2,0,1,2,1,0,-2.075356924045166,1
0,2,2,0,0,0,0,0,-8.428917855580634,1
1,2,0,2,1,1,1,1,-6.344679825963729,1
0,0,0,1,0,0,0,0,-3.85378485964484,1
2,0,0,0,0,2,2,2,1.9445800107696654,1
2,0,0,2,0,2,2,0,2.456333379146325,1
1,1,2,0,0,0,1,0,-5.339200669902185,2
1,1,0,2,0,2,2,1,0.46395408515244124,2
0,0,2,1,0,0,0,0,-6.630059804182979,1
0,2,2,1,1,2,0,2,-8.92159724193751,1
0,0,0,0,1,2,0,2,-4.092054716837101,1
2,0,0,2,1,2,0,1,-1.5484027657246835,1
0,1,0,0,0,1,2,0,-0.7245621385699521,0
2,1,0,1,0,0,1,1,-4.489243246442423,0
0,1,2,2,1,1,2,1,-6.510793166218067,1
2,2,2,1,1,2,0,2,-7.577938442397443,2
0,1,0,1,1,2,0,0,-1.2471561268365203,1
0,0,1,1,1,0,1,0,-3.8260592801031494,1
1,0,0,2,0,0,0,0,-3.1178095114789874,1
2,2,0,1,0,2,1,1,-1.362448958301332,1
2,2,1,1,2,1,2,1,-5.473598688273928,1
1,0,2,0,1,0,1,2,-8.488918859991596,1
2,0,2,2,1,2,0,1,-3.223627318489594,2
2,1,0,0,1,2,0,2,-3.9847918224600227,1
0,0,0,0,0,1,2,1,-1.3250578626155345,1
2,1,2,0,2,1,0,0,-3.7032606912969976,0
2,0,1,1,2,0,2,1,-3.7078570272216314,0
1,2,1,0,1,2,2,2,-6.000522778217534,1
1,1,2,1,2,0,0,1,-11.32627038248912,1
2,2,1,0,2,1,2,2,-7.41231309984002,1
2,1,2,2,1,2,1,1,-2.831737994001688,1
2,1,0,2,2,2,0,0,-2.2015772497501422,1
