d,e,f,g,h,a,c,b
1,2,1,2,0,4.1953643240704706,2,-3.200126994954518
2,1,0,0,2,0.16776873263871916,0,-1.4464610710516035
0,0,0,2,1,1.5483256452751044,2,-6.2980148123587165
0,0,1,0,2,-0.8614504358326607,1,-2.365923127726102
2,0,2,0,1,-2.7368003406389882,0,-3.4538069710202017
0,1,2,2,0,1.9986167514983926,0,-3.051900286347892
2,2,1,1,2,-0.9335900141787515,0,-2.152227548827157
0,0,1,1,1,0.6713014949919055,2,-6.480208821832631
2,0,0,0,1,-2.0544699838394878,2,-4.459712654438636
0,1,0,2,2,0.07042477625952404,1,-3.0502803194725683
2,2,2,0,2,-2.3361060711458634,0,-1.0930081299510137
1,2,0,2,1,4.923186776190678,2,-5.035911266863942
0,2,1,1,0,6.771400383181716,2,-5.703515790805198
1,0,0,2,1,0.21129388566402196,0,-2.585463306696193
1,0,1,2,2,-3.0846095690298907,0,-4.6445931417125355
2,2,0,1,0,4.815145658820391,2,-2.3801178254570017
2,1,0,0,1,-0.574165695793299,0,-2.7647571128441024
0,0,1,1,1,0.7525255899187477,2,-5.095605238124066
1,1,1,1,0,3.668495716327051,0,-1.982715533253777
2,1,2,1,0,0.39436377208919793,2,-5.207553956983761
2,1,0,2,0,2.042353723021662,1,-2.816514521280328
2,2,2,1,0,0.9524141260626419,0,-1.9604266159632802
1,2,1,0,0,4.704916618508019,0,-1.7058013227155886
1,2,0,2,2,0.8802041535032636,1,-3.436521863712915
1,0,0,2,2,-2.1185875570118213,2,-4.275254126675587
0,0,1,1,2,-0.7219935422454632,0,-2.218366224520863
1,2,2,0,0,4.098706590296058,2,-4.756277308016511
0,2,2,2,1,2.8262323564416305,2,-4.04527429434996
2,2,2,2,0,1.1458456592897257,2,-7.077443800790155
0,1,0,2,0,2.333158267698176,1,-3.513828060554838
0,1,2,2,1,-0.34586040025777764,2,-5.307990230276554
2,0,0,2,1,-2.8301775050375833,1,-2.768074364881093
1,0,1,1,1,-2.706525271741243,1,-5.690191593986592
0,0,0,0,1,0.36612338451376214,2,-5.670720976083955
0,1,1,1,0,4.84671797628564,2,-6.184502916630057
2,2,0,2,0,3.4195534821089755,2,-5.354085336515127
2,1,2,1,1,-2.222868605385907,1,-5.9216827409696435
1,1,1,2,2,-1.9128095645130643,1,-5.205586084894287
0,0,2,2,1,-1.7450252661925771,0,-2.9114296824772268
0,2,2,1,0,3.7904158362571194,2,-3.041386880940257
2,2,1,2,2,-1.6653644336020075,2,-5.436942436636606
2,2,0,2,0,2.5206854147133413,2,-5.2920867805836
2,2,2,2,1,0.31328096286673857,2,-4.342722371935082
0,2,1,2,1,4.657921734048046,2,-3.0322707822903547
2,2,2,1,1,0.011140970518395021,2,-5.9990604957376625
0,0,0,2,2,0.08872189355658644,2,-6.3248754025392255
2,0,2,1,0,-1.3432914613354319,2,-5.340845456208714
0,2,1,0,2,2.4906532063138402,2,-5.565618258279214
0,0,0,2,1,1.0256484638484373,2,-5.544269703595355
2,1,1,1,2,-1.495865828895853,2,-3.7536340833221074
0,2,0,0,0,7.991069308394931,1,-2.6447392604368383
0,1,0,0,2,3.972516689344511,2,-5.574718608372525
0,0,1,1,2,-2.0186998519397354,2,-6.883750134521365
0,2,2,0,1,3.657663317434515,2,-3.112014673736228
0,0,0,1,0,4.3334182394259635,0,0.43682305859363546
2,1,1,0,1,0.010349543319212284,2,-3.037132889984913
2,1,2,2,2,-2.4977716669022234,2,-3.1882454634798014
2,1,0,2,1,-0.592218117279782,1,-2.427001651056321
2,1,1,0,0,1.4862072605805852,0,-3.713335230629997
2,2,0,0,2,2.6189008460251912,2,-4.482508342054741
0,0,2,1,1,-0.3460594206207471,2,-5.294489187166515
2,0,2,2,0,-1.453737323498702,0,-2.0575123744020223
0,0,1,0,0,0.4147567196925728,2,-4.212312861568141
0,0,2,2,0,-0.9497361102045772,0,-1.8986324981083353
0,0,1,1,2,-3.000726135285728,1,-4.3475885830550025
2,0,2,0,2,-5.878705964643116,2,-5.012155517207035
1,1,2,2,0,-0.05167175075327157,0,-1.4432438062900856
2,0,2,1,0,-3.0717938905059343,2,-3.382697578171262
0,0,1,1,1,0.019360316677519862,0,-0.5867452189234816
1,0,0,2,2,-1.083586096825063,1,-3.756531012666433
2,1,2,0,0,-0.11144621400255378,2,-4.041803504833409
2,0,1,1,2,-4.730331989192125,2,-6.90765378251269
1,1,2,1,2,-2.4027470084237956,1,-2.666569456036119
1,0,1,2,0,1.5720795931259477,0,-0.8700344436495243
2,0,0,1,1,-2.485369128607863,2,-6.101384448423639
0,0,2,1,0,0.8648964510973827,2,-3.9378266418395493
1,2,1,2,0,5.1240107085538265,2,-2.00310097727016
2,1,0,0,1,1.9909447647423857,2,-6.037911242411177
0,1,2,0,0,3.1856659449252764,2,-5.079404114475227
0,0,2,2,1,-2.8113427483454934,2,-3.769834640996951
1,2,2,1,2,-0.2832357633563566,1,-2.565751232245675
1,2,2,1,1,1.28036487847266,1,-2.9317531127036354
2,0,2,0,2,-3.853178439724523,2,-5.329298509504715
1,1,0,0,1,3.122835541885196,0,0.8645004654230832
0,2,2,2,0,3.3476508776069496,1,-1.542722899298765
2,2,0,1,0,2.691400037898812,2,-4.0969107517655505
1,0,2,0,0,-0.06850088937164675,2,-4.516213266299138
2,2,0,2,1,3.2345994884046525,2,-6.276543504996011
2,1,2,0,1,-0.08135676446059348,0,-1.3372881295839512
2,0,0,0,0,0.7599867906512192,2,-5.966665913460277
1,0,2,2,2,-5.136461974615012,0,-2.7882178274660436
2,1,1,0,2,-1.1439249623838497,2,-3.992914085428376
2,1,1,0,1,-0.8624343586003864,2,-5.744283910238222
1,2,1,1,2,1.3141553559312729,2,-5.834739024682085
2,0,1,1,0,-1.0756062121970702,0,-3.959480691242307
2,0,2,1,2,-5.34527572304349,2,-5.229339727674572
1,0,1,1,1,-1.5171504438324972,0,-2.4910381799039873
0,2,0,1,1,5.764035280075541,2,-3.5045967096588053
2,0,1,0,1,-1.9097158384459578,0,-1.8520589281272046
2,2,1,1,0,3.0895028908193103,0,0.7027773447971455
1,2,1,2,2,0.24222074980566285,1,-3.476097090269211
0,2,2,2,1,3.1112312997267306,0,-3.2070118952854965
0,1,1,2,1,0.0871042795894299,1,-4.963456792184548
0,2,2,1,2,-0.003527197015683159,0,-2.7451034508221808
2,0,1,0,0,1.423265556154167,0,-2.2201787383248486
0,2,0,2,2,4.774989498332256,2,-3.942191706848199
2,1,0,2,2,-1.5852026437141478,0,-3.366200522594552
2,2,0,2,2,0.36920670907220454,2,-5.281659343776468
0,2,2,2,0,2.919769467676831,2,-3.9979617173992676
1,1,0,1,1,3.3811662677399688,0,-2.9012202988514417
2,1,1,2,0,0.1724754596487345,1,-4.664125190310029
0,0,2,0,0,0.48961341938346914,1,-5.636603135327224
1,2,0,1,1,5.817174506423952,2,-4.155038689583691
1,0,1,1,2,-2.1806691404144996,2,-5.287455690887588
2,0,1,2,0,-1.2617772428852418,2,-4.207753753066012
1,0,2,2,1,-2.083891161293854,2,-5.553063625359159
2,1,0,2,1,-0.32920891660954044,2,-4.913682892805314
2,0,0,1,2,-3.026240968316372,2,-6.475422353756706
2,0,1,1,0,-0.8467833187387505,1,-2.923146183840489
2,0,0,2,1,-2.4223988985093574,2,-6.244707591611675
1,0,1,2,0,2.933417462701018,0,-1.271864612073228
