a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
1.902096938425349,3.895525650511048,-5.007717261799023,7.73628003131061,3.9017912570041324,23.3484629383224,-9.472450057803556,5.665431947924137,-26.350745513912816,34.797276066207495,-19.366725693898754,6.236690693689983,-19.241340762260045,-24.47846207642628,5.7101091540349875
6.8466454718751715,5.595847043901114,-10.789885905272909,17.889005882305156,1.260056416075666,39.0362262892872,-1.6153088478768978,10.458680977373039,-6.668228751871174,25.961369846249042,-5.913599732778873,30.448136435391604,-5.784976155395954,-8.488612050538867,10.60252592890645
3.1986778915522645,3.510771342923802,-5.994802255068144,9.001016557402313,0.937298866938167,24.880024602139862,-7.745834697223386,2.931588040592896,-23.438182546529482,30.066068637431687,-7.372534955338843,9.765220212842495,-19.162774447266226,-25.487283171996356,6.758372223613472
1.8257079033849397,1.5887026470615133,-2.0769244365909145,2.6115642174005624,1.6149052309775782,7.799356762889537,-11.215120967001639,-1.7759117688674169,-17.828479315019877,20.43760681119579,-19.017111276855918,-15.859464903802621,-2.0693337053529226,-35.15220177476134,4.512171128587966
2.1139645668640568,2.863190427991449,-3.8394833509650477,3.5675009785301715,5.168067073845935,14.960273184607374,-12.416073251578327,5.095531095946617,-22.513414673018804,27.56476490101394,-27.913006585559856,-2.7346652865417616,-13.589296322271698,-21.283260031121838,13.220726507067173
1.2385869736174322,1.2971377544206948,0.26697526947081673,-2.006115690659576,0.6194672777248524,-5.055993022867173,8.698987272894225,4.719239620255187,30.305578216883397,-20.071570519292443,14.006255631127905,28.28772524517614,9.316585746683655,49.464744627070345,-28.3427441036896
1.770672975207605,2.2345151332578728,-2.808926568831829,3.1539730310296648,2.818963077505372,10.487970018042022,-11.45138975210649,2.876672993322283,-25.44735971998355,25.301839150302364,-22.79193680893685,-12.146180435000222,-4.115268856383121,-22.436396137892544,7.681887307309587
2.4379857508474725,4.950160631051522,-8.95528266791205,14.91449072145356,9.226184911618589,40.12113919447607,-5.377243752332258,17.508809679850952,-11.772227296449836,29.476642246678686,-18.28413021479784,24.782048973696405,-16.762656930875018,-10.974889237105636,21.405671110897387
4.91332425622666,5.373604459806281,-8.884782806276002,16.11511831674493,6.424882068026678,40.17404873706887,-5.024554114328574,14.23405219531948,-10.932959840944346,28.72763453758059,-17.380180628065897,24.52981052328757,-14.49742574435258,-16.438108574703026,21.35591514189553
8.544398438559167,9.588190755749382,-17.591374313548506,20.205617879394236,-1.265893865505257,42.80522584414937,0.7030330716989004,11.13988639067677,0.8962493843716599,34.314403844709645,1.0558167448963403,38.1990996582612,-2.2423884373858867,3.2049449200370828,-0.7539464068680384
1.3143042379784242,1.7120349080541892,-1.2419348268601458,0.7840636108764946,1.9908480733197518,2.3337394623718595,-0.18549571706389512,2.6918134728252205,4.995618463705216,7.771390977638478,-5.008556834098814,-7.323763551504612,12.043423510547361,0.0608006334709319,-20.755410853104213
3.834911233020035,4.540624520976869,-7.090323651821488,13.44700664109793,4.719127593245851,33.4124563985618,-6.2433666643677,8.930152236964812,-21.496075859502813,31.832127489013207,-13.815443685559158,20.180104094934542,-18.713250187990806,-17.60369468198702,15.031533702851235
1.6151256374537377,2.251142317889809,-3.2330465186806525,2.270359271037588,2.674666236649302,9.259326483571758,-14.14501115318127,0.8280624078077874,-19.739829431550636,24.04386277561397,-22.430194088390035,-13.802251595007066,-4.63248237494589,-28.223863919464733,7.965406564360038
4.029076204829247,5.107400270802406,-9.83984584223766,17.81693906746221,8.469327823995686,42.06594344161006,-3.5186222773987375,18.14169315907642,-7.938793035141609,24.092240815298386,-14.140697946894997,23.858824074894553,-14.446268342293843,-8.562374085181188,26.114676123109785
2.7956817704213632,4.59098930596854,-8.408646757261002,14.149002494429508,5.738008440821001,36.52854126684626,-5.856087771912089,11.654730125426038,-18.835689887383033,32.561647787855385,-15.688149267031532,23.778220119254307,-18.066632300108346,-13.089697405861415,18.47089065374072
1.0026015131912154,3.279995510794545,-6.192017862444951,11.174460772757186,5.879691464109145,30.642472856157738,-8.244244322180803,9.564104340345107,-30.347441784697192,36.031326219214435,-17.71988223358307,18.66317878494965,-20.550499502730737,-13.934257467365947,11.041400977423233
5.297249867478724,6.236869949387891,-11.142293649837745,17.8859102326672,5.190506061098111,40.306595533766185,-4.535924482918604,13.218358630765223,-6.945794878075646,30.233934551989133,-13.517390590332997,20.33037611689648,-14.81287340292995,-14.069304804287167,15.830326411866094
2.100488784693694,3.320035670729296,-5.117092770754113,9.699401915474759,1.4506424390084671,22.192680963074036,-7.931941322324929,3.380679023208375,-28.047054391072358,32.18512439988374,-9.530438399735718,6.734545947036047,-19.719737031151045,-28.230043765274537,7.33741076801034
2.192547313420589,1.6716828042350218,-2.590108773991315,2.646621538460167,1.292908946385138,6.618075072798492,-8.859395783113218,-0.8202448993044189,-15.317295885124052,16.361684453420278,-16.501583592567187,-13.87178980914992,1.8894582383112797,-32.33263576203774,1.9090919477461703
1.5869146707112058,2.129037928295585,-5.691174385591402,7.470943077832432,6.258318686919553,25.69673798775545,-10.740318258604518,6.787383771664843,-26.95851568518929,29.248669985226787,-23.36569635976048,6.173668962983494,-17.18430710783565,-20.136600812656425,11.124126441909553
2.038957340331731,3.60924680521532,-6.770098530848026,10.667995516116418,6.243632440667072,31.519380124992722,-8.238116687902359,9.064904809022485,-27.977888307556373,34.74798293114795,-19.007868533566732,18.107984718232228,-20.236614202169868,-16.729690341510587,11.630919488939371
3.9168952189400894,5.412863857357243,-8.289179607126986,14.544359736422491,4.452587064138223,35.36196894712636,-3.0976166660957363,14.677734462052348,-13.97408513363714,25.862536898122254,-9.974307017991036,28.123691451142598,-14.349859410150124,-11.828613420927018,20.022119398042822
2.699293995578088,3.540903728373138,-6.3107643776474776,9.319913557772198,3.957422357133692,30.396213990881904,-6.1792468628252655,8.342721721525445,-23.608911872988205,30.108472569031672,-14.586412524810298,15.360032527255921,-18.63377165179017,-17.188966108268055,9.801217191875097
3.689297764327908,5.20569172389586,-8.598522846440158,15.902649920067962,6.141585412319536,38.76702867438424,-5.28120177524202,12.543761322447162,-16.96360593658411,28.968922657583118,-16.670281328341606,23.366464586823728,-16.957238905095373,-15.79908263851544,18.334964618653512
3.7640719988505293,4.884838707844349,-9.80955658243445,16.791464403395985,6.889278246323248,39.27657048390041,-4.400564894968375,13.375034501183537,-11.305218539616002,25.821403159686785,-12.635638677135516,27.167291369794825,-13.647017408344345,-12.346570575155283,24.061814698777347
6.7119940057022225,8.542300263961543,-14.544603766962522,18.23404351023909,3.099716713785293,43.13334974253841,-1.8116575986192727,15.574085615240438,-1.6031902687088688,33.126385477430595,-6.8963650060410915,21.224810636970147,-12.179012674969007,-9.705235896438127,9.901796291615087
2.4604901131273307,3.3798492700844416,-5.41674220996125,8.392758106128344,3.9718903202299503,25.66205800653946,-8.395823164166284,7.267205586234339,-26.814476923315024,32.26853298325475,-17.6121066394003,11.513032442195472,-22.076325843922323,-20.595435276817128,4.322702135354793
1.241338831161229,1.5156405155901942,-1.231938683640763,-1.9935583887285708,6.316201554489135,2.9169392422390334,-6.028211990953694,4.179418729233993,1.572727038629137,11.619702967877458,-27.89520980033778,-24.608084140524213,8.277480582094569,-10.13337925413433,-22.193503218310372
5.7603579604181965,6.72619921735122,-10.090925268184707,18.771415173248613,4.178422620130539,42.8053676029814,-3.1484914304347447,14.66817936120874,-5.798786213609532,31.384768473217537,-11.1715960524534,22.912332421154492,-12.786660301765686,-12.680254201643018,15.779538848740883
2.4773178938413327,0.1767235179885569,1.907031853028365,-7.30636291064826,-0.7058902899880193,-16.008088316352485,15.830556248157441,-3.9376635438303964,55.74844302924409,-42.33041096050226,18.828063672371822,10.18666739275535,14.885814804550456,29.37823316619812,-29.86312798673483
5.9273504836896755,6.940236220074725,-13.163903409784501,18.769961940650457,4.988635313609228,43.065727753721674,-3.460259989883555,14.202580017304664,-3.4412320617311742,32.040469216182565,-9.856668272388307,19.443282771832774,-15.40134275048754,-12.817549407914976,14.22235818871062
3.813109572020873,0.7946967468060895,-1.7906839683648603,3.2022224790500906,-0.5210295966663572,8.17982030866662,-12.466730854279186,-4.78867493747463,-18.27310652169978,17.46800765586416,-14.174400129706637,-21.131118976260172,0.2527240159213293,-40.8372367962425,0.293466401748747
2.7955959585042507,1.7021325510988325,-2.752690131611038,3.1968258329091985,0.8862333751553023,8.500719691529385,-13.067395449529293,-2.5862281901578257,-19.06205315834619,21.251752119138484,-16.078024677486656,-21.148912379998958,-1.5888262408480043,-34.43148784002924,2.315973115542197
3.734338036779951,4.816106637720935,-7.776315573898102,14.348990959556842,3.7705600775512593,34.72842194831645,-5.002991502369865,12.256701062929315,-19.674423343381477,29.34514636958677,-13.663862317823575,24.843856339305656,-16.585035582992134,-12.72053828315198,13.789772581131244
9.817615108435184,10.92514444570198,-19.81774172437189,19.891653178597796,-2.115354162506865,43.12524472667096,2.263251759191311,13.27443513483408,5.473659115843359,34.39705659202734,5.018527100490113,37.034283750177515,4.3065619303239675,13.864158468142621,-12.299014894203635
10.592783849128288,9.467571219860071,-19.232845204155794,20.8590382177113,-3.482018426267496,39.17289546273133,1.0978802514982655,9.407019632565154,3.002108618451418,32.258576827838105,2.5657519676361646,35.50421158560847,2.6768023857032808,4.970674902887327,-14.088080995451156
3.1550851977111822,3.0729831558322434,-3.5193804582671664,5.4099926683633015,0.054223552561406596,13.36677051870339,-10.212181925386906,-0.48290234161474915,-23.404926133468138,30.031896166490423,-15.112452435856612,-12.06414349703917,-4.412006005733957,-34.62633722425164,10.233426816594314
3.3327560849948896,5.333297073609021,-9.167265463513914,15.834801939182732,7.1465203213939485,37.899317191790736,-5.674869333738617,11.766917548853364,-11.339550699222798,32.03188049019411,-15.425643236271782,25.296216177772447,-18.22180303301425,-13.41647192076096,20.468729264995194
5.791781323939056,5.93775119236638,-8.733189607308624,17.727532639158998,3.541642845732066,38.67891335551367,-4.246281297049418,10.172986604762437,-12.406974085301695,28.281562027804696,-14.670658498846358,24.46287479785707,-14.457331278206649,-17.66959253004113,19.127923602558248
1.8166296859845694,4.689549998387554,-7.26191391720809,11.430517323146265,5.34384286791085,33.028046175305995,-7.216302296024261,10.761584340999626,-25.450143582145092,33.401893149141344,-15.126183762576431,23.043714439452287,-20.909962963511145,-13.654774562881071,11.097360960719278
3.69912254763522,4.327202694458873,-5.622505717592509,9.5144829676424,-1.1025521512410639,25.863548288217462,-7.139010116085806,0.6608954983318095,-23.62980603577966,31.59529055819842,-2.168471141125851,16.172031262122598,-15.610307267595921,-25.734215705676135,7.145678589738087
2.978905930604505,4.016942107485772,-6.234863301862855,10.103954210391267,0.8390881857946406,29.822331893685345,-5.9373812398857995,3.9228919097240573,-23.17086942704272,29.16378606536869,-3.894453278313828,24.10928082782706,-13.881778106094954,-17.926856303044364,12.202026819592373
3.6566059099733517,5.903480308471959,-9.21914375943606,17.408192313333284,5.169650125321079,36.9877203087573,-3.6988038822263363,15.058671540985157,-11.299473713293192,27.66534801276441,-10.012158624786416,27.64794097268818,-15.127437655712841,-14.667580905946378,20.09919326058634
1.8301514029346861,2.591178519128106,-4.3681530494603065,5.692353127366134,2.639445063989552,17.432920976272754,-12.819130932340935,3.730465956217502,-27.434721959949748,31.103504460565308,-19.23837843233549,-4.856121034148278,-7.578679204500406,-23.143927081941605,12.874060300433209
1.1597381880800661,0.7873942073892648,-1.056550099256035,-1.0848072974994674,3.196665637650324,0.49296690424844813,-1.6675485117929352,2.042429070230324,10.010931142788571,5.421369235121027,-9.888654719074088,-27.640122952108435,7.969832877163201,-7.377391993750394,-24.4643591799817
0.8663693106199871,1.386641858925697,-0.695206780212891,-1.5859627123262594,1.8896904475295697,-2.416940122850714,4.220226538673581,3.19459995295271,21.379991657855275,-8.02472951203711,7.552255332508449,15.0953572457978,1.5867423553623707,35.80150124393435,-21.740454510247517
1.5419627415939299,2.136352005403839,-1.7433160214892343,0.3504475162191608,1.9508563726039365,4.321248591817115,-4.714389609836838,1.4075109167867832,-1.6279644827283732,10.967534794845356,-14.980618728229441,-15.566552034890268,4.888637157488989,-17.577968245063737,-13.299349958241338
2.294342291938803,1.5596006397372373,-1.9491432783518041,1.9227084939977608,0.6265954154012099,4.2144584272915555,-2.3867787774816747,0.7218945522683966,-0.9124036882228561,8.042946940675787,-5.398965483106385,-5.143682315004093,4.765815363180071,-10.192683663079396,-12.240694813208584
2.5352196783106216,2.909387606969798,-5.75404068039517,9.498180014982468,2.850006985445448,27.856041731380333,-7.357151745150909,4.092227243227138,-25.431069650837667,28.997213080336365,-9.855942368136624,7.767701589067684,-18.417960370877672,-24.06509776716785,11.484022824323194
9.736328557753362,9.624136463755926,-20.377421473506057,21.421672114619795,-1.0405778663568952,43.12841880856607,-2.1777218602032637,8.630508063098889,0.7956420358212535,35.825765681054335,-2.4237061645178617,24.32223497236559,-5.917814517867106,-13.199202133455692,-1.5225296702569417
5.896680758380289,7.451038515567723,-15.177246455341818,19.392662491725567,4.679062847809408,44.730927415724,-1.0347613259267543,16.282602315381258,2.351840391517282,32.91546761052324,-5.963034936009664,20.283693524359673,-8.015460717849862,-0.24313783199989247,9.760789214272808
1.693406655181391,2.358018529366647,-4.947875372335461,8.118936378238104,4.008599701267527,22.809660368131297,-9.629756329446074,3.033439427068263,-28.51232639152344,31.12746929859745,-15.191477484878595,2.202113966456481,-14.601592448337932,-26.386031680331218,15.95061139138807
3.73193399789475,4.079138248747181,-6.871404920056479,11.866175125045942,2.3956982050513,31.762110759763832,-8.294150307769021,2.537338537477873,-21.324603913939132,31.286776986531734,-9.480020797108113,7.963647069951465,-18.7383989717319,-32.29393713672822,12.818680120014022
2.366883283441235,2.8907013528186587,-3.247244287654258,4.119481957328082,1.420949785670639,13.32191279773573,-13.031977166754253,1.590354618414143,-24.845315601453272,27.00977723740117,-19.72171081735257,-10.498086613486864,-4.166382819234618,-26.190217546430016,8.554112799534096
2.548757415765324,3.40187943417149,-5.357782629241516,8.792964448008895,3.0178389513277466,25.603231956796662,-8.025977733186737,5.401309684685856,-24.40886640288352,32.63272355450006,-14.185711622055424,8.228340768536013,-20.492740810276295,-25.478738042512738,6.850162986131448
3.3836778981710576,4.630492097860838,-10.088346592874826,19.898114675758702,9.448220587921318,40.487539361798056,-4.638159553670466,18.78775948349657,-7.743099568898499,23.628360251391925,-16.722550798179956,22.892070187486706,-16.466932562875257,-9.52615737800388,23.646694029106428
4.396005743718858,4.026293515049476,-7.323822107148097,11.758953938255305,1.888384521130421,31.454694246916517,-7.630873016337048,3.2587480247073914,-21.123680704858018,29.502493457271243,-8.200894000996405,12.900506079323765,-19.965595790915874,-28.196249232030254,12.925892199931315
2.465732088603595,2.054144455982323,-3.0909555565046487,4.610733835071519,1.5954879838279836,13.458579972190677,-12.8009947125277,1.1437375107192342,-25.031150555988958,26.30974237691142,-19.95276224773315,-11.502523259974563,-4.35965688925107,-30.092529131471906,11.337723617225404
