c,d,e,f,g,h,i,j,a,b
1,2,2,1,1,1,1,0,1.200087472406506,2
2,1,2,0,2,1,2,2,-5.602309384535711,2
2,1,1,1,0,0,0,2,-3.693549008486283,2
2,1,1,1,0,2,0,1,-2.2768618682409145,0
1,1,2,2,2,0,0,0,-2.0803459360592234,0
1,2,0,0,2,1,2,2,-6.658186088814208,2
0,2,0,1,0,2,2,0,1.3342277219268197,2
0,1,1,0,2,2,0,2,-4.237053365882222,2
2,0,0,1,2,1,2,2,-3.9839446489520842,2
2,0,1,2,2,1,2,0,-3.6071558288160146,2
1,2,2,0,0,2,1,0,0.42119816301110663,0
2,1,0,1,1,1,0,2,-4.498107184272641,2
2,2,1,2,1,1,1,0,-3.5023311813195592,0
0,1,1,2,0,1,2,0,2.63329079642862,1
0,0,0,1,0,1,2,2,3.1932759142830145,2
1,1,2,0,1,2,1,2,-1.2230577983720001,2
1,0,2,2,0,1,1,1,3.943386415676274,2
2,2,0,0,0,1,0,2,-4.43784833895518,2
0,2,1,1,1,0,0,2,-1.3401603215877667,1
1,1,1,1,2,2,1,0,-2.4061719793425174,2
1,0,1,1,1,0,1,2,0.6806419453829905,0
0,1,1,2,1,2,2,0,2.6512431068869162,2
2,0,2,0,1,0,1,0,-2.862791511406222,0
1,1,2,2,0,2,1,1,1.2791829688441585,2
2,0,0,2,2,0,1,0,-3.222922677494225,2
0,1,2,0,2,2,2,1,-2.1493333864934754,0
1,0,2,2,1,1,1,1,1.3135839354086851,2
0,1,2,2,2,2,0,0,-0.7996944503884514,0
0,0,1,2,0,1,1,1,1.5570216473041703,1
2,1,0,2,2,1,2,2,-5.776131571400732,2
1,2,2,0,2,1,2,1,-3.043447566739216,2
0,2,0,1,1,1,2,1,0.5900122713222105,2
2,1,1,0,2,2,2,2,-4.2293765777671,0
1,2,0,2,0,1,1,0,-0.11704498236192945,2
0,0,1,1,2,0,2,1,0.9774874101717865,2
1,2,0,0,1,0,2,0,0.6236554893643493,2
2,1,2,2,2,0,0,0,-3.740997920829571,2
2,1,2,2,0,1,2,0,-1.2355142176435394,2
2,1,1,2,1,0,2,0,-3.516898141632954,2
1,2,0,2,0,1,2,1,0.6498121285386024,1
1,0,0,0,2,2,2,2,-3.9516637460838036,2
2,1,0,2,0,2,0,0,-3.8377523078115146,2
0,1,2,1,1,0,2,2,1.5577674524267493,2
0,2,1,2,1,0,2,1,-0.5739464606692324,0
2,1,0,1,0,2,1,0,-1.8817626373184169,2
2,1,2,0,2,2,1,0,-4.467269791466822,2
2,0,1,2,1,2,2,2,-1.2674129562919898,2
0,2,1,2,1,1,2,2,0.0153523404058169,0
2,0,2,0,1,0,0,2,-4.861229876777261,2
0,2,1,1,2,2,2,2,0.42535046920657127,1
0,2,0,2,2,2,1,0,-1.0410704556679504,2
1,2,0,2,2,2,1,0,-2.9480875285939088,2
1,1,1,1,0,2,1,2,-0.600265816286011,0
2,1,2,0,0,2,1,1,-4.157857975066404,2
2,0,2,0,0,0,0,0,-1.2985466340514868,2
0,0,2,0,2,2,0,2,-3.72800754896709,2
2,1,0,1,1,1,1,0,-2.478554663136727,2
0,1,2,1,2,2,2,0,0.536684692750313,2
0,1,1,2,2,1,2,0,1.0412051660954742,2
0,2,2,1,2,2,1,0,-1.6070659903467077,2
0,0,1,0,1,1,2,0,2.034824597818171,2
0,1,2,1,1,2,0,2,-1.7131181465613574,2
0,0,0,0,1,0,2,2,3.404158308215562,2
0,2,1,2,2,0,2,2,-0.4593018213432494,2
1,2,1,0,0,1,1,1,1.0576224275538624,2
0,2,1,0,2,1,1,2,-2.5055353443493606,2
2,0,0,0,1,1,2,1,-2.699139579679199,2
2,2,1,1,2,0,1,0,-4.217398870582887,2
2,1,0,2,1,2,0,2,-4.377353219545483,2
0,2,0,2,1,0,0,2,-0.8607072586750628,0
1,2,2,0,2,1,0,0,-4.730765678927297,2
1,0,0,1,1,2,2,2,-1.7319728334002114,2
2,1,2,1,0,1,1,1,-1.5240176642397028,2
2,2,2,0,1,0,1,1,-3.0379466230246868,2
1,0,0,1,1,2,0,1,-2.636696708862892,2
0,2,0,0,2,2,0,1,-5.076600336958047,2
0,1,0,1,2,0,1,2,-1.8664978928650082,0
2,2,0,0,0,1,2,0,-2.459327278217903,2
0,2,2,1,2,0,1,2,-0.06612342340159527,2
1,0,1,2,0,2,2,1,2.894242671899103,2
0,2,2,1,2,2,0,2,-1.868522764340175,0
2,0,1,1,1,0,2,1,0.0638973375208971,0
1,2,2,0,2,2,1,2,-4.590824114871764,2
1,0,0,1,0,0,1,2,0.5271126963531598,2
1,1,2,2,1,2,0,0,0.1352098016792599,2
1,1,1,0,1,0,2,1,0.7329219557736972,2
1,1,1,0,2,2,0,1,-4.698073268466395,2
0,1,2,2,2,1,1,2,-1.9281681456591273,2
1,2,2,2,2,2,2,1,-2.595017398428097,2
2,2,0,1,2,2,0,1,-8.236087969636475,2
2,0,0,1,1,1,1,1,-4.845222051732801,0
1,0,2,1,0,2,2,1,2.1948036608104813,2
0,1,1,2,1,0,0,0,0.5200395968162917,0
0,2,1,1,2,0,1,1,-2.3756720196327334,0
1,2,0,0,0,1,0,2,-2.7105962348856,1
0,1,2,1,2,2,2,2,-1.2619631413974468,0
0,0,1,2,2,1,1,0,-0.5790202344425701,0
0,2,1,0,0,2,0,1,-1.5410899207411448,2
2,0,0,0,1,2,0,1,-3.0510832040449776,2
0,0,0,0,2,0,1,1,-1.7759878333589887,2
2,0,0,1,2,1,1,0,-2.7690473109859024,2
1,1,0,1,2,1,0,2,-5.6965309216380255,2
1,1,2,1,1,1,1,1,0.5028953484917785,0
1,0,0,2,2,1,2,2,-2.1494969157822643,0
1,0,1,1,2,1,2,2,-2.872922377493891,2
2,1,0,2,2,1,1,0,-4.859989218140958,0
