a,c,b,d,e
1,1,1,5.7678055361164455,-2.4178177052267813
0,0,1,2.1675494277935625,-2.778927201308167
2,2,2,4.019159602213876,-3.4962648901421947
1,1,2,3.2719193672850677,-3.1180093058910225
1,1,1,4.919998484998946,-3.407537502811286
0,2,1,3.5989339103966573,-2.377127760959266
2,1,0,4.943073577542059,-5.299788303012961
1,1,0,4.0750817670641295,-3.597536995318004
2,1,2,2.33522800442164,-3.571296334786749
0,2,2,3.849326025674903,-1.4552683001784799
1,0,2,2.675799566741114,-3.1035357188256985
0,2,2,2.206120710419125,-2.3225515651384665
0,0,1,3.360335563182354,-3.7813464190705597
1,0,0,3.0105599144183004,-5.443075607209011
2,0,0,3.3186235070682755,-3.964756987926241
0,2,1,3.4426794460290036,-2.137026551370619
0,0,1,2.5543211583294134,-5.37886529328019
0,1,1,3.931850439307078,-4.080979840383722
2,0,0,4.265144659894898,-4.2776137626675474
1,0,2,2.22019601065159,-2.3839264683041996
2,1,0,3.0188640856402627,-5.476219115111265
2,2,0,3.9949823189246767,-5.302080797194501
0,1,1,3.837883342019566,-4.315225944170205
1,1,2,2.54328697468985,-3.1792406566732705
0,0,0,4.206235396553312,-4.392946473319111
0,2,1,3.463370538025223,-1.270745830976642
1,2,0,3.6541368023781535,-5.574287553073282
2,2,0,4.514699196769792,-5.247115810397627
2,2,1,2.537025975359819,-3.151210228470743
0,1,0,2.929699883978011,-3.7924495840088643
2,2,0,3.6311800203491775,-3.5194034538069277
1,1,0,3.8466944990430854,-6.190253283242368
1,0,0,1.8494970109721842,-4.788941732314765
2,0,1,4.116867293329061,-2.8705865434754747
0,0,1,3.7347233145852337,-3.304797275362858
2,0,0,5.172829446773333,-3.352241194745802
1,1,2,2.415736237751931,-4.601036167292845
0,1,1,1.702503700952561,-2.4899570660730745
1,1,2,3.163752562990502,-3.2409166661741406
0,2,0,2.6455771215969084,-5.541142492282779
1,0,2,2.870228987106408,-4.260420402220508
1,1,1,2.1984064665920435,-3.94561093480705
2,1,0,2.4053153563376757,-4.918021228746841
1,1,2,3.579360659620774,-2.3140716516615463
2,0,0,2.3924117109658427,-5.368850908145357
2,0,0,2.906908198414825,-4.801917982174771
2,2,0,2.7624157592653384,-4.35386274529456
0,0,2,4.032639722787852,-2.6678228924731666
0,1,1,3.2501654195045493,-2.598133639136452
0,2,2,4.049420421798181,-1.7717155968973413
1,0,2,2.7810801296666225,-3.4677387794799364
1,1,0,2.895956676142358,-4.391989963505481
2,2,0,3.4817666616770264,-5.437540012906899
2,0,2,2.609381854011347,-3.024075969991862
1,0,2,3.1659393501324007,-2.514052690603829
2,1,1,5.102647554550939,-2.700246389181765
2,1,0,3.0791654409469844,-5.027512521915258
2,0,0,3.860485386110199,-3.1327688583364277
0,0,1,4.753470384767504,-3.4446579822134216
1,2,1,5.68102467155807,-2.9793189100742223
2,0,0,2.775830018013887,-5.972210023746766
1,1,1,2.1353316726914384,-2.560829531322794
1,1,0,2.5718823884813142,-2.6949757422991443
1,2,2,1.940323998975581,-1.6300296058924433
0,1,1,3.971601313120971,-4.9079028751900085
0,2,1,2.8191781718703526,-4.409603709594831
1,0,0,2.3255696388227864,-5.086623333567803
0,2,1,6.438512194860284,-2.2478564418780795
0,1,1,3.606634381081529,-4.946447978192557
1,0,0,2.61838122698704,-4.797160784933883
1,0,0,3.141122379719615,-3.8921238999348873
2,0,0,3.526491325561731,-5.155917964410597
1,0,1,3.2765213384095992,-2.2324679352427452
1,1,1,2.9317316096361905,-3.979631151917415
2,1,0,2.3423722008562073,-3.6042489625015817
0,1,1,4.513495814306474,-4.238332761499395
0,1,1,1.8728570348875722,-4.753327126724686
2,2,0,1.9108895723762827,-3.7650444024333356
2,2,0,5.4162093469068,-4.250752015586914
1,0,1,3.457448702697316,-3.2368005527302492
0,1,1,2.211673273039057,-3.7778486382923915
0,2,2,3.0865770407991846,-4.011852212179911
0,0,1,4.71846939376513,-1.7228721030401868
1,2,2,2.349135254951823,-2.4225068611811604
0,0,2,3.8368728636964233,-4.755907586119793
1,0,1,3.3963099647941397,-3.357684608643384
2,1,0,3.932003457421021,-6.015660206295571
0,0,1,5.0323835853400976,-3.9874676276073373
1,0,1,3.574297307181594,-4.4452428071790235
2,1,0,2.0374925266999453,-5.951881310941875
2,1,0,2.870518454021452,-3.3399720822128955
0,0,2,4.571799167547304,-3.48539425762824
0,0,1,2.0124563067071053,-2.733574319452781
0,0,0,3.923549011636205,-4.588759175399429
