a,c,b,d,e,f,g,h
0.9817201418926419,-0.04624580989987505,-4.00671024080486,-1.5859865009902985,-2.1000616212154086,2.874453086204505,0.19692892732613676,0.8635309245652085
0.0701150307541132,-0.6666211354553445,-5.578092977341535,-1.4640419272857752,-2.6070124816763522,4.954294224763192,-2.9329903747513195,-4.702534764285997
0.009275074296206387,0.9299550796627631,-4.754360759128711,-1.7634004184089533,-0.8880184150969547,1.9238661883777808,-1.0622870992203925,-1.2868335905759456
-2.050609352249554,-0.39000109621469126,-6.911004462988145,-1.7607409732298298,-1.217269768741784,8.46161691150968,-1.4940257512550306,-0.8519964766280227
0.5553036855587886,0.4569445904142489,-6.288281787905158,-2.49592689331759,-2.12706784988173,7.7093035210605665,-3.0320462321692987,-1.1166489487032263
0.39629256724661155,-0.47977295765214445,-3.0338222133181096,-1.9963911926525673,-0.7325455712593572,2.6781800371742794,0.46645036873244816,-2.767760259097167
-1.171997758374501,1.0938323900260782,-6.398544855491523,-2.9412458871711755,-2.5278938203777965,6.547346464364824,-3.023536229023359,-1.3387624973323133
1.9131707472462032,-1.0158219762259706,-7.530223448435665,-3.1746764475922635,-3.4344118596465973,12.980683458065062,-1.2054285259112565,-1.660438388346135
-1.2240162007402255,-0.35487329748933516,-5.920611290761815,-2.6391360282625778,-2.934881434475087,4.137405186567504,-2.6946201646984553,-2.770384505502768
-1.679290361717149,0.5801127995685185,-7.290241598024175,-1.009302691887637,-2.042994149494632,9.962950581195559,0.6436221133222593,-0.953614842790854
-1.8110577699106647,1.6761776233097645,-7.458947213769166,-3.033422273950272,-1.3431108125803992,11.184310217993128,-0.9486801299027645,-1.0994795944717035
0.02597090732105973,-1.431325752363569,-8.011595309396423,-2.6647052783326837,-0.8891326668776159,11.751743825037357,-0.9710769215945059,-2.5368350013794396
0.33787125014709696,-1.271382584961192,-4.988837798919801,-1.1631383697428646,-2.402978872974519,3.9747033218067367,-3.769315393639757,-3.647287350596928
0.44097391093464255,0.47024186552249186,-6.416095676778431,-1.8686351662600802,-0.9252652998581149,6.643156622342048,-2.964101540379589,-0.9271234402175926
-0.3373599782154893,1.5795181348482883,-7.3960213173257054,-1.4412116785699431,-0.9713406681576954,9.72653371750377,-0.6022198213207997,0.2500297475375093
-0.8126750220358617,0.8401173124975979,-4.163659776497612,-2.881012881489001,-2.601419848700817,3.7416816205954784,-0.46709444997360783,-2.2160314155955296
0.8427645820080417,0.7164403256393284,-4.729625362871744,-0.6701088861290685,-0.009647715512239197,5.460720825174652,-1.035432213874766,-3.1523799611734935
-0.8975853865617808,-1.0669501905496,-7.0024958640532695,-1.775718827114733,0.05642324420470746,10.473811943001598,-4.623462708624027,0.9269744513877599
-1.2098402059798323,0.26194831708127286,-4.266613124430295,-1.5533203930286374,-1.9583496780650111,4.258888214853657,-0.8138475259819742,-2.383760795207296
1.4013156674932132,0.5110509879343542,-5.475815758825767,-2.4927929057648743,-0.8513415493950444,5.280988977557083,-4.040795723561056,-2.6836724489030814
