a,c,b,d,e,f,g,h
1,1,-6.881391883304774,-3.14708506028509,-3.5368472926323458,0,-3.1587735726781148,0.9933763140038441
0,2,-5.163596364962509,-3.011174904604519,-0.06142514710437297,1,-3.5025260162207585,-2.985346177851333
2,0,-6.31656741109059,-1.9277168565229665,-2.332088110837138,1,-2.1562229380211475,-1.344123130691676
2,2,-5.5658955011128715,-2.201966573090279,-2.0635392037704596,1,-2.335947677134835,-4.846208822691865
0,2,-3.969781814244445,-3.1069968476729333,-0.7588489634742055,1,-0.6527822665502626,0.3901145022387542
0,1,-5.776142932842758,-4.31074581628929,-0.6129237252021913,1,-2.2165052658232964,-4.18514538903418
0,1,-3.743676341558883,-3.6103893939559333,-2.5624914371336383,1,-2.3924124925470878,0.7703550323787631
1,1,-5.179719149144036,-2.8303961076787383,-1.6931579636481013,1,-3.5796913539356354,-1.0933487103527402
2,0,-5.304316067256132,-2.8801872723950845,-1.175604327452612,1,-1.7715905304144188,-2.4979206964386598
0,2,-6.456871749702779,-1.1546329674824403,-1.3294699088050135,1,-4.87511282679585,-1.6656897444607166
2,0,-5.84460288008027,-2.7969831364787807,-2.7642461860261007,1,-3.677229238488723,-2.781502246654237
1,0,-4.081105699775623,-3.2077641745676067,-1.8709495600131325,1,-1.5135795223775976,-0.6840001532200445
1,1,-4.561485745049744,-1.7667340511151002,-3.3185459626764153,1,-1.0384344547578932,-2.0916647785898057
0,1,-5.898311742867451,-1.5786017782492996,-2.561959210939081,0,-1.9975066868212534,-2.3671434575041843
2,0,-5.352043808198259,-3.704821917089368,-1.2806821354672284,1,-2.4084568644121496,-2.521865945155852
1,2,-7.737207756373114,-1.0426258448214254,-2.7434058219505086,2,-0.8005118960489884,-1.5216954048051337
0,2,-4.73014379700932,-1.678755870961799,-2.4505589751870773,1,-2.0440345055304037,-1.5349937360153467
1,2,-5.832595409338522,-2.982758063199041,-0.2722068986832129,1,-4.843952630644169,-1.6477239599204372
1,2,-5.9838354273826315,-3.5613604116759716,-1.065260059704701,1,-3.1748495228519364,0.0666890909346165
0,0,-3.3169832534749975,-2.120586283800158,-2.4824604688107637,1,-0.6649161941649733,-3.0077273313966053
1,2,-6.8773384807348945,-2.420149954535022,-1.634040184415791,1,-1.8804073008700048,-0.8337094504410711
1,2,-5.792358176195993,-3.0281769298498737,-1.1151268577723932,1,-0.8364025290188191,-2.2431947945421715
2,1,-6.563352807118712,-2.571811484879603,-0.26362362290257146,2,-3.6081735341076753,-1.2040517907771264
1,1,-6.238177232265136,-3.686134593945521,-2.535768169507883,0,-2.5437168314833367,-1.5386914792194077
0,1,-5.608840389999519,-2.1753476734466957,-1.9167935229524793,1,-3.6379831028670813,-4.48070066154009
0,1,-3.9269166719718562,-1.9377337840118023,-1.7260826542503553,1,0.7395775153464628,-2.15852884457353
1,2,-6.859458321418396,-1.9784376025899415,-0.7409262495699598,1,-1.9433411287538684,-1.0461397465760869
1,1,-5.171375816953589,-2.099838547084928,-2.0449005775135447,1,-2.024842887531796,-2.710819138468739
0,2,-6.22367335606578,-2.66259312671111,-0.2504048300086932,1,-2.2657857458369652,-0.4230207656992777
1,0,-5.063332500025021,-2.1054530538789384,-1.7333032444566083,1,-1.0664685385399566,-2.944648753229341
0,0,-2.994085524387346,-1.9517659010327022,-2.580140214696399,0,-0.8363567722601406,-2.334979285724285
0,2,-3.612820857730108,-4.125625340524108,-0.43006215590594343,1,-1.6998939873781929,0.11224238622749927
2,2,-7.225310286153482,-3.4810937275289238,1.154784478963034,1,-2.432138256903074,-2.2336815995754318
1,1,-5.775533347644327,-2.2124548860830333,-3.527606827982525,1,-3.3882988176800337,-2.0210944835113986
1,1,-5.077975896673676,-2.7000197324926907,-0.3215678680373275,1,-2.814536824415767,-4.031398898832478
0,0,-4.484311399739448,-3.5246039237384608,-1.7437008625835804,1,0.2774738390269176,-1.3749995104796058
2,2,-7.258558321682871,-1.2638705408632758,-0.7178714567991347,1,-2.446360039424563,-0.7386638365203284
1,2,-6.814466307202179,-1.9011459889697702,-0.6698665879348209,1,-3.4265398618618677,-2.200049521875516
2,1,-8.3565754418565,-2.5549348144287554,-1.3033392181704242,1,-0.8695949216940662,-1.1441188501511428
0,0,-1.9699744425291075,-1.9832760811874208,0.4001875399688477,0,-3.0203225126123527,-2.2196429007008778
