a,b,d,c,e,f
6.521879814201457,7.566819163010754,6.6056856835024105,1.640998062345942,13.37131291557528,1.5994299741712183
6.112373018100032,6.8810500994627475,7.3152309327073395,3.6361863235469016,12.161464251466095,2.2700183290307403
4.65033371449838,5.73922905997955,4.162052663660743,2.894915194110283,7.849592988653788,2.1994691183578476
5.951924767095962,7.419320881732903,7.9948783392855365,0.3273676737472073,13.028771545334635,1.6979695881374635
3.6600267278816565,3.501899468466609,4.033141029177747,3.6843278730626947,6.569319399843759,5.532221405939859
5.559068856675926,6.366278697951281,6.307809819962253,1.1986240009623501,11.874367908924384,4.166494498488123
4.173866649536104,5.711532550645048,5.44243299490761,2.8380937997753133,10.773439408818858,2.7924050036956514
3.988193992842542,6.279939390494049,5.8351748250405855,1.8704016203966949,10.20736569804095,2.185519065106292
6.062807407417586,7.631383321929392,8.545762215149338,2.4743125363573,12.950168836445863,2.02800259320258
4.766629388898763,5.080670572783858,4.662416927174254,4.968810524256451,8.646879405727674,3.0786724667958176
4.449731576407127,5.751182868077782,5.9870308122499,1.8663039652149473,8.777409577554016,3.374158644700747
3.7909774799581575,5.477968784456998,5.981047789094209,2.851358467553206,10.533512087347244,2.696418107808907
5.427242352026035,4.825296098714125,5.972944968255219,2.2821136390010692,10.929648243477368,3.02392251568087
4.982548581741125,5.882084632278315,6.582743984893856,1.9945172717298751,11.196079612637684,5.324222620382294
5.470401876106541,7.61168745095133,5.308116494704466,0.7609882465326898,10.372757771569965,2.1288292138398957
4.622521591656353,6.100495179142458,5.115165411835499,0.9065940044206531,9.377568131120688,3.3353174690640772
5.20158693831675,5.958134591152026,5.501431808979654,3.828590081533289,10.578001582926316,2.933535444374726
5.294481062168011,6.006586954090356,6.669051363752848,0.7174608781501106,12.066714402917405,2.401979942290608
4.8115816769217,5.186425561075774,6.866500463655552,1.282027826415482,10.88491578803048,3.2740427583957716
5.769463888928554,5.946075847006705,6.376691725350131,3.801680928368037,12.765128806743311,2.8038792823045657
4.340049843740537,5.617965192952269,4.196495862370182,2.5741210036293176,10.021005410450885,1.9263992624629096
5.282718564102213,6.137311091158251,5.8420798874840205,1.9799198149011379,9.260693898538845,1.4085265942755747
4.871611721462517,5.958697736666969,5.418378010612151,1.0316317760468048,12.447164668113036,2.7921286741420714
5.155577220108739,6.994316038972866,4.541448888210468,1.922864378063189,8.572634114279772,4.631035458021371
5.153694112149264,8.060568510647872,6.686654685398712,1.7360320534113816,10.18746044276579,1.6160702970234142
4.728419225360007,4.363323882174823,3.3009525324701476,3.427494456401499,8.892619819048601,3.2240033083209454
6.372750475117605,6.418544596256735,8.175652409220302,2.7096133713868444,14.334570579101031,0.920666115655578
5.295107968749675,7.8300553473961205,7.113865741160182,0.6614346895702667,10.511648283069816,3.272244214626257
6.385806830359114,8.623456440207413,4.088751876576371,2.966551939292632,12.11519442324122,3.7541571202216266
6.2448157010754235,7.347144710146972,6.901321242996886,0.747894022218685,15.027928381961047,2.1930718125715307
4.6087507502089515,5.88643145727964,5.7348260240321025,3.3339452817032895,10.19319343641253,1.788148472057806
5.151587697062998,7.869072980747502,6.379475707496177,1.414034711871953,12.095710985686818,3.0838852499202614
4.7457195115807655,7.399148223666464,6.286858518403678,1.5152230087521013,11.159442757032025,1.8922757741040546
3.9658743190707466,3.55022210305523,3.675032640547176,3.0046625839963923,8.465801793763431,3.2733578800140517
5.289558235618194,5.658707837809066,6.634052939483565,4.584531611809268,11.583471459665295,3.7924655545827206
5.156564397727713,7.805784998023325,7.175909198964018,1.7793957604647859,10.712451118265344,3.465860209862555
5.010718914555499,7.091520635734488,5.264521209974311,1.5155360214013511,10.09110427229787,1.1237906116471612
5.99046251934434,5.496851389630157,6.444963640045406,2.9702861392315163,13.213078970173367,2.2141297877441892
5.053889704901348,6.807259510934035,6.073868046247896,2.3846332728230504,12.575055181129189,2.872265792782525
4.459545277539706,7.6317201577437555,4.118101654402416,0.45389294701211136,9.78248348290354,3.738799141539063
4.83960655471683,6.371251076393581,5.048336129713384,0.620963732223029,10.010276560460833,3.7417214442791757
3.963695967174622,3.4787339075324937,5.775655963988433,2.670690372741309,10.335534629733896,4.1597154501969955
4.5483966189237846,6.473767761785062,5.215810031881567,1.5019444146688827,8.668491993920938,1.317427447031088
4.661280347960109,4.969260928129809,4.853473815201838,3.757391445813808,10.642783628437865,1.677746072510876
4.015074373145454,7.547994685548439,4.675816936897627,0.39018259285029644,7.761690776523551,3.001008899847872
4.921170143393058,5.710425399636142,6.386775386707404,3.4249293381055095,10.859547019792478,2.6607995339462285
6.75900366015359,8.061056840755416,6.705402970895378,3.044121360436335,13.937711114633883,2.395767332233078
4.297904716275148,4.305270066014626,4.946893432615157,3.9058752764742186,8.291969565104313,2.525859647342422
6.111984360517802,8.326342117705236,5.2548479583315615,1.2112169034681826,12.636343847574642,4.749083731863186
5.349349104554328,8.636645635302322,5.511015941727659,-0.31147890201643036,11.939084947864519,3.651280685376156
6.061177079767466,7.68701833670049,8.956956871649151,1.2171783710300619,14.22028915274531,4.324423868850518
6.084797002495942,8.245352611915669,6.038503914303835,2.069343482322699,13.207540570830112,3.447487818135677
5.726716265543662,6.846996469123284,7.1211433279286425,1.757854377481574,14.767742830497,3.6192986075525733
4.590235359110622,5.78405642218729,5.115799191406268,3.701617161318832,9.252672138587807,3.3250339292034585
4.162420422182235,6.00800251083236,3.1644900057517367,2.9933499336702325,5.453163663754437,3.128724820707265
5.324194513674186,6.99303711713258,6.026541020076859,2.800688692524207,10.787143728010646,3.7107967325980806
4.145285559179871,5.679389948158223,5.091329928802482,3.5445249934868333,8.868963245709597,3.966887844769875
3.1377383510640064,4.55850253897555,4.419715374055057,2.4534742634473927,5.985616846737698,4.018266396834957
3.854148140037176,4.969975406232218,5.386805712524017,4.196708394259766,8.869301066688063,1.389358562721739
3.999816222833825,3.35284929012841,4.1594762494887165,4.2063263155094806,8.678571279385014,2.9310496592043207
5.265837110428503,6.462538460775011,5.309121718482295,0.9459656099889777,10.531461455560246,3.524509502068365
3.1362198008815225,4.496139381876348,3.697425111395951,2.5471779753007433,3.619656753850424,2.009254295279061
