c,d,e,f,g,h,a,b
0,1,0,2,1,0,5.98027876657947,0
0,1,1,0,2,1,4.5354766233401245,0
2,0,0,1,2,2,2.687880278854273,1
0,1,2,0,1,2,-0.19118539765764064,0
0,2,2,2,0,0,4.903409923234185,0
1,0,0,2,2,0,7.491238400297968,0
0,0,0,1,2,1,3.152627786037276,0
0,2,1,2,1,1,4.547599705897416,0
0,0,1,0,0,0,3.617595122592436,1
0,0,0,1,0,1,2.8280608939111125,2
1,0,2,0,0,2,-1.8468584500985192,1
1,2,2,1,1,0,7.578089358826942,0
1,1,1,1,1,0,5.640258548938491,0
2,1,0,2,1,0,6.638728517353193,0
0,0,2,0,1,1,0.8005943349724772,1
1,0,2,1,1,1,2.2905983661052627,2
0,1,2,1,2,0,6.152780072843408,0
0,2,2,0,0,1,5.218289427935625,0
2,1,2,2,1,1,4.573218359353945,0
1,2,0,2,2,0,9.45109075235465,0
1,1,1,1,2,0,6.237531067410242,0
2,0,0,0,1,0,5.766697362724756,0
1,2,1,1,1,0,8.244555602543924,0
2,1,0,1,1,2,3.2455761903617266,0
2,2,0,0,2,2,5.997829154030469,0
1,1,0,2,0,0,5.323492850782246,0
2,1,2,2,2,2,0.6927951000801336,0
0,0,0,2,1,0,4.7320198962070785,0
2,2,2,0,1,0,6.992147519214035,0
1,2,2,0,1,0,6.426647160497275,0
0,0,0,2,2,2,1.2206178363138338,0
0,1,2,1,0,2,0.6544186773285305,1
0,0,0,0,2,1,4.739424371979651,0
0,1,2,2,0,2,-2.5950283320122502,0
0,2,2,2,0,0,3.534333068713777,0
0,1,2,2,1,2,-2.324953033541212,1
1,0,0,1,1,0,6.840261448030682,0
2,1,1,2,2,2,4.1545497803565015,0
1,0,1,0,0,0,3.797184501503319,0
2,1,2,2,0,1,2.7659382481071417,0
1,0,0,0,0,1,2.9822879989175894,1
2,0,0,2,2,0,5.513463131835639,0
2,0,1,2,0,1,2.9025363304422367,1
2,1,2,2,2,2,3.320684371973558,0
2,0,1,2,0,1,2.44400956849863,1
2,2,1,1,0,0,7.754722836720435,0
1,2,1,2,1,2,3.7704929630730444,0
0,0,0,2,0,2,1.6632922237187693,0
0,1,1,2,2,1,2.6994397164011223,0
2,0,2,1,2,2,-0.6174800435002206,1
1,2,1,0,0,2,3.256759506493559,0
2,0,0,1,2,1,6.506874561682626,0
2,1,0,1,1,0,6.5545766430323456,0
0,1,1,1,1,1,4.138187346613686,0
2,2,2,2,1,0,7.667971240310319,0
