a,c,b,d
0.7777919354289483,1.4423047911862443,-2.4170675570894904,3.8168525218738694
0.06603069756121605,-0.5007447437569161,-0.1673233538000929,3.2090046222548674
1.1272412069680329,-1.6550953431851838,-1.2395181796821502,4.006148532847711
0.4675093422520456,-1.0450437095863023,0.7342035001018501,4.401038512958966
-0.8592924628832382,-1.021045160678322,1.4253430568737737,2.681204641040144
0.36875078408249884,0.05217331865753347,-1.9749369285872684,3.4330232657288136
-0.9588826008289989,-0.2738505055462372,-0.08472072635630057,4.667522244566878
0.8784503013072725,-0.33683196764059287,-1.7472506057004273,4.387979469206138
-0.049925910986252896,0.6197019654824789,-1.4389772975283166,1.8906262884019753
-0.18486236354526056,0.3398753611927038,-1.3633007429266488,2.691800378833287
-0.6809295444039414,0.31604787064428624,-1.337175064467704,5.412157879299459
1.2225413386740303,0.40982845732869266,-3.607791555840565,4.857798256480548
-0.15452948206880215,0.6161346680022383,-1.8118545463332298,3.2626491600827254
-0.4283278221631072,-2.107953341777443,0.4734835627963174,3.3059542876939014
-0.3521335504882296,-0.3644382522644612,-1.7758963919517678,4.029451806870094
0.5323091855533487,-2.180210064489474,0.8982519717313447,4.110152887064641
0.36544406436407834,0.03605992679779541,-4.525016015870983,3.3177404489502464
0.4127326115959884,-0.00463297222434532,-1.7479347154884874,3.1685551930467786
0.43082100300788273,1.0455322747896802,-3.6579198758868303,4.740856525076229
2.1416476008704612,1.1876343927211208,-4.805125714232315,4.643395590920305
-0.4064150163846156,0.20277504825236733,-1.3562394376184972,4.487356647665149
-0.5122427290715373,-0.5003610773968998,0.7697290635802523,2.1757576273811416
-0.8137727282478777,0.48516111254573785,-0.9216856897783707,4.1683332418181305
0.6159794225754956,-0.5279176373243135,-1.5723124045364423,5.058938596466218
1.1289722927208916,-0.001392651443348899,-2.3805109606423756,4.648141177703454
-0.11394745765487507,0.9861363169607678,-2.6921562362589575,4.375229236463742
-0.840156476962528,-0.5577713459894236,1.7034677116056423,3.0852841466486747
-0.8244812156912396,0.8056786392425009,-1.866511956423126,3.2031117167700485
0.6505927878247011,0.6774013686923024,-2.8216050340268612,4.195186615726658
0.7432541712034423,-0.9547918171308215,-0.4829693630325874,4.965618500008227
0.543154268305195,0.973894128217401,-2.620111729031918,4.099798308367535
-0.6655097072886943,0.6985663453715051,0.9082049688195792,2.4822268181348908
0.23216132306671977,0.10192588737265744,-2.545736172283576,3.7087295925826713
0.11668580914072822,-0.7623234580276522,-1.9891315200050441,4.268241862077141
0.21868859672901295,-0.85920601857557,-1.6591157740199707,3.614673788583946
0.8714287779481898,-0.5376625769030224,-1.4283367160581852,4.418104094917105
0.22359554877468227,0.54259446329196,-1.7728595428984408,4.538330051044657
0.6789135630718949,-0.9556251674013979,-1.1981706216914605,4.766544129610598
0.06757906948889146,0.4375122486198699,-3.0211991051057856,5.738647257490422
0.28911939868998415,-1.2417555288783926,0.4240951703726539,4.484075883482924
0.6312882258385404,-0.20406858443884895,-3.304753517248688,3.4489017799917256
-1.4571558198556664,0.10964775457400863,2.1045435703287096,2.181375096544837
-0.31967121635730134,2.4451301450589167,-0.7021425717284715,3.6827427407550086
-0.4703726542927955,-1.3773156555203674,1.408594693819098,2.8007619162440016
-0.6388778482433419,1.4720145664901334,-1.3500063559867947,2.775674798475888
-0.27514225122668373,0.14984241398728004,-1.507949673853831,3.5102161275519252
1.4949413112343959,0.41117191801596314,-5.990754231824736,4.5532680820188975
-0.8658311156932432,0.11834791338820451,-0.6249895768697216,3.0681497586875275
0.9682783545914808,0.444726818195233,-4.458494748279514,4.344249253432078
-1.6828697716158048,-0.15368510436201774,0.16444547257528863,4.728983936900262
-0.33488502998577485,1.4540501814574582,-0.6827435162888975,3.9530964851585746
0.1627530651050056,-0.4564711442247224,-0.7604203430281528,6.244309958382226
0.5862223313592781,1.1322345721792477,-3.1507400084723893,4.516685788053023
0.711226579792855,-0.6443671202130229,-2.0166309074178286,3.7839256438430264
0.7933472351999252,-0.06025184640128695,-2.6794064985698482,4.237190442311629
-0.3487250722484376,-1.0719625522902192,1.4615226088926523,3.4957265523093035
-0.46235179266456716,0.4550237203475199,-1.0920542557747894,4.287346978557013
0.8579758812571538,1.4451259569265338,-3.7966705805081045,6.577912265180968
-0.1913043248816149,-0.07735617982085408,-1.0879052465410262,3.0057767941922777
-1.2756863233379219,-0.19688569870390954,0.6589086495978433,4.290907982274253
-1.1332872140034806,-1.1146169630679268,0.40967445898121335,3.6994287274586326
-0.9194522860016113,-0.2292926535523081,-1.5168427339948864,2.3829445135881553
0.49716074405376404,-1.5927942597215277,-0.5411768503509584,4.4905812261789935
0.14242573607056525,-0.9128779867188273,-0.4235520955816201,4.959276063743493
0.6904853540677682,0.22678604610913541,-3.95325240286299,3.681604172909688
-0.42725264633653426,1.3190131977413961,-2.1360006233946387,4.093706281722742
0.15853969107671423,2.809210861229503,-4.695582118355408,2.991585446397594
0.6255903939673367,-0.5865850850709007,-3.790757447305638,3.240975327669016
-0.3093465397202384,1.43530015664544,-3.3402254437085164,5.439683684107296
0.45677523755741145,0.2437524804016479,-1.9005898187654167,3.579725050496265
-0.6619259410666513,-0.15124764674637586,0.3418010712145875,2.3991647679704595
-0.3630538465650718,0.4325944517261522,-2.3486853599321575,4.3831448508421476
-0.3817378939983291,0.06191648367995918,-0.5837213526181254,3.207680693197327
-1.1958396455890397,0.11039572561221853,1.5438163240167875,2.7486624244604347
0.4869724807855818,-0.4083331628266692,-0.8363226542593416,4.5300434626971455
-0.46940234020272387,-1.3981096597988507,0.9689910162851678,2.195708797157213
0.01249411872768743,-1.5436252025220816,-0.01848405478797316,2.689070960467281
0.48074665890590895,0.653244883281227,-3.442853238702676,4.57036476943751
0.4465311760299441,-0.2767000900857134,-1.2301226195611392,4.854639219442879
0.6653851089727862,-0.5960888996561666,-1.4932785577849959,5.186547155358248
-0.09848548450942361,0.008505626723153567,-0.5107459234569285,3.04751730126804
-0.42329831204415375,0.7949322529156275,-1.3786056896911343,4.85824233244552
-0.07971821090639905,0.1803639430263982,-0.5477074430342855,2.9373074928578196
-1.6873344339580298,-0.6560549366409674,2.2859769437404114,4.867574880409101
-1.4471124724230873,1.2262929556489497,0.44103695201728543,2.350380106096123
-1.3226996123544024,1.579185502981632,-0.0766753310182895,4.93688089023612
-0.9972468276014818,0.4945566553228533,-1.0427813565784658,3.183781418760108
0.3997742267234366,0.9736635113440901,-4.8557546970949765,6.768627582097395
-0.9054790553600608,1.241959996813811,0.3045345293301074,4.108232441813259
-0.3781625540393897,1.1300993164045137,-1.7090311524450725,2.9841509471785956
1.2992282977860654,0.6140991771126236,-5.809308799817939,4.461995632413799
-0.35626397106142593,0.5983470470748828,-2.1087874977645678,4.877290204687238
0.7375155684670865,0.5196605733465026,-2.3053139821618647,5.195919773334409
-0.933617680009877,-1.0973376745470436,1.1937487594667373,3.23278470600352
-0.20543755786763002,0.7007231568595857,-2.268076974393494,4.178996754817905
-0.9500220549105812,-1.355813971126554,3.1955455163523796,3.5814221087194946
-0.3390330759005625,-0.7945994551250549,-0.8822101845823369,3.9335288713105805
0.8403081374573955,1.3035650678080875,-4.935516717737034,3.4810191529185124
-1.7273204231923487,0.8402201626941975,0.7617945751484877,2.5941952773241823
0.43442364354585733,1.4873982896858626,-3.29894542073229,4.616866844127415
0.2377356023322779,-0.27167438368729224,-0.8690798440340455,5.0140615790658645
-0.5941499556967944,-1.1522488412767675,1.8973246518532685,4.750624507717263
-1.4460578543884546,-0.24043719707034283,1.525290749451004,4.003459640903209
0.07212950771386951,0.1020312972405742,-1.033781542412314,4.125398331215319
-0.5294927090638024,0.07898871634000969,-0.7814782072593343,4.526368655724717
0.23267621135470395,1.1336804787567016,-2.896632904940546,3.6184410469788757
0.02185214552344288,-0.36127042500344553,-0.8060180111904152,3.6302133624274853
1.6017788913209154,0.35203447180292424,-4.071102965976181,3.742933990494807
-0.23935562747302427,-0.9886271494346061,0.9973308744445109,2.1018979794256056
-1.023497492621865,0.450317278043813,0.4098499230223056,3.8251850301108514
0.17927563495631615,0.003108550185636745,-1.5397532729406749,4.145054092090505
0.21999668397176517,-0.7498133382845175,-1.6007334073309496,4.66182850226844
1.3591875752404365,-0.2358293621748528,-3.1553671409474653,4.893399944719839
0.8351112459145785,-0.18417574651522164,-2.460937652250009,4.4232693078638645
0.35687105914950934,-0.2701551293370962,-1.3669726885647173,4.4746901109330866
1.4633028912195618,1.7713412422676835,-3.473354392820447,4.38092195804943
-1.188763054322851,-0.09844600230787963,0.2242518120927659,3.9490709603201366
-0.6397515327497477,-0.24389611017733773,0.44672806778211605,2.7566408610459323
-0.9265759414055249,-2.0974509576101417,3.6706091839968096,3.0787597214798956
-0.38980980315576796,-0.8942073519794773,0.45889017646833086,4.14828404293361
-1.3766861475563088,-0.26307342445635284,3.5779803820936276,2.061603280225326
0.6351509468144043,-0.6858526761766428,-1.915111774729439,4.101458924927912
-0.22222269709877338,1.381707593377797,-2.181056664830628,3.489851089929991
-1.4708062945026579,-0.16493777539621862,0.48192951615301305,2.947830219607162
-1.0155790812075416,1.2884442493182524,-1.4651130678098832,2.816697781172217
0.3135138474501953,0.061704634050368024,-1.619301805290078,5.244407358436174
