c,d,e,f,g,h,a,b
2,2,0,0,1,2,2,7.864139365886414
1,0,2,2,1,0,1,6.055286307680659
1,0,1,1,1,1,0,5.974898521022374
2,0,0,1,2,2,2,6.257574496806619
0,0,0,2,0,1,1,5.1512397770985014
2,2,1,1,2,0,1,7.447892796032216
1,2,0,1,0,0,0,4.722126898262239
1,2,2,1,0,1,1,7.191346956062256
1,2,0,0,0,2,1,6.540211170155172
1,0,1,0,2,1,2,6.765554945708891
0,2,0,2,0,2,1,5.841803166746446
0,1,0,0,1,1,2,6.9501856592897315
0,1,0,1,1,1,1,8.124649605020425
0,2,0,0,2,0,1,3.982584632105895
1,2,2,0,1,1,1,5.468622326043434
2,2,2,1,2,0,0,4.740828972362298
1,1,2,2,2,2,2,8.717396757642042
1,1,0,1,2,0,1,7.346822715982176
2,2,2,0,2,2,1,7.713661117969491
1,0,1,0,0,0,0,3.969668666602367
0,0,0,0,1,1,2,4.935099166042002
2,1,0,2,1,0,2,5.230180737600244
1,0,1,0,0,0,2,5.115564693250611
1,0,1,1,0,2,0,5.355019303515085
1,2,0,0,0,0,1,3.5553892498391564
1,2,2,1,2,1,0,5.816946479645093
0,1,2,2,1,2,0,4.429309414200793
1,1,1,1,0,1,1,7.80255529902688
2,1,2,1,2,0,1,6.701316920375742
0,2,2,0,2,1,2,7.5407212652321345
1,1,2,0,2,1,0,4.1632527404609085
0,0,0,2,2,0,1,3.498033540403728
1,1,2,0,2,0,1,7.099838878988657
1,1,1,1,0,1,0,3.1552413319583295
2,2,2,0,2,1,0,6.964638527001721
0,2,2,0,1,0,1,3.2521024632744058
0,2,0,1,1,1,1,6.604003658184868
1,1,1,2,1,1,1,6.802227319655825
2,1,0,0,1,0,0,4.431256071783549
2,1,0,2,1,1,2,9.801248201395044
0,0,1,1,2,2,1,4.25381831541741
0,2,2,2,0,1,1,7.116188459690263
2,2,2,0,0,1,2,4.464696868688218
0,2,1,2,0,2,2,7.914366713954127
2,0,0,0,2,1,0,3.735646791424388
0,0,1,2,1,0,1,5.33126031671826
2,2,2,1,1,1,1,5.835745787162419
0,1,2,1,1,1,0,5.704482101757527
1,2,0,0,1,1,0,3.560825332924674
1,1,0,1,1,0,0,5.862237134476478
0,1,2,0,0,0,2,4.473833912910935
1,1,0,1,0,1,1,4.689972398490477
1,2,0,2,2,2,1,9.690289834838826
2,1,0,0,1,2,1,5.368229103572053
2,2,1,0,0,2,0,7.227718263987058
1,0,1,0,1,0,1,6.426823051506801
1,1,1,0,1,1,0,4.810265535472311
1,2,0,0,0,1,0,4.62090007930547
1,2,2,0,0,1,1,6.545838179430231
2,2,2,1,2,1,0,7.895105393406824
0,0,1,0,0,1,1,5.028658207785317
0,2,0,2,0,0,1,5.311909281870426
1,2,1,2,1,2,1,8.115351192200906
0,2,2,2,1,2,1,6.951410471428387
0,0,1,1,2,0,1,6.882904733166347
0,2,0,0,2,1,1,5.86147732468735
2,2,1,2,0,1,0,5.625086719881596
2,2,1,0,1,2,0,5.058868418584179
2,0,1,1,0,2,0,4.211894207107415
1,2,1,1,1,1,1,6.286200300039023
2,0,0,2,0,2,2,4.980621566765738
0,1,2,1,0,2,1,7.501466983777819
2,1,1,2,2,2,0,6.773991227628293
1,1,1,2,0,0,0,6.316573827347389
2,2,1,1,1,2,0,3.773412090315501
0,0,1,2,0,1,1,6.137316405819397
1,1,0,0,2,0,1,5.660896476557336
2,1,2,2,2,2,1,7.272276825380178
1,1,0,0,1,2,1,6.225986204749641
1,0,1,2,2,1,1,7.084232895715138
0,0,0,1,1,1,2,2.9110817232142154
1,0,0,2,0,1,0,5.4227864672295505
0,1,0,0,0,0,0,2.9496775878822685
0,1,2,1,0,2,0,4.584568151660918
2,1,1,2,0,0,1,5.1410583974902755
1,1,1,0,0,1,1,4.939796535217502
1,0,2,0,0,0,0,3.6901204952461293
1,0,0,0,1,2,1,6.821807181019793
2,1,1,0,0,2,0,5.176692840200222
0,2,1,1,1,1,1,5.323681159616603
1,0,1,1,1,1,1,6.730197066500267
0,2,0,0,2,2,1,6.082291916443723
1,1,2,0,1,2,0,6.418908029489726
2,0,0,0,2,2,0,4.827015037188585
1,1,2,2,1,0,1,3.7027592754091
2,0,2,2,0,1,0,5.050700497344478
1,0,1,0,1,2,0,4.046134709021164
2,1,0,0,1,0,2,3.5226735503445985
1,1,0,0,1,2,2,6.314066670417551
0,2,2,2,1,0,1,6.4642553182625235
2,0,2,2,1,2,0,3.4458798780826077
2,2,2,2,0,1,2,7.955300601774826
