c,d,e,f,g,h,a,b
0,1,2,1,1,0,1,4.961788306147044
0,0,2,1,1,2,1,5.330768159541155
2,2,2,1,0,1,2,7.5207705913141805
0,0,0,0,0,2,2,4.165169858569263
0,2,0,1,2,1,1,8.057108598627359
0,0,2,1,0,1,1,6.944000635411462
2,1,0,0,2,2,0,6.2270082905305895
1,1,0,2,1,0,0,6.295800520031271
0,1,0,1,0,2,2,6.905000750917183
1,0,2,1,2,0,2,8.177836786127926
0,0,1,2,2,2,2,8.6206736173649
2,0,1,2,1,2,1,8.21925206896444
1,0,1,0,0,1,1,4.67455355803648
2,2,2,1,2,0,0,5.831916543929104
2,0,2,2,2,0,0,4.805798894061577
0,1,2,2,2,0,1,6.719228058089045
0,0,0,2,0,2,1,4.535986026193802
1,2,0,0,1,1,0,3.560825332924674
2,2,1,0,2,0,0,4.074249849746462
0,0,0,1,0,2,2,4.562516797338459
2,2,1,1,0,2,0,6.273920058749799
0,1,2,2,1,0,0,4.614537634854077
0,0,1,0,2,2,1,5.816817717037851
1,0,1,1,0,0,2,5.947143208057789
2,2,2,1,2,2,0,7.793516853371007
0,1,2,0,0,0,1,2.253372246202925
0,0,0,2,2,2,0,5.441697359935193
2,1,0,1,0,0,0,5.46404015806274
2,2,0,1,1,1,1,7.130442389391313
0,1,2,1,1,1,0,5.704482101757527
2,0,0,1,0,1,0,4.174327797161008
0,0,1,1,0,2,1,6.643903062288994
0,0,1,2,1,2,0,4.75931178380139
0,0,0,1,1,1,2,2.9110817232142154
0,2,2,1,0,2,1,5.9493698283074865
2,0,1,0,2,0,0,3.0158630952571617
1,1,2,0,1,1,2,5.466537216621853
0,2,1,2,2,2,1,9.247633401180655
1,0,2,0,2,0,2,4.546254559164786
0,2,0,2,2,1,0,5.593747487686943
1,2,2,0,0,2,2,6.909458065307564
2,1,2,2,1,0,0,5.0483881986223675
1,2,0,1,1,1,0,5.433454655740325
1,0,0,0,1,1,2,5.786001707019344
2,1,1,1,1,0,0,3.86969405849162
1,1,0,1,2,0,0,3.606186537891771
2,1,0,1,2,2,0,5.6757180152131035
2,0,0,2,0,2,2,4.980621566765738
0,2,2,1,2,2,1,7.588004653001273
0,2,1,1,1,2,2,7.862020010835864
0,2,2,0,1,2,2,6.319990974285477
0,2,1,2,2,0,0,6.005050848269452
1,1,0,0,0,1,1,5.044085674358282
0,0,2,0,1,2,2,4.845532096311256
0,0,2,0,0,1,2,4.145795015308716
2,1,2,1,2,1,1,6.783053693515408
0,0,0,0,2,2,1,6.099163527520226
2,0,0,1,1,0,0,2.128303134365771
1,0,1,0,1,2,0,5.655844324409593
2,0,0,2,2,1,0,4.372519929064724
2,1,0,0,0,1,0,3.175939295509652
1,0,2,2,2,0,1,7.140127859359539
1,1,1,1,0,0,0,4.412890946768579
2,0,2,1,2,1,1,5.238946391252098
1,0,0,0,1,0,1,5.745833568604415
2,1,2,1,2,0,1,6.701316920375742
2,0,1,2,2,1,0,4.95516034266118
2,2,1,0,1,2,0,4.501784572544743
0,2,0,1,0,0,1,4.390079200310609
2,2,0,0,2,1,0,5.853347823628965
0,1,0,2,1,2,1,5.899146320820323
0,2,2,0,0,2,1,5.939628985241675
2,2,1,0,0,2,0,6.639121629460263
2,0,0,0,1,2,0,3.9153889305889567
0,1,0,2,1,2,1,4.1836504856765515
0,0,1,1,2,1,1,7.0918202447152225
0,2,2,1,1,0,1,7.210981222934225
1,0,2,0,0,2,0,5.425435106555298
2,2,0,1,1,2,0,4.84676952269287
1,1,2,1,0,2,1,7.8316364826909215
0,2,2,2,2,1,1,8.532432285747852
0,2,2,1,2,0,2,7.560620120091201
0,2,2,1,0,1,1,6.427433115526477
1,2,1,1,1,1,2,7.935552377770964
1,2,0,2,1,2,2,5.227426114942039
0,1,0,1,2,0,1,4.817693592053283
1,1,0,1,2,0,0,6.601913813712835
0,0,0,1,2,0,1,5.390684909813082
2,1,0,1,1,0,0,4.4755953381258555
1,2,2,0,2,1,0,4.320994241517676
