a,b,c,d,e,f,g,h,i,j
-1.171997758374501,-2.564165132943006,-2.441272289004852,1.01557160626512,-3.186958836423643,-2.594435427463582,0.3799195224247631,5.273596953782716,-3.6683168682674836,-1.1045644774711352
1.9131707472462032,-4.315759124744444,-2.5071702158637788,0.6777887524889512,-3.6999134796809185,1.2941185260949903,6.356460704487449,5.497103457909197,-1.9492553391009533,-0.9659437241036186
-1.2240162007402255,-3.9831005494752176,-2.261295655577597,1.2667144264033317,-3.923163383595128,-2.9361594334909893,0.8760075005074879,4.885948046037228,-5.241084520508853,0.39506712225097695
-1.679290361717149,-2.819613887151303,-3.0361723085778296,3.2847641023858616,-2.3402093616774953,-2.761505273422203,2.7926021128212177,5.446811544945615,-4.193387379272004,-1.9125740491214782
-1.8110577699106647,-1.666108890197177,-2.595242639929941,0.8916649070794445,-1.9169415218113466,-1.7233303616033022,1.0533602339848525,5.057700411906561,-5.4630354052231755,-1.6360444446356825
0.02597090732105973,-6.185141789651276,-4.3527206341510345,2.9256275091766226,-1.8040731936414192,-3.0694610199554577,0.6048559972815095,4.430612176322037,-4.463799792914496,-1.4521336590759586
0.33787125014709696,-5.592093650851652,-1.3880020146050862,2.3955205781534716,-3.687399776259185,-1.5296795527702327,-1.1040102817184483,3.7696136261902966,-3.422799134285982,0.01520881286569864
0.44097391093464255,-3.740543313264577,-3.5822770940068787,3.048171703714527,-1.4894007176752022,-2.3778656746941906,0.43324564649041375,5.676186516719371,-3.777871654168724,-2.290046953668102
-0.3373599782154893,-2.7417692938510827,-4.034575049993409,3.8340035863395547,-0.7436987201724924,-1.3607262271483815,1.5391566492285018,6.470447178934592,-3.318363675781933,-2.3044244451776894
-0.8126750220358617,-3.0519997865438313,-0.7602807308534232,0.5552407966532469,-2.3169704850498354,-2.460561892189626,1.1610196609972276,3.854505581659632,-5.694304496020248,-1.9831495198186844
0.8427645820080417,-3.153827074839491,-1.3662396292597832,2.9256641277667774,-0.5650462544366641,0.39778233751774184,2.819965445060307,4.14899977729347,-5.475922385502211,-3.058106654971887
-0.8975853865617808,-4.898596407280722,-3.0671712547314844,2.5820813920584427,-1.2541520958070325,0.26480496617924065,-0.6320753712801279,6.787398343651238,-5.806630515369118,-2.0658323951525364
-1.2098402059798323,-3.3743044338672714,-0.8315411426932897,1.8907427974976008,-3.317013674142542,-0.7973939019146388,1.1719888182148648,3.7859918960023142,-4.379962173001142,-1.697090597722041
1.4013156674932132,-3.021890283812724,-1.5749824569478914,1.0777289847365017,-1.5026793842554649,-1.7411176410232263,-0.7089386306698432,5.156735236731891,-3.7825132804476014,-0.2590249873134969
0.1775715081428498,-4.307214980149668,-1.9488717993865599,0.6002749169862172,-1.907659078593775,-2.277189465025032,-0.4009179573742566,3.4687295323926235,-4.954181134897054,-2.3057217108285797
0.4712898953909813,-3.8762798374228282,-2.030821636037865,1.1509575551300295,-2.536292336934128,-0.38133271108680633,0.7766028008884769,6.427315871676262,-3.6050135824230125,-2.3090152846328222
0.6258407046445027,-3.28577663239058,-2.9691345352676812,1.9347242794624173,-3.6491753399504914,-1.169405456859489,0.773216533637132,5.271245668843993,-3.1526701531101327,-2.8168386161700605
-0.5717971089993171,-6.521783786622234,-2.0035914852732213,1.7476758624661,-2.7986338265355637,-2.8045633983569473,0.20925954809662434,3.3767579091893616,-5.105812044839009,-1.8494726625527886
-0.5328625860015204,-6.159276023813487,0.6409986222452837,-1.158688542542563,-3.7927355976606965,-0.9828523938923767,1.0351335231370755,6.394813372459157,-3.3312487551060332,-3.2303518780603198
0.6405816830656459,-5.216829868217755,-1.8285836551665176,0.06152272367580114,-0.7157251981721344,-0.4944632005484675,1.2830100969755098,6.73745616012752,-3.6545969034405292,-0.32938538711154064
-0.6171512238777086,-3.9606623970366197,-2.6063035009080755,3.144062409088678,-1.901512280314773,-2.5517696017959537,0.6206683444015555,5.106044257797374,-5.922389529542641,-3.9364888728833316
0.3360206914446697,-4.71219060974181,-1.2632324752475754,0.6052491900428203,-0.762315684941923,-0.18505627503838684,-0.1413261018388332,5.813035551393053,-2.498169051428282,-1.628727215605965
-0.08945955292809644,-5.98269679005875,-1.3779965539475976,0.3924389442989802,-0.2921803983471656,-1.2329201213860854,1.098868149466404,5.043588760456098,-4.086693341115427,-1.5200959610901876
-1.1942715158413304,-2.0251400956516963,-3.2431064573850934,0.6822055848337114,-1.46623991976934,-2.5475132555484037,1.9972705347013697,4.771165825192971,-3.3274108495536767,-1.426160021373307
0.9663907689328148,-3.992846262734966,-2.2592444867892163,2.9617644217046064,-1.9819230356987054,-3.9576428499461054,0.35290708387637293,3.986916133237267,-4.065494177184943,-0.3800459393256794
-1.2893619498023041,-3.3956350586433977,-3.1244985570844044,2.718303272853494,-3.2489676044229094,-1.403724827749264,-0.44884476841959586,4.501550806835328,-3.9205104219868905,-2.0279113543216956
0.23296344452977213,-3.5125201294513544,-0.1366604636315767,0.4111395310414943,-2.8606993401057332,-3.0392971949872742,0.2525614952373627,6.856039900599215,-4.76752712751281,-0.8556127962036064
0.06698467909483406,-2.5549987977813027,-1.584542201849356,1.3285361242614715,-2.3926699505707543,-1.267128219576253,0.9322987200429809,4.938752791276245,-2.9557454543843305,-1.413198834114876
1.2666112172939297,-3.663865805254974,-2.9348771578394723,4.4249888784220595,-0.39809596826123617,-1.3527436801484058,2.216143285974042,7.4829291014802095,-6.270508835279801,-2.371119954206164
-1.1196252235034803,-3.5035117026955276,-1.9505707050457564,1.638077584291537,-2.3241614889228224,-3.0670175623457148,-1.183647950495013,2.3275833154882615,-1.4585646691828114,-0.4142082087738984
-0.5431967015635717,-5.357852391281183,-0.19908344778038845,-0.8374729059276518,-2.2498691535313102,-2.206099688075044,-0.2839033993121874,4.340173929955757,-5.1028959657544,-2.621046713447353
-0.10030654480682887,-4.680070350709987,-1.4867039597510698,0.7827195272884504,-2.834365355903355,-2.1097074852186357,-0.18977474404922212,1.8375829273566682,-5.947386447979159,-3.0779061049617185
0.1808470634830872,-5.776121592826786,-1.6250605741384216,1.8588699904142307,-3.278667487126086,-2.794211573640355,0.27802459330240503,3.6093410048902967,-3.856415768726243,-1.9873787624532215
0.8684571437377585,-4.305431868038515,-1.5191631220546893,1.5751442141272571,-2.4731725570795984,-4.090600889715853,-0.5677948090679656,6.234844295755472,-2.6237795003264157,0.6958803110878613
0.31109857969145777,-3.5893124343530505,-2.97904396951638,0.04346755480510911,-1.4793222069688048,-2.3777563337342453,-0.2986422213592553,5.100439925052614,-3.339914176228305,0.2322386148552904
0.024860582209951868,-4.398016208893085,-1.3003290828654572,1.3877757274764333,-2.077930979387318,-3.260429513811679,1.0404805306530651,5.133952862896918,-4.204480335250648,-1.7641712323173913
