d,e,f,g,h,i,a,c,b
1.0808554344295003,0.34395411193564823,1.2295530368322904,-1.2371069418628666,0.7607680519814713,0.5551645285971142,3.314354276812127,-1.2938957609237123,-0.7425000885777696
2.6547498690616855,-0.612372024871418,-0.9252808294815588,1.38028807042387,-0.656665575296177,-0.03475435512189591,5.898537566911324,-4.758800731266539,7.020921846403969
-0.7671528189303864,-0.17948307343192843,0.4317673856291982,-0.9412893179036308,-0.7134314538365227,-0.49144670883119757,3.650429473723882,2.4937483150405626,-7.471557664620615
-0.6028945815555102,-1.5662908183068371,1.0870440087682267,-1.572138192023672,0.48912362805977,1.7618212598032892,-0.29288255453054357,5.291053034281348,-15.116943069756719
-0.8511638769155653,-0.48073851158547465,-0.3761939878964967,-1.2380586115094536,-1.4907802363637603,0.15410642253609966,2.502266622811166,1.4200192459764602,-5.769223784657678
-0.42491000101477067,0.43223486400619143,0.37971045066856357,0.6492519572267247,-0.11952127047457249,0.2644244299358825,3.164320989022446,-3.250995321733588,2.112267209382418
-0.40385799071442297,0.26562535439416385,1.8201487338475062,1.3634082998542192,-1.3978615082689068,-2.0665233267795795,4.051968393761816,1.5469263421357584,-4.662531374318462
0.07199166872521738,3.143601211693461,1.0836504492859662,0.3328772982630403,-0.6763658123680397,1.7539283705396163,4.1157553594038205,-5.607954178738682,6.567675076068111
-2.060181566014477,-0.751794465497042,0.17256277148255575,-0.03018239528261606,0.5672373574326026,-0.8512161678319732,4.442942514776454,-0.44976817772470384,0.5662334671046276
-0.30107630805670316,0.8853292118467245,-1.4565274662652041,0.11617803804207699,0.999619449082372,0.35133433388468605,7.684363751328213,-6.382601463334684,11.776534110207542
1.567361857418077,0.6076739641439486,0.49951103716448514,0.49144874112482867,2.1252060761592957,0.743697409008522,8.843251792895686,-6.485173564469728,12.776438299139897
0.11002511064358497,2.0503224086044876,-0.8639489369414628,1.2593110430370271,-0.0547318607401671,-0.07581751028261423,8.367489955502409,-10.234225562777846,19.47298068276433
-0.9326830231032831,-0.9312746211889182,0.8437495313878549,-0.9690824858912772,-0.5711630024525328,-2.9528991078779274,6.297982894145239,3.0208404652034506,-5.201942297927897
-1.0199848535223262,-1.2555162565143725,0.6244928075056371,-0.2702926241146964,-0.21483980420133672,0.18975658998689338,0.5925815018278385,1.2859586103934777,-5.45021127628679
0.4334432414383877,-0.8435613266642663,-0.1603014916537615,-1.1795089041758948,-1.6802502169350944,-1.3309675514695494,6.200136398623195,1.2930938424287581,-3.857169004792287
1.021744879874816,0.1811188643813018,1.2675380349633245,-1.029588264448083,-0.29679932274657206,0.5809635913324663,3.0622324087113784,1.9908786221403398,-5.133934289006767
1.2974969495878943,-0.03423430445473413,0.705615879661268,-1.3845864976082973,-0.5281216509270472,-1.0536323719538245,5.83181843683559,0.6769602320434795,-2.5640710020068185
0.19104657491013544,-0.5605606781040906,-1.9724299924072684,-1.3574478592519128,1.7426448008910755,1.5988038471158859,3.3936823047577778,-5.477353067328162,8.219020575711204
-1.151974482849848,-1.057917683497093,0.12607169365964255,0.34901433210207344,-1.5604419939743637,0.07718739506608012,0.611004975415515,1.7021653564593107,-6.222784987482023
-0.6862569008373571,-0.6613089727397856,0.11483882861015933,-0.36193115060143377,0.9063263915479653,-0.8824044807602262,4.778197129595364,-2.6284163455421394,2.766381170990468
-0.9782713846679173,-0.4531512583190235,1.2853616440028304,-1.6394296289813481,-0.47361483391447595,0.8505543723560338,-2.1639413867892303,3.8298513724723113,-12.703280614948753
-0.6171512238777086,0.0864060464559192,-0.7260189862351287,1.3315126028426423,0.08656199468613102,-0.05796926930334302,5.08860600016971,-3.671671544556853,2.787302807410386
-0.9003161812767706,0.7961845982546223,1.019427734106972,1.8229461416375838,1.4494805833821383,1.0993114620616362,2.1202065022383865,-6.587079999897789,8.43720776421811
-0.3569778503492223,-0.2257137641180404,0.7683335741197437,0.10033683866485885,-0.16041975213803852,0.0856854291181499,2.1747572857187505,0.05024733877208956,-2.8436906211491753
1.8591938074130026,0.7090004249455948,-1.2508441214847117,0.2790106512444105,-0.021375051022312554,-0.6954630322152497,7.383369408060096,-5.708365366992815,9.446264064634475
1.2898341448679984,0.7642096576068909,-0.8033351200645097,-1.2162746405264933,-0.23472790112934053,2.682206854664592,1.2526039489817684,-2.633565894496214,-0.6956518250417996
0.2858833905891918,0.6007152568954238,-1.7139360900752592,0.9358780757934021,-0.37989922198463016,0.44952945279052564,5.424651134789089,-6.469938994459844,8.7922424849118
-0.8430501398490934,0.6906165182119209,-0.5411552649620791,-0.62740890234791,-1.2887191126229451,0.0371903983300215,3.656325454208458,0.201215171256662,-2.972410394091211
-1.0980838502524712,0.18891083892495056,-0.08215199236035425,-0.10757448896274589,1.6057454302575367,-0.9854186439151603,6.335507010154089,-5.923037523606442,8.921570543937701
0.5454650814609122,1.3157829289194831,0.9355481232276026,-1.6870010334448504,-0.08862757871281864,0.16575157890137485,5.920821808661172,0.9127969610695585,-2.1393951822651185
-2.0175231004583267,0.394615799532085,-0.6744077070549473,0.4999637801332318,-1.616949042303503,0.7285072845041133,1.4361718105904842,-0.6350512962390378,-1.023943680459463
-0.8039284152812162,0.6009312711311966,-0.6228938315124066,0.21431960092209412,0.6870133598018671,0.6571426404097385,4.696205393111841,-3.620375757096088,2.8557421055238925
0.21739984503219362,0.10465105597857555,-1.9231277208704463,-0.20043859287254437,0.6513028425590106,-0.3159131942401158,8.40435652482548,-5.843337152769114,9.014321767563903
-1.0225986181624567,0.41057216432967497,-0.21098101621271928,-1.2772133348194268,0.0881782738921912,-1.5365368681643616,6.964833766891201,-3.244894955429679,2.93770171749716
1.0831520167678566,-1.2511710689993718,-1.6377289499186185,-0.4533041460505187,0.5304538952657873,-1.7780355960013183,8.597293847851128,-2.9187444028162988,3.8838156640094135
-0.7569939991156549,-0.8138109446047661,1.2616808298727384,0.34038512189069786,0.8109724423650077,-0.987407057537021,4.209774695225296,0.8990521219593198,-4.158888201360316
0.10310136676226621,-0.0365934639412912,0.6654133405905366,0.4950704562689309,0.1072566269151461,0.674987312877608,3.320621009181765,-2.156871325784004,1.6002367209212227
1.5448740435904276,-0.77906722515134,-0.7228456569455771,2.0133526732545475,0.14004202099097837,-1.003533153193302,4.921758493516805,-5.58164578028312,8.356615930250493
0.017887362690840125,0.7305696968608102,0.20561354308700389,-0.5199012135071941,-0.3590885914411452,0.48942437197965105,4.7439174271624065,-0.5346505016410164,-0.9482228397653728
0.7580033195494729,-1.6257824825588338,-1.1087181869319942,1.1925681636102046,-0.7019963762942784,-1.3575518421755584,5.417788397664656,-1.5593662763049096,1.2954922484817852
-0.46076819388017914,-1.0235252993448696,-0.45845110584514326,0.23314076380101473,0.08865306416756495,-0.37003750356014126,4.048364226448545,0.28608624661556836,-3.8293211273497607
0.3043553712341252,-0.13808309866032245,-0.2743207163085831,-0.09227566271117657,2.4811624527878315,-0.171017807820202,8.75150465705354,-6.556368802992797,10.619278629989353
-1.5122406232230736,0.10507018536306287,-0.19729477597097014,0.0779044476604168,0.007998634928769925,-0.5394056650275231,5.895358540854789,-1.6958757136276748,2.005665296681784
0.04405962035919022,1.4766461616933961,1.711767132109015,1.6411136942980993,-0.3995180285483279,0.3000698816019774,4.521757529383975,-3.4920670519441828,3.538761795739929
-1.431325752363569,-2.7548103785417815,-0.6107641418835407,0.5247988472612416,-0.7421609869401998,0.23899309961948462,-1.2639278283541735,4.281151400399653,-11.946202754432257
0.3978745954057583,-0.4478706970758608,1.6852064185973137,0.364843922127314,0.24874001137203675,2.7953312921354945,-2.921754102124062,2.971586173163987,-9.725275761841468
0.36465315060056,-0.9413419994252873,-2.056995766706732,-1.6089991085787991,0.8936585841569087,-0.791439277538179,7.774323430141119,-4.387361918796637,7.525068773151828
-1.010840939789875,0.8184104045500066,-0.30350525421141594,-1.1969098504236717,-1.1679801815819377,0.42092236650976267,2.5192814312390865,-1.2572203968418025,-0.02364298736620213
-0.4186273167853506,0.3120315834624694,-0.1852558651977599,-0.7520270874343159,-0.778805262788711,-0.051654572266351464,5.778603164561825,-1.8047388039934298,2.4350007274754404
0.3045172610594067,-1.0428162215139105,-0.8043360578672519,0.7242894543707695,0.8670638668035486,-1.381763611566109,7.49021013314884,-2.8471000831642135,3.988264867004812
-0.6776924374477974,-1.7859862600881915,0.4455488968213078,0.9105698339304048,0.3500731200292493,-0.9532755106569494,1.84425720672508,1.9031775935293185,-6.291533617159172
1.286063779924522,-0.6146739835868854,-0.5741324701000811,0.208016531308596,2.353580939615885,-0.25302756171079005,5.730187128098215,-7.069512169154479,10.857022677128484
0.13095340292340502,0.48040764456200263,0.6284084614794506,-0.4073165693467644,1.7904301706587638,0.4991700595568206,4.853106738202319,-4.675335127511565,6.274567310921072
-0.5203630365332101,0.2813065680964333,1.3434231554554625,-0.9391533598439117,-0.2715160390340514,-0.4735008027357566,4.379527500320489,0.40015958685975794,-2.76360060642359
0.06653050683970729,0.5986250378145048,-1.2568266557221737,1.1729380284676447,-1.074380409120556,-2.92457846118061,10.896441125810446,-4.45780294419967,9.066729217956187
-1.0563408734633022,1.0671712103341655,-1.7856370505963923,-2.1915255815810197,2.444049332553016,-0.7051705532972679,12.073094964790194,-8.626628857450594,16.484141095610713
1.1521749878488483,-0.24722366994298067,0.4470044887397999,1.3674356520399733,-1.0001565673767712,0.11589314748194775,2.3346472515370644,-1.5496824593114482,-1.4380282859900453
1.2014718372503344,1.5255804224124732,0.4897501499777154,-0.7333382888823659,-1.7366232189020048,1.0026818394017845,1.3499259644060695,-2.63904361519164,3.384006111435137
-0.7138726634563296,-0.05545950217310833,-0.605036222526026,-1.2342871611805786,-0.8866912785635145,-0.3767571979514752,6.025542761049695,0.6074764680587121,-1.6326193560487112
2.5164369153714685,1.534018089122508,-0.2509656920176402,1.0909530406752939,0.5990688494686218,-0.9865021149420751,11.230953162404518,-8.81935201258081,14.402178864926002
0.3737719148067307,-0.40727670123034215,-1.9941499416715993,0.9120524562123332,-1.2836666208536753,-0.41189230491236906,5.354918106279846,-3.2451254083647303,4.456573025391002
-0.39000109621469126,-0.4866767678838989,0.43080611970134225,0.3034255371487279,-0.17797894474076612,0.8607608330478718,1.3507428433919118,-0.6185973717498382,-3.838226550632019
0.07825626046412644,0.033018805433939945,1.4103082215317242,-0.7764905212370865,0.573485842534133,0.3428896157924698,1.9665624905895922,-0.3639574330781686,-1.8174300742425054
-2.761763646265384,0.61304184566186,-2.5107154787878314,-0.7408665463798572,0.1251780809644834,-2.590706668758919,12.492502185248187,-4.667883304935569,8.549329677229105
-1.892726090744174,0.9681375962294987,-0.2501382510591992,0.516741244658637,0.31778573843994795,-2.3566159678390686,11.055570966715555,-2.6190585388024097,4.872789403448717
-1.1087758030262194,-0.1458772082705872,-0.8023006081095931,-2.5519617193639705,-0.5757779260217545,-2.0822695808162424,9.928099654082418,0.4490593149231945,-0.9490420296414214
0.861137885963383,0.7333079436426793,1.0062453569383338,-0.35256826696697346,2.388904890114003,1.1216785278384611,4.9388835802243225,-5.510695339903076,8.044915773455536
0.8525441171095299,-0.19782445778954202,-0.6085645705481857,1.9443608605496887,1.301324081841067,-0.4542592288747072,7.494902599866523,-5.7120904750160815,10.210067530199115
1.1037008105397497,0.9625605477211319,0.5951933400235759,-1.6723749475567515,1.45150088573051,3.0464397967628822,0.905970941634177,-2.3079368217242973,1.1967905049916738
0.37140889227276375,-1.8189817436249704,-0.2967208150976365,0.5576423240901559,-0.14896070314678722,-1.2962596498193963,4.708808253032484,0.2030801924981884,-2.3945400004096293
-1.2809004408809674,-1.682005470049077,-0.36356711856644736,0.710935463177189,1.0795980335327193,-0.8722369169368869,4.831424633708061,-0.5841017438874923,-1.6919477019766755
0.46228116872644603,1.0416021910658928,0.11648402836019005,0.941370821981297,-1.4345810772942422,0.27261961048237815,4.008622874015938,-0.8717738241672461,0.23833143357024833
1.4902573795519576,1.9537723303217083,-1.0255920919718071,1.835159231579186,1.0942245021254324,-1.7391894405421315,12.100186249715005,-12.833773551967885,18.949759384118828
0.607197538101851,-1.5311267907454247,0.9808760999997753,2.705401434424669,-1.3556667559793858,0.41093368592193286,-1.3688958402373794,3.1251927954698053,-10.533109467143817
-1.0903810701019179,1.0850703879079404,-1.919798953897694,0.476290079453036,-1.7312465951390232,0.5834237219210697,3.5275072551580418,-3.7664870358022036,5.281228668516327
-0.09297751691161404,2.247947084571326,-0.09535676488552752,0.22818270040486363,0.424811438650451,0.248879489516893,9.40658035993776,-6.6441139705664645,13.015777926375229
1.2412448142865442,-1.2310580449483528,-0.32284079813383804,0.7920063435684138,0.27084442023822775,-0.8249144214874005,5.876914117827623,-3.9523923028462984,5.157526133705767
0.17577272999221608,-0.9777384241545174,-0.08254599261774795,-0.08799992372013839,-0.66108029629017,-0.7907072690670561,3.0157644122846707,0.8184284456705319,-4.575451422002411
1.1982847581234326,0.6140658457623333,1.906783776713832,0.3684441770420114,0.0859896367712426,0.8495708156410064,2.3925779838567434,-1.68862058238398,0.8520743950582524
-0.018975843275670857,0.9887383589904862,-1.3926578711972113,-0.024809389131700072,1.2034251310346384,-0.3025083370738592,9.34795611637102,-7.6166962166440975,14.467067674516922
0.7164403256393284,0.6399963733600184,1.867303546986877,1.763768702719583,1.4082090381405934,0.7590883576210312,1.966540945229805,-4.668532188765007,4.916363945980505
0.726894075260342,0.21567309460173548,-0.284489559348765,0.6478519407596267,-1.926995287535823,-0.8973722139627246,6.597849294585227,0.15507001406882914,-0.4116053914883333
0.511050629185058,-0.29334274074015937,0.23539278688324372,0.1826045085049905,0.7511100128213513,-2.025028332012251,8.39299196707317,-4.008537090012925,5.553578150351649
2.3082018240216073,1.7764100341124418,0.6948554175529527,1.7473975881589316,0.4377082452385494,-0.17760502492152588,7.398357125683312,-6.3441071614353115,9.835587441270537
0.37664238732476,-1.1296374498573918,1.5636658812053286,0.6024962341285993,0.8198972996992595,-0.5345947400057184,4.595766197767979,1.3438566508732102,-3.8994506846424337
0.6296747482810737,-0.6546479617609451,-0.02340953447001463,-0.42854184346863067,-0.6484353897728063,-0.7607910511308393,4.648977489990747,0.8958123762212449,-4.939788577265643
0.9641250685967201,-1.2520360135156314,-1.1414571077222837,-0.23283233039208212,-0.7863906248145133,-0.2428277407761547,5.258329239754261,-0.7062093472855565,-0.3593833514243998
-2.2340016090159867,-1.154079350081331,0.8923170183212584,1.1244378572377574,-0.41762104172668485,0.10456612931567637,0.3236376725785355,3.5133645281056713,-10.306748297701057
-1.057149153860268,1.2136739742698484,-1.3479103548733642,0.803046832478207,0.7391697013362004,-1.5227180537725284,10.851439718075511,-7.152784364580212,12.013859037790272
0.7312358941629121,-0.47079860943787327,-0.11340484490837621,1.225054149371251,-1.1770290635937404,-3.3025907407293364,10.182807222454189,-1.1455318197912452,2.4429779496328647
-0.6827162254252406,-0.5305908435698022,-1.0650942077745198,-0.3727361068102216,-0.47101161352656995,-0.37890699113032333,4.87933049553069,-3.18552350865602,4.705620329361764
1.498549415748564,1.8190729603668394,0.8676202146904375,1.647773775163299,0.3720615576025581,-1.0432188708859311,8.986341315999816,-7.11959043953154,11.635573778785869
-1.529939674443686,0.8036869347621592,-3.3722016748355963,-0.6305503292510184,-1.630458599130851,0.12112139748762395,5.631830473206483,-3.067778767656738,3.6335036204869207
-0.2442125687179792,-1.374699632896569,1.1522536664763006,2.199958909251671,-0.2282885775779593,-1.793943490957336,3.186886876895423,-0.19373128566011022,-3.019448080256678
0.23043542036620523,-0.8323125035225357,1.017703993793627,0.35615782156978226,0.3861831522675975,0.21628877024310444,1.916972323881675,-0.5707891037134869,-1.6898478313684604
-0.0595158477059934,0.31324264081645775,1.2990658833681736,-1.3096432761463237,-0.5455825668266399,-0.06524748550524809,1.9347031406678896,2.8897049152508707,-7.25076197703177
0.06604825287873943,0.3784550717649541,0.010865440572630947,-1.286862337343465,1.314777095409373,-0.9201335709749133,7.226441842425032,-4.7106564938990605,6.769139251436095
-0.6710217253547835,0.250027548368005,-0.5788097888800511,-0.004322839636310763,-1.1117542156755629,2.255784079817036,-1.2629579954237293,-1.4889261967663163,-1.9023584009174537
-0.4679838702178159,0.7386604312874535,-0.431976908575468,0.17045025245571227,0.09021769850475894,0.5363555302377202,5.384296328604878,-2.304002468882464,3.1463706884544527
-1.7676436507262105,1.3948119400574261,-0.07363769524149899,-0.6065886516073614,0.38520817753997827,0.6281677726176296,3.855155860015461,-4.476808894402515,5.049775758384556
0.20128902733725393,0.7051966400156002,-0.3411623127245967,-0.8929789234617824,-0.32491982603875885,-0.7504710205457891,8.61401006189232,-1.3221785366563443,2.5580984066854726
1.2987734361633363,-1.2618541431085872,2.6900477228331567,-0.29952951340043965,-1.526653595653086,-1.5689831128793765,3.2350751251352134,6.04994728830697,-12.846531717559003
-0.7324563000493662,-0.5270269802086646,-0.5762952099066406,0.26389579430874577,-1.4082657643036522,1.32950235228498,-0.1943404547892455,0.9393346469052907,-4.677469116017491
0.29533763342676633,0.05502048844001784,-0.7126931531313209,-0.25712717132118856,-0.9509753453197077,-0.03559827340227029,4.840577794791392,-1.7780718258763515,2.052073393919568
-0.4041037358229277,0.3654701602705354,-0.46217938915192686,0.2073068884401011,-0.2598398355904151,-0.19685759036547992,4.793833484005465,-2.207971907771935,2.8499773476967607
2.038136953286192,0.449271654907735,1.1614001984161555,-0.4269031751736269,-0.8872747221877966,1.4136410530829329,1.766012339037227,0.04758381062855102,-3.1362450904501027
-1.3855865214164456,-0.4971436914748793,1.4886703411883646,0.9290510995037652,-0.1619511086012727,0.9994267437174711,0.025203065071514374,2.071857098803832,-7.489631546207412
0.4569445904142489,-1.4583368934268042,-0.21721954144629865,-0.5404994408168267,0.719173516459202,0.07934502941676139,4.4645175340329315,-0.02862486099426459,-2.392765994287854
