a,c,b,d,e,f,g
-0.6505796934641018,0.3245051846851056,2.1051095589942737,2.4741579602839563,-1.4289625955474037,3.5073618028847684,-3.2099487309258494
0.02356307089108479,0.5635013266775448,4.012462903424289,5.773863286606006,-3.4774807487461614,3.7742716745675637,-1.1751857978836269
-0.6474401320367231,0.16682537083949497,1.8997454844084416,-0.12129510624355344,-0.052924579655717396,2.615956105546597,0.15395733027321956
-1.2446426029419588,0.2457505399347673,1.0004020027652112,1.9278378682618915,2.797356258250349,3.3282592169477114,0.20941529113912172
-0.07949021395013553,-0.2935605229664676,3.222973298638768,4.282735243967469,0.5749101882562004,3.481945025895602,-2.5002557333255204
0.1470203619748601,0.12083820497091488,2.9249791161266323,3.440034264720833,-2.286535532673946,3.309530447231227,-1.1790890909175191
1.404240479778139,-1.254747713988859,6.97488333676983,7.132532863627182,-5.668467567488011,4.397349109253036,-1.834308475364641
-0.20683999373666997,0.03954176463145735,2.7601252553287297,2.1166244096510236,-1.0780328972916957,2.6180990200907512,-0.13990653539889175
-0.9687708501812025,1.6439462505974998,1.0980031988174221,2.7346363681993013,2.598958480439222,0.8093791777684938,-2.3355050611126336
0.6092533496496614,-0.12698503112359644,3.2566247103219976,2.87279615647346,-0.7582089086854069,1.084154874839868,-0.6235964570637089
-1.2649169622567573,0.007636026580708597,1.4732004742238172,4.121393099056872,1.076807400835811,3.462959981341013,-0.4695429602691631
0.3620770786414364,-2.0572275616434808,8.154799598710985,9.977000944205422,-6.790911927025604,8.376909262660037,-3.437431081586234
2.5002540083337945,-0.6007155330466105,8.785691099918347,9.50003365763388,-8.107401489287836,7.56265516715465,-3.527232377260515
0.08974995270254368,0.4557736826344306,2.4650830911791615,2.7800287685785308,-0.3166489815768251,2.3349051218281227,-1.5506820111450244
1.7158566820432466,0.8796439417393397,4.44763997887727,6.7334554226137175,-3.3124524984585815,4.494210582157134,-1.9845377956026438
0.5013575045295436,0.6208939752858409,1.813529997411827,2.9230927756303515,0.6861993669202578,1.7088297327007633,-0.5748407809593806
-0.9709794744914801,0.8871174167140551,2.1196857508800835,2.225695847519186,1.1920965458011148,2.7701984506408417,-0.10256976837061216
-1.116676546831622,-0.1492970002747716,1.2168223085042282,1.963418969913932,2.4196236870074648,2.8552961115647917,-1.7642327699285918
0.577428258719286,1.0170348945045773,2.1982185975826614,3.1435042255115064,0.03723218034969211,3.0317546250654672,-0.06424667993057276
-0.24738616788782478,-0.22809090640635218,2.996828912264627,3.416422918988222,1.0226392156006239,3.718196830852859,-1.7074839825376245
0.6329964932629543,-1.2835284535396165,5.420715438967938,6.373661016342623,-2.0544661800218944,4.520575050993198,-1.3221265573506706
-0.6924296232981813,1.4018659765768635,0.7217918538891466,0.5860068537771983,2.5966674449767644,0.6343975105021336,0.7554067291786326
-0.6407204317031509,0.3475200063058533,1.9785320702720766,3.709232569696966,-0.8867282731972175,3.3280986392500713,-1.151937161080423
0.6130272312737375,-0.7186101029299005,5.831639672358756,8.04156869865453,-4.413599803438758,4.8942738945053295,-2.009559107257235
1.0691512188841281,0.21025388825935443,5.817698426831625,5.892365205212664,-4.111213998688113,4.899278272399118,-2.361835937224675
0.7548877329020269,-1.3122809910185675,3.929299359926806,4.747614185307359,-2.603889912993311,2.8422395287045186,-1.166104232243177
2.1062621999070648,-0.0003617188570150969,6.658370566091332,5.400045493756652,-6.59908288804982,6.177610857668688,-3.9654514168455908
0.6731423817298595,-0.30111600859624676,4.461638579606281,6.0156638963120725,-2.32372028496834,3.3495669533060717,0.1349111982702793
-0.9277278174771951,-0.2719084290465348,1.6820035090696364,2.1391939445565726,-0.34500986568698977,2.8570083102790544,-3.09545071335077
-0.07489529234490973,-0.2523830980235457,4.9057355771595015,5.500692850221858,-4.021253395854814,4.711386518801971,-2.051628807863301
0.16643843847733944,0.3393556240357677,4.214622649768886,5.346847704850487,-2.2439090379028293,4.081709317953324,-2.337057666115306
1.4690869869789516,0.14707993497095256,5.588098303418323,7.580953473372503,-2.9035688360958516,5.333856959488823,-2.3758200534926677
0.20774732563092924,-0.26700322404747084,3.8076246385953323,4.2637667522224705,-1.8270460779429836,3.7131944880134413,0.4893645428259754
0.22921766378460698,1.5084559449499035,1.2273108790683465,1.601279698932968,0.8774237199663615,2.991936346334205,0.04575040686149112
-0.9583975411226784,2.032750509342045,-0.3064278710964172,0.3359790333485083,2.812859803388382,1.3622175322333483,0.0748499857948674
-2.541086471881695,-0.4219089009612021,0.9871216730946235,1.1702146253469279,1.6488975868626727,0.7157631696185192,0.2521065125912905
-0.19845742211366696,-1.116312892352069,5.090323695842939,6.756007408893653,-3.0050339892853954,5.209484618114992,-1.75417356395276
1.1554216012713499,-0.5429720551831149,3.708646289857647,5.122014526121694,-0.5962928820270756,6.566264869555647,-0.47245565167883574
-1.6871930544053177,-0.6358520469679924,2.627965936268351,1.416649674659011,1.4784967385863628,1.9211059074838384,-1.2591094303086137
1.7178344090681743,0.9962187728338641,3.902850106280603,3.93248330268734,-2.9309939278019743,3.91182338652872,-0.4702234291036643
-2.210272263690599,-0.4555651099728765,4.7183114331550104,4.985779770743402,-2.696203437010418,5.612460628765669,-2.8983306513213045
0.7160734113633276,0.6232245983200364,2.940911763041809,5.083796698313671,-1.1779482124728797,3.037732436465533,-1.9336864822057502
0.12019041881714124,0.5362436254771437,1.9893134286042158,3.023939373289503,0.7067113247835279,2.0874920754605863,-0.5556317061136213
-0.5298651471801137,-0.5196916517905027,4.541783724184889,5.493160817401586,-2.976008839852439,3.605274717086767,-1.3949864118622595
1.451958650766899,0.8395260082755626,2.6914200418696543,4.337099219534501,0.45644749097317605,2.477780440265652,-2.0216408827264294
0.11989204498779635,-0.07905513678628616,4.746550755544789,5.927852250536694,-4.635182491317286,4.7894405556051405,-3.182539970328576
-1.28930250616157,0.7774758214028757,2.052039733444688,4.0238203837855275,0.9035112644244101,1.8306898508489988,-3.1651964823151015
-1.1951820522395729,-0.0819162067509278,3.8365287094821627,3.187928747380975,-1.2253645133563529,4.740270436268191,-2.2855855835009566
-1.7777713248642906,0.3732019668101439,2.1800685513366305,3.9915469621466397,0.8683654685080636,3.2893109117478283,-0.8675177217463006
-0.8247019208334737,-2.1181673662734313,5.163719584152944,7.811994984643617,-4.7170780665548016,5.245492654280726,-0.25393806209326786
0.3806171622450881,0.9079642252623341,4.0581786560570485,4.04562954408354,-1.9269037804720897,4.656997765927671,-1.5112808730703196
1.328838985997984,-0.21010228738972736,5.192090472202502,6.109596994425682,-3.192732145791094,4.225114827072914,-3.9028488482248416
0.3534311741421263,-0.7055066438700854,3.0577643914095214,3.252266154037001,1.0623542545498126,2.591028115480213,-0.4615719154799732
