c,d,e,f,g,h,i,j,a,b
0,1,1,2,2,1,2,0,1,-5.584194552934381
1,2,1,2,1,0,2,2,1,-4.767993962549593
1,1,2,2,2,2,0,2,2,-4.38005727899203
2,0,0,0,2,2,2,2,2,-3.2639476329222226
2,0,1,2,2,2,2,2,0,-3.71123419463087
1,2,2,0,0,2,0,0,0,-8.254408490825073
1,0,1,2,1,0,1,1,1,-3.2645051696798846
0,0,0,1,2,0,2,2,1,-2.9870820956675157
0,2,2,2,0,1,2,1,2,-7.146420320780281
2,1,1,2,2,2,1,2,1,-2.8417907010244554
2,0,0,0,0,2,1,0,1,-4.192712995717028
1,2,0,0,2,0,1,1,2,-4.736044804031618
1,0,2,2,0,0,0,2,1,-5.272532466184065
0,0,0,1,0,0,0,0,1,-5.116596700105027
2,1,1,2,0,2,0,2,0,-7.527253565845354
2,2,1,0,2,0,2,1,0,-6.0214965272877725
0,0,1,1,1,1,0,0,1,-4.84503461872003
0,0,0,1,1,1,0,1,1,-6.589606110159696
2,0,2,1,2,2,1,1,0,-6.520652527519648
1,2,0,2,2,1,0,0,2,-3.9177797026973247
2,1,1,2,1,2,1,0,0,-6.17129788760239
0,1,1,2,1,0,0,2,0,-6.687666960611284
0,2,0,2,0,0,2,0,1,-4.5676359557601
1,0,2,0,1,2,2,2,2,-5.245640044793532
2,1,0,1,2,1,2,2,0,-2.5212421431031378
0,1,1,2,1,2,1,2,1,-6.183528770550419
1,1,0,2,1,2,1,1,0,-3.0705693565182424
0,0,2,1,0,0,2,1,1,-7.886210754001764
2,0,2,2,0,0,2,1,1,-2.480502689507345
1,0,1,2,2,1,1,2,0,-5.608725580991588
1,2,2,0,1,0,0,1,0,-7.0314619175340844
0,2,1,2,0,0,1,1,1,-6.781374376361083
0,2,1,0,1,0,1,1,0,-7.425906240488887
1,0,1,0,1,2,2,1,2,-7.220667590904297
0,1,1,1,0,2,0,2,1,-8.032969050071092
2,1,0,2,0,0,1,1,0,-3.3340603331468164
0,0,0,0,2,0,1,2,2,-3.820761955038172
0,1,2,1,2,2,1,2,1,-7.4554407143841015
0,2,0,0,2,1,2,2,2,-5.085953638752702
1,1,0,1,1,1,2,0,0,-3.1889659984010903
2,0,2,2,0,2,1,0,2,-4.775947966971742
2,1,2,2,1,2,0,1,0,-4.148476255861099
1,0,1,0,0,0,0,2,0,-6.854244719138992
1,0,1,0,0,2,1,2,2,-6.141186872128334
0,1,2,2,1,0,2,1,1,-5.7491725267469365
0,2,1,2,1,1,1,2,1,-5.860939255537794
1,1,2,2,1,1,0,1,1,-3.1292371929426035
0,0,0,0,0,2,2,2,2,-7.728867264417676
2,2,1,0,0,1,0,1,0,-5.409160465547449
2,0,1,2,1,1,1,1,2,-2.075631351697865
2,0,0,1,1,2,1,2,2,-1.27649721874706
1,1,2,1,0,2,0,0,0,-6.697358577509964
1,0,0,2,2,2,1,1,1,-2.9219354142357767
0,1,1,0,0,1,1,2,2,-8.78964652565712
2,2,0,2,2,0,1,1,1,-1.189043477744776
2,0,1,0,1,0,2,0,1,-2.412689739422322
2,1,0,2,0,2,1,0,0,-5.992657326652929
1,0,2,1,1,2,0,1,0,-6.786297166727515
2,1,2,0,2,1,0,0,0,-5.454380756792399
0,1,0,1,2,0,2,0,1,-5.501199219696636
