c,d,e,f,g,h,i,j,a,b
1,1,2,0,2,0,1,0,2,-4.23652030306328
1,1,1,1,0,1,0,2,1,-6.1925092730719244
2,2,2,0,2,1,1,0,0,-5.157072669763562
0,2,2,0,1,0,2,1,2,-7.069075673519489
0,2,0,1,1,1,0,2,1,-4.459291643460353
1,1,1,2,1,1,0,0,2,-5.248656834428294
2,1,0,0,1,0,1,1,0,-3.1398912157457706
2,1,0,2,1,1,0,0,0,-3.6873240261185036
0,0,1,1,2,2,0,1,1,-4.19635581038939
0,2,2,2,0,1,0,1,2,-7.9483168083646385
2,2,2,0,0,1,0,0,0,-8.41166594086632
0,2,1,2,0,2,2,2,2,-7.179615263602248
2,0,0,0,2,1,0,1,0,-5.3527860191598915
0,0,1,2,1,0,1,1,1,-6.287970083362067
2,2,2,1,1,1,2,2,0,-4.416797943336891
0,1,2,1,1,1,1,0,0,-7.164936848068489
1,2,0,0,1,1,1,1,2,-5.306835158341497
1,1,0,1,1,0,1,2,1,-3.878589269235536
0,1,2,0,0,0,2,1,1,-7.758395827996162
1,1,0,1,0,1,0,0,0,-4.2010021039078875
1,2,0,2,2,2,0,0,2,-4.657177212580595
2,1,0,0,1,2,2,2,2,-5.056835092185779
2,2,1,0,0,2,0,2,1,-5.21643986382075
1,0,1,0,1,0,0,2,0,-5.858883911615354
1,1,1,0,1,1,0,0,1,-3.9203357763767084
1,2,0,0,0,1,0,2,0,-7.096067492838368
1,2,2,0,0,1,0,1,0,-7.050405239988972
2,2,2,1,2,1,1,2,1,-2.9057852618488846
0,0,1,0,0,1,1,2,1,-7.703746998731294
0,2,0,2,0,0,0,0,2,-5.826917162846175
1,2,1,2,1,2,2,2,0,-5.144049653514373
0,2,2,2,1,2,0,1,1,-6.101535867527508
0,0,1,1,2,0,2,2,1,-5.913066714387038
0,2,0,0,2,1,2,2,1,-6.520448860533555
2,2,1,2,0,1,1,0,0,-8.085305790808729
2,2,1,0,1,2,1,2,0,-5.313527418422694
2,0,1,1,0,2,0,0,0,-6.05379379590411
1,2,1,1,1,1,0,0,1,-5.552301037823538
2,0,0,2,0,2,2,0,0,-6.234709572737428
0,1,2,1,0,2,1,0,2,-8.39945628146039
2,1,1,2,2,2,0,2,1,-4.0926875950061055
1,1,1,2,0,0,2,0,0,-6.408210050622135
2,2,1,1,1,2,2,1,2,-4.015714368332891
0,0,1,2,0,1,0,1,2,-5.4465963797632995
1,1,0,0,2,0,0,2,1,-1.5742055401614636
2,1,2,2,2,2,0,1,0,-4.816358129479355
1,1,0,0,1,2,0,1,1,-4.236295129075727
1,0,1,2,2,1,1,2,0,-5.608725580991588
0,0,0,1,1,1,0,1,1,-6.589606110159696
1,0,0,2,0,1,1,2,0,-5.488804478559615
0,1,0,0,0,0,0,2,2,-7.275949986852949
0,1,2,1,0,2,2,2,1,-7.264200814208708
2,1,1,2,0,0,2,0,1,-4.720999382391865
1,1,1,0,0,1,1,0,2,-8.366915461053582
1,0,2,0,0,0,1,1,1,-4.398723305961811
1,0,0,0,1,2,0,1,1,-5.6661159539638435
2,1,1,0,0,2,0,0,0,-8.404009862167065
0,2,1,1,1,1,1,1,0,-5.972859668028342
1,0,1,1,1,1,0,0,1,-5.713299871279377
0,2,0,0,2,2,1,0,1,-4.994963201226705
1,1,2,0,1,2,1,2,1,-7.17182520029826
2,0,0,0,2,2,0,0,1,-4.273233607672102
1,1,2,2,1,0,1,2,1,-4.1311554285324705
2,0,2,2,0,1,1,1,0,-4.795582079348595
1,0,1,0,1,2,2,2,1,-4.982021894356186
2,1,0,0,1,0,0,0,0,-4.230870016645263
1,1,0,0,1,2,1,2,0,-5.406179527766835
0,2,2,2,1,0,2,1,1,-4.817728942723617
2,0,2,2,1,2,0,2,0,-4.706163786515274
2,2,2,2,0,1,2,0,0,-5.944191151730103
0,0,0,0,0,2,2,2,2,-7.728867264417676
2,0,1,1,2,2,1,0,0,-3.9327879107321504
0,2,0,0,2,0,2,1,0,-5.573895973401719
2,2,2,2,0,1,2,0,0,-6.215148890816514
2,1,1,1,2,2,0,2,0,-3.298456979251853
1,0,2,0,2,0,2,1,1,-6.232744438111123
2,0,2,2,0,2,0,2,0,-4.051153970081508
0,1,2,1,2,0,0,1,2,-5.051973276552296
0,1,1,1,1,1,0,0,1,-5.799639257087093
0,2,1,0,2,1,1,1,1,-6.860927651855552
1,0,1,0,1,2,2,1,2,-7.220667590904297
2,0,0,2,1,2,1,0,0,-4.000480228139151
0,2,0,0,0,1,1,2,0,-7.108216219053022
1,0,1,0,0,0,0,2,0,-5.755360202229209
2,0,2,2,1,1,1,1,1,-4.077267043034539
0,1,1,0,2,1,1,1,1,-8.476101821735744
2,1,2,1,2,2,1,2,0,-6.4403750513991795
0,1,0,2,2,2,0,2,1,-2.6802409679248136
2,2,1,1,1,1,0,0,0,-6.129567918214853
1,2,1,1,1,2,2,1,1,-4.079423570735389
1,0,1,0,1,0,1,2,1,-5.819875666958221
0,2,0,1,2,0,1,2,1,-4.330414442729771
1,1,0,1,0,0,0,1,0,-4.51399782573132
2,0,2,1,0,2,2,2,0,-6.6134778187032675
0,2,1,0,2,0,1,1,1,-4.2748319004775235
2,0,0,0,1,1,1,1,0,-4.291535680680903
1,1,0,2,1,2,2,1,0,-4.478001071877157
2,2,0,2,2,2,0,2,2,-2.899938195841422
1,0,2,2,2,2,1,2,2,-3.8308904979528364
1,0,0,0,0,0,2,0,1,-3.338477310885474
0,1,2,2,1,1,1,0,1,-6.330549331874071
1,2,0,0,1,1,0,1,2,-3.1336704945221117
0,0,1,1,2,2,0,2,2,-5.92842901022387
1,1,0,0,2,1,0,1,2,-3.4816476178678375
0,1,2,2,1,1,1,1,1,-5.596820372700803
1,0,0,0,2,0,1,0,0,-5.5892491618904545
1,2,1,2,1,0,0,0,0,-5.0582302609028424
0,2,0,0,2,1,2,2,2,-5.085953638752702
2,1,0,2,1,0,0,1,0,-3.889327558433307
1,0,0,1,1,1,1,2,0,-4.230427442603269
2,0,2,0,1,2,2,0,0,-5.824928250406844
0,1,1,0,2,1,0,0,1,-6.505706716779656
0,1,1,2,1,1,0,2,1,-5.730239119719555
1,1,1,0,0,0,0,2,2,-5.724935556151076
0,0,2,0,0,1,1,2,1,-7.908830255382767
0,1,1,1,1,1,0,0,1,-5.97732334057501
1,0,1,0,2,0,2,2,1,-4.988322855644494
0,2,0,0,1,0,0,1,1,-2.8157593158740943
2,2,0,1,1,2,2,2,0,-5.594879493940015
0,1,0,2,2,2,1,2,1,-5.280767565288457
0,0,1,2,1,1,0,1,0,-6.767153153326341
1,2,0,2,2,2,0,0,1,-2.1798717382387793
2,0,0,0,1,0,0,2,0,-5.023008596962278
0,2,0,1,2,0,0,1,1,-3.860048032959846
0,0,0,0,2,2,0,1,1,-5.354170480089769
2,1,2,2,1,0,1,1,0,-3.891048845239393
2,0,1,1,0,1,0,2,0,-3.968569644470958
1,0,2,0,1,0,2,0,1,-4.137728202015566
1,2,1,2,0,0,0,2,0,-6.296342772807616
1,2,2,0,1,1,0,1,2,-5.894110707168945
1,0,0,0,0,1,0,0,1,-7.52249990261236
1,2,1,2,1,2,0,0,0,-6.14372587417647
0,0,2,1,1,2,2,1,1,-7.163045191841193
0,0,1,2,0,1,0,2,0,-7.134468140764246
0,0,2,1,0,1,0,1,2,-8.314540244131136
2,1,0,2,1,0,2,0,0,-2.602300462108214
1,0,0,1,0,0,1,1,2,-5.556598223239956
1,1,2,0,2,0,0,0,0,-5.856500008756407
1,0,0,0,2,2,2,0,1,-5.890779129293995
2,0,2,2,2,0,0,2,0,-4.350276971801938
0,1,2,0,0,1,0,2,2,-6.347077538913838
0,2,2,1,2,2,1,0,1,-5.970675755255041
0,2,1,0,1,2,2,1,1,-6.0178786719800375
1,1,2,0,1,1,0,1,0,-5.365883370086249
2,0,0,1,0,0,2,1,0,-4.472380985022287
