a,b,c,d
0,-0.804692464452823,1.7418065693592202,-0.37659562912439415
0,-2.1909673177863542,2.7872613669488557,0.8266200876910892
0,-5.618412825214784,2.0167798151296408,3.1245045675178678
0,-2.25279574914757,2.7194853594470874,-1.08801118616476
0,-0.13261332451247965,5.320745527218326,-4.309694851189409
0,-0.9206603894565928,4.47231756139488,-4.737505074691834
0,-3.089535875270526,3.176187758574833,-1.403164583511145
0,-2.129184871380061,1.75079398142443,0.5391959875297383
0,-2.331770477444171,3.797634392721121,-2.122287373232382
0,-1.780156607162557,1.6971220132811726,-0.6662419029950479
0,-2.735535277429713,3.742234572179248,-3.636880086785121
0,-1.2556035173693412,2.720395725612218,-1.2024540810788216
0,-3.132079512734287,2.5877522051507893,0.7970506833386293
1,-0.5956135482937369,4.387609530278536,-6.361797788600094
0,-3.9069669327054153,2.1996600266548905,0.8105606191964794
0,-2.592167700254258,3.870937323562984,-5.660264132931289
0,-2.3123409386638825,1.1026743522269524,3.7245529745076666
0,-2.0497295638568085,0.4393845902045883,3.0955291889249557
1,-0.7926038853630595,5.082953572189574,-8.479367422506133
0,-1.0223503901517002,-0.25705495378274357,5.376810910626939
1,-0.07578667148659046,4.405838655219774,-6.709969144642928
2,1.9121748802040495,3.698556376862709,-7.656726957324599
1,-0.41441791134987516,2.0420695835695013,-1.0547640967620842
0,-1.527454375795947,2.127767521297079,0.06325117234235206
0,-3.2144717876010755,2.7283479133882045,0.1629748902446615
0,-2.2157615000129014,3.617510770986559,-3.968846523386489
0,-2.0165872703393393,3.5695905257500735,-2.1246148562146843
0,-1.6806408430428887,2.4659723399453233,-0.9299417782548114
0,-2.9850679057288163,1.8130890107033095,0.20981251646685928
0,-1.3225153092905257,2.9075110711855547,-1.5516189106174743
0,-1.4405865928742778,3.605490282945318,-1.5287054332176546
0,-1.9069976316653003,1.0047287528674322,0.8061578071552506
0,-1.4454926247139137,2.613796251621459,-1.0609101477130427
0,-2.349806511789895,2.8800954341972864,-0.6898914097389806
0,-1.1341921036856628,2.52514946833799,-1.004560819654145
2,0.925184981971686,3.880713063626338,-7.173415292869706
1,-2.2510692068458322,2.9539450633590327,-2.3655291427747063
0,-1.9117256690645534,1.4872315677290049,1.1456984089840647
1,0.4677769399164624,3.049245835912254,-2.7625628675536134
0,-3.906838040620185,3.9917075933777966,-2.6642851246708528
1,0.711816619300824,4.203554694905566,-2.7522273806313153
0,-0.3817238928507376,2.1183443850345154,-0.38459846455184143
0,-2.0284112438586823,0.8767908967910167,3.6597352225358644
0,-2.381638322216209,4.381341242267683,-6.008614603956688
0,-1.8674468162737332,2.28601522450357,0.8717312727714699
0,-3.418127259415048,2.4131143012960905,-0.03512747433482031
0,-1.7666117593800565,2.0723374230969775,-1.6381143964018894
0,-1.5049197904996938,2.9888426034583944,-1.3524427936962524
