a,b,c,d
0,-3.960811995123998,2.740764187911544,0.21625702054083007
0,-3.465060830227205,3.433753131876182,-2.976232932484834
0,-0.6061377701860906,2.5507173539740675,-1.508609903733861
2,0.925184981971686,3.880713063626338,-7.173415292869706
1,-1.6894802332847902,3.1955269341641412,-1.960623874890341
0,-3.472503456040897,3.243910377733742,-1.1381210054187014
0,-4.934528837841651,2.6129932911999556,-0.2650106977927389
0,-2.5134955079326344,2.950209976868338,-0.6880356525506284
0,0.45041501224740244,3.2800792422021896,-4.539723304312336
0,-1.5351157285363526,2.2351585371023903,-0.23217807052263387
0,-2.5295722860494894,3.366248163629806,0.10303144378917706
0,-1.5049197904996938,2.9888426034583944,-1.3524427936962524
2,-1.5309583529944428,3.3751869130885206,-5.051536031023312
0,-2.2673233626976352,4.052304791186244,-2.579828439865825
0,-1.8705225269842616,2.1092552562430837,0.9989989363450522
0,-2.0561006518210485,0.9549046568148161,0.12254949387564618
0,-1.1791938783099194,1.5649562904136975,-0.8071871463871685
0,-1.6253547737639475,1.588954839321678,1.1470101138117852
0,-1.301673981892003,2.6621733186575334,-1.6878079209667307
0,-2.6583722822307596,2.3361494944537626,1.2086352516170547
0,-1.072184591589452,2.273168032359407,-0.6756892691542356
0,-0.34106305237600854,3.229701965482479,-4.098876594641675
1,-1.9401495196514125,3.9498753611927038,-5.786066394963696
0,-2.8576956557145596,2.926047870644286,-3.815947877617955
0,-0.6342156636797671,3.0198284573286927,-1.972162596668631
1,-1.1613439866950603,4.2261346680022385,-5.357965292608348
1,0.433821392066557,1.502046658222557,-1.3027414155177786
0,-2.412535711892184,2.2455617477355387,1.0738516641371696
0,-0.5149544237292887,0.4297899355105259,3.8620185642514304
0,-1.8385141831945477,2.646059926797795,-0.9922926360455955
0,-1.7117711766773047,2.6053670277756544,-2.916163914337445
0,-0.4052819783300956,3.65553227478968,-2.2604637543821724
0,-2.331770477444171,3.797634392721121,-2.122287373232382
0,-2.9111220959249584,2.8127750482523672,-0.5508956802918625
0,-2.4185642080283545,2.1096389226031,1.2102669595033362
0,-1.5176660493568612,3.0951611125457377,-2.8284904075621733
0,-3.5357590721805146,2.0820823626756866,2.541619132611233
0,-1.3325290973488784,2.6086073485566508,-1.8336646267834993
0,-2.508771317617743,3.5961363169607674,-1.5431527717499762
0,-0.8221873392664365,2.0522286540105763,-1.7275556047401568
0,-4.364260304900472,3.415678639242501,-2.487295290247619
0,-2.7565657751041686,3.2874013686923025,-0.19107756546454246
0,-3.656468151234102,1.6552081828691785,1.0296818590766983
0,-2.7962294663639526,3.583894128217401,-1.3654035768552488
0,-1.722334098891057,3.308566345371505,-1.7445562191210846
0,-2.1492266254497547,2.7119258873726575,-0.9680292995539737
0,-2.223377568948015,1.8476765419723478,1.9957002790180185
0,-2.129184871380061,1.75079398142443,0.5391959875297383
0,-1.7666117593800565,2.0723374230969775,-1.6381143964018894
0,-2.9785360419431077,3.15259446329196,-2.229113334534042
0,-1.2631503591009492,1.6543748325986019,1.2927353475513037
0,-1.3073340296145162,3.04751224861987,-1.2350500119661305
0,-1.584962062343899,1.3682444711216073,-0.26221502151429
1,-0.4134665572487368,3.405931415561151,-4.663387931850561
0,-1.6735819991913405,2.7196477545740083,-1.5673951497097929
0,0.06507330273106748,5.055130145058916,-5.744709001793119
0,-2.0570941710525097,1.2326843444796325,0.2693278416803542
0,-2.277083218334577,4.082014566490133,-3.804886876600653
0,-2.723527580357378,2.75984241398728,-1.54152966969558
0,-3.002262670577837,3.021171918015963,-0.42415030581247537
0,-3.2144717876010755,2.7283479133882045,0.1629748902446615
0,-2.8587973132309186,3.054726818195233,-1.431869935159553
0,-2.0406803816520713,2.4563148956379823,-0.842981779631705
1,-0.6357048715022855,5.064050181457458,-6.583389377807615
0,-1.9188579414478382,2.1535288557752774,-0.7777721242982967
0,-2.735535277429713,3.742234572179248,-3.636880086785121
0,-1.0698154359800367,1.9656328797869769,-0.775395883086039
0,-1.2305873276990524,2.549748153598713,-1.4318474212544734
0,-2.129648307422017,1.5380374477097807,-0.023698724668932636
0,-2.6229161446647122,3.06502372034752,-1.1958602894585004
0,-1.4215720791702005,4.055125956926534,-2.597588134351518
0,-1.7820264125138956,2.5326438201791457,-2.228053158426385
0,-3.418127259415048,2.4131143012960905,-0.03512747433482031
0,-2.037980255984405,1.495383036932073,0.9716946704562325
0,-1.7079641879256189,2.380707346447692,-0.05666911366585847
0,-2.869694786487754,1.0172057402784722,2.1876692169124077
0,-1.780156607162557,1.6971220132811726,-0.6662419029950479
0,-3.4248224852577893,2.836786046109135,-2.045584266094495
0,-0.6338138999878291,3.929013197741396,-3.263411795555614
0,-0.7220500149405682,5.419210861229503,-4.7919981495206105
2,-0.22251733430296472,4.0234149149290985,-8.743047888682081
1,-0.6065456621609269,5.04530015664544,-6.35223118576511
0,-4.379921965799875,2.853752480401648,0.5970873159347971
0,-3.126347660265333,2.458752353253624,-0.35843243840888417
2,-0.2637789201521298,5.042594451726152,-7.71196486479029
0,-3.042133021426859,2.671916483679959,-1.2923556730623547
0,-1.2556035173693412,2.720395725612218,-1.2024540810788216
0,0.027296530747993986,2.2016668371733306,-2.1120420119465857
0,-3.146614719429302,1.2118903402011492,-0.4129544046940996
0,-2.8074634040851927,1.0663747974779183,3.044981480477629
1,-0.7345516316900697,4.263244883281227,-6.316196802846624
0,-0.35888385150037916,2.3332999099142864,-1.082927405111773
0,-3.1923743125399033,2.013911100343833,-0.81598414297397
0,-1.720963877693058,2.6185056267231532,-2.2117926329110644
0,-0.14870114918689126,3.4049322529156276,-2.6820705882673543
0,-3.621759148179267,2.790363943026398,-1.388094932629556
1,-2.2510692068458322,2.9539450633590327,-2.3655291427747063
0,-2.393606606460838,3.8362929556489496,-2.2769930156941185
0,-2.490588412855411,4.189185502981632,-2.9898222288172387
0,-1.1573987122463554,3.1045566553228534,-1.5239893858569744
0,-1.7283402801791619,3.5836635113440902,-0.8727781350253003
0,-3.7449620596421282,3.851959996813811,-3.5131040898788126
0,-1.4545895970991891,3.7400993164045135,-2.8359490899218227
0,-2.5475388873556506,3.2240991771126235,-0.5145858282511977
0,-0.6955527830587609,3.2083470470748825,-0.781756501056498
0,-2.5975875364369196,3.1296605733465026,-2.8960380963866
0,-2.6066152831022356,1.5126623254529563,0.980513496933089
0,-1.4288683891954685,3.3107231568595856,-0.6945757728476729
0,-1.2070735176630634,1.2541860288734459,1.9210479048879772
0,-1.5219006360637963,1.815400544874945,0.7209652460382898
0,-3.6555973173848084,3.9135650678080873,-2.7890935763879807
0,-1.431965560071749,3.4502201626941975,-2.674325325098321
1,-2.004308051674399,5.097398289685863,-6.177341160387391
0,-1.7347238884117364,2.3383256163127077,-0.5719244345445142
0,-3.39373443539906,1.4577511587232324,1.5252258176806124
0,-1.5236778524569363,2.369562802929657,-0.34290778082958095
0,-2.7765989043073724,2.712031297240574,-1.397027298784185
2,-1.2526346502605217,4.688988716340009,-6.897935361500058
0,-1.2561798635176005,3.7436804787567013,0.08147239835050879
0,-1.7283554783232487,2.2487295749965543,-1.944792452555836
0,-2.583976801392897,2.962034471802924,-0.866751758272654
0,-0.5188211509789358,1.6213728505653937,-0.13340879836057373
0,-2.4106524215697425,3.060317278043813,-0.8212899109746292
1,-0.9378923260290654,3.6131085501856366,-4.1261429125028934
0,-1.701086552321399,1.8601866617154825,1.25218548954291
0,-2.5896659341286137,2.3741706378251473,0.9912979506773592
0,-1.4988637066000705,2.425824253484778,-0.3309997031727732
0,-2.5034523471647243,2.339844870662904,0.986711599428499
0,-2.381638322216209,4.381341242267683,-6.008614603956688
0,-0.6073573601966589,2.51155399769212,0.7153871547077293
0,-3.010586052512433,2.366103889822662,0.3014592923734479
1,-3.3827803309294904,1.5125490423898582,1.0594239693723067
1,0.6409369950118944,2.7157926480205226,-4.221296681809351
0,0.579327952607003,2.3469265755436473,-1.697259754884583
0,-2.3752692654493317,1.924147323823357,0.6819583014601794
0,-3.906838040620185,3.9917075933777966,-2.6642851246708528
0,-2.280483976195944,2.4450622246037814,-0.09347650153740938
0,-2.2562229498406694,3.8984442493182523,-1.7828932269408917
0,-2.159923841022257,2.671704634050368,-2.557052756093859
0,-3.0833880419218485,2.6472278364215764,0.43623872107843853
0,-1.3904388575235225,2.521203552287499,-0.7031752272232863
0,-1.4454926247139137,2.613796251621459,-1.0609101477130427
1,-2.4644056198193063,5.328795003049859,-8.22654139704171
0,-1.2708032683051123,0.2903892732487816,3.578767762831624
0,0.08268498194589102,0.608454255561321,-0.19358217388845134
