a,c,b
1.1011175211851116,1.149560919641597,-1.1695128870060747
1.3547612352125713,1.5070805545196577,0.6490744274433577
0.2750922859112831,-0.3470145598468263,-4.039261789329533
-2.577487688921853,0.25453953205972285,3.763862469468979
-0.32997866075627974,-0.8816432280829256,-3.0367009753768373
-2.541086471881695,-0.4219089009612021,0.4712536361092574
1.374337255809492,-0.42890897071971285,-5.899796265273235
0.20355485439741206,1.8685740500404113,2.401660222642027
0.21307678126441615,-0.22795832051971948,-2.1393871193353737
-0.2941877907621263,-1.0837650465335973,-2.8259832531218296
1.4759085901813076,-0.09643928570565834,-4.67248668187882
0.5680004172814321,-1.2207043224614493,-4.358498872073916
0.074326856423141,1.3346185864736597,-0.25970632339800104
0.15040764107707366,0.9206220820547275,-0.2972717272981139
-0.30187914508096503,-0.3521336448370998,1.1735400056945173
-0.4926475658317241,0.3907294381725837,0.20917322327012233
1.562310113951364,-0.1843503704467315,-3.45144765867082
0.19711388846413094,-0.11438090381553462,-1.1455376586380144
0.432609094309173,-1.8965794382974497,-5.520305436748914
1.4165810317134124,-0.873245681276167,-6.235051249481474
0.8245447702902321,-0.5288668925107054,-4.907718367580288
0.671664271769026,0.2773082489835763,-2.4185845951801777
0.2562485951598566,0.853180759776723,-0.5554631077496188
-1.7521306587230046,1.7733192931459736,4.772157297430411
0.2776186708645915,-0.3507487796870907,-2.2235525544615755
0.012548970392424972,0.1470750028177519,-3.5992336733475803
0.20774732563092924,-0.26700322404747084,-2.6839077428351685
-0.9583975411226784,2.032750509342045,3.968946073874646
-0.6766924278792744,-1.6097748264594778,-3.7166735744167068
-1.7522553555642268,0.31492697889512167,3.275127495698513
-0.6076897022251962,-0.282343941489569,0.20284780920992618
1.9358431063698,0.5680694425184095,-4.721520901383648
1.4398910334187436,-0.3185160781619941,-6.153634066905888
-1.1951820522395729,-0.0819162067509278,1.3140417737967214
0.4663292926159433,-0.12823677197823877,-3.4125742279611027
1.7096066893351394,0.0035226416250817433,-3.8648172234636577
-0.20683999373666997,0.03954176463145735,-1.6820586185978912
0.03552476922233309,0.9965323008425337,-1.000103637977691
1.1528237962517769,-0.018870025415934563,-4.392687566765382
-0.3628152953425668,-0.7568194330284775,-2.7046775689379756
0.8676246535660463,-0.9955319795359661,-4.868247210641078
0.5578833274980668,0.9605001524993344,-0.1360587545750832
0.6893948661623601,-0.1845571422144183,-1.5510943962183568
1.0691512188841281,0.21025388825935443,-1.0545064307812053
0.4351322482258337,-1.7098560519807262,-5.68995492187848
0.12194563854470022,-0.2625888883856984,-2.7070057769277236
-0.8822413683356601,0.32081646617397164,-0.6752011711419993
0.04650019138074256,0.11248254083118059,-0.39773090172157044
0.20248941647309046,-0.03669968522594695,-1.1919283365691014
0.327569928981999,-0.3391338727095688,-2.599434699466391
-0.7893249509747775,0.5345638804973402,0.7399614488520315
-0.23425177539849001,-0.39875562161407924,-2.113603428001137
-0.13389941463105326,-0.5894081656046365,-2.4555805565094198
-0.21302597935569503,-0.18417900538847695,-0.6704531301990897
-0.01657253139452805,1.0257233578311287,-0.006950567561418819
-1.5887607459346913,0.14613070718763355,2.310662964295232
-0.3853560859112057,0.4662917029969327,1.0545982492507897
1.1529823632192764,-1.1443754267262871,-6.60872672448582
0.3913930763029593,-0.7742795320104493,-5.171715428360949
-0.5084997577515258,-0.8767871483756049,-2.4333177655026623
0.4985470803943893,-0.5415978616796744,-3.3982600122826536
-0.4809842214414824,-0.8820831359366222,-1.9163069648654552
0.45510605824343703,0.15681734834533428,-1.4877378585307843
-0.9952102016874929,1.6290305814815442,3.1303741268569385
-2.2183171980767025,0.4629364653690394,2.8492915178299207
-0.26768402031799965,-2.2772472026665316,-4.998566449728839
-0.5840867311280494,-1.844930651384636,-4.390708926922108
-1.240102425080663,0.8393115982453927,1.6970232294390604
1.1554216012713499,-0.5429720551831149,-5.989245657192692
0.5013575045295436,0.6208939752858409,-2.283976254328465
0.5397783694359692,-1.4144776542919575,-5.448685014527272
-0.09394490048932266,0.8447771434524359,-0.11286203471116543
0.7160734113633276,0.6232245983200364,-1.6573606197355506
-1.7283171203316479,-1.967647307451861,-3.3617410368562144
-1.1421616673265156,0.5767473408064242,2.144049328560051
-1.7070705040042031,-1.9726527547284192,-1.8658462726064693
-1.5279562126105415,0.17873836023317038,0.6374633434213164
0.21526848846326238,-0.06256507336960322,-1.7437530583468537
-0.5310421138750543,-0.46684752091072246,-2.5363161606267672
-0.2243295950190812,-0.5263129731166256,-0.9993225960170291
0.34127849743767213,-0.6469075758688434,-4.365849261211755
0.06030909978162955,-0.4104624340183123,-1.1026205904721078
0.4910734604437199,-0.3971081651073905,-2.3535579419653403
0.35039307145719245,0.6288560985219297,-0.8140776933702472
-1.1242171949224766,-0.03153494582028913,0.6321518005654294
-0.06335846900038596,1.4389823110017856,1.4400615249399733
2.136829833930069,0.5412660609143776,-4.497645068943798
-0.8278649338710932,-1.1751543645845564,-3.7048840723241643
0.7674957620662913,-0.04021447873081238,-2.584192773587388
