d,e,f,g,h,a,c,b
1,2,0,0,1,6.026158711255718,-2.68398572656884,0
2,0,2,1,2,5.866063062681315,-10.164805680084788,0
1,2,0,0,2,5.597552341756923,-3.280806494194322,0
1,2,1,0,1,5.045421538819388,-5.078470437210789,0
0,0,1,0,0,5.446551849064178,-5.936720453326767,0
0,0,2,2,2,5.127861878787817,-9.966112035825152,0
1,0,1,2,0,5.874214691691923,-10.90509692805637,0
2,1,0,2,0,8.241240326649269,-10.835341743056205,0
2,0,2,2,0,7.599480669475179,-13.946876332067736,0
0,2,0,0,0,7.773678092139294,-3.025822415802165,0
2,0,1,2,2,3.6064998143693803,-10.156027147879016,0
2,2,2,2,1,9.5635295995136,-11.521895916907562,0
2,2,2,2,0,11.937661439624774,-14.383976426945118,0
2,2,1,0,0,8.129490237884086,-8.320022316927568,0
1,2,1,1,2,7.353142635169215,-5.927592134354382,0
0,1,2,1,0,6.760074364813006,-10.43777094784337,0
2,0,0,1,0,5.992462160795925,-8.772110346785283,0
1,1,2,2,2,3.918193071620031,-12.178473044788278,0
2,2,1,0,2,7.467172835184755,-4.38673941900146,0
1,0,1,0,2,3.472866023356775,-5.509865911237813,0
0,2,1,1,1,10.134122727693848,-5.2288148669937256,0
2,0,0,2,1,5.640672211562087,-9.829283317175097,0
1,0,1,2,1,4.933051158217511,-9.227076461970547,0
1,0,1,2,2,4.952537506656998,-8.742165859530413,0
1,2,0,1,2,5.053715513622892,-5.967844106704474,0
2,0,1,2,1,4.130595579224796,-11.752538395225997,0
2,2,0,2,1,8.169426743717471,-8.337836980346355,0
1,2,2,2,2,8.428493190454947,-9.73298724626846,0
1,1,2,2,1,7.684549669266232,-10.935130018328753,0
1,1,0,0,2,5.436656895198023,-3.5245650524258405,0
2,0,0,2,2,1.3001993131723846,-6.761515361319203,2
2,0,0,2,0,5.135449024891696,-12.00172243269535,0
1,0,1,2,2,5.151537009008881,-9.96028713426775,0
0,2,1,0,0,6.473444600520427,-4.111285318419077,0
0,1,2,1,2,5.211719357737287,-8.153496453409842,0
0,1,1,1,1,5.597123279145599,-5.186473825776646,0
2,2,0,2,0,6.445212781729194,-9.341139945477073,0
0,0,1,0,2,3.6435753574390275,-5.886444781558438,0
1,0,1,0,0,5.811921510004469,-7.1428579582451395,0
0,0,0,0,0,6.376911751691555,-2.3031407011037484,0
1,1,2,1,1,6.770136925019621,-10.601273005612951,0
2,2,0,1,0,8.509049734645288,-9.678927694579318,0
1,2,1,1,0,8.315440362664436,-7.418907760100274,0
2,2,1,2,2,6.391566968555127,-8.619845839784222,0
0,1,1,1,0,7.685615382322138,-6.938661007780016,0
0,2,1,1,2,6.767930938255359,-6.149984813116593,0
2,1,1,2,0,7.689405320353713,-12.548264486366934,0
1,0,2,1,1,7.082582295042566,-9.451121856556291,0
2,0,1,0,1,6.743454860329289,-6.531007603296637,0
1,1,2,1,2,6.418698165024876,-9.260470786797075,0
0,0,2,2,1,6.5519349711634565,-10.31016741784674,0
1,1,1,2,2,4.918466251736911,-9.391341710375546,0
1,1,2,1,2,7.936955936770574,-9.206373023502875,0
2,2,1,2,1,6.257175664612564,-9.678196118128003,0
2,1,1,0,0,8.60917005955682,-8.932321749881854,0
0,2,0,0,0,5.5622995191700975,-1.7200552062161047,0
2,1,0,0,2,4.55920894886916,-4.328035558010296,0
2,0,1,1,2,4.154894393302853,-10.842203685197918,0
2,2,0,0,2,7.733718484857947,-1.6910623361182018,0
2,0,0,0,0,5.148487310335685,-7.736808620062703,0
2,2,0,2,2,6.271823191137432,-7.835882725252105,0
0,0,2,0,2,4.305740771125293,-5.3229308801554085,0
2,1,2,1,0,9.053952875626509,-13.021544051790638,0
0,2,0,0,2,6.111670539401624,-1.444411927316313,0
2,0,0,0,0,6.079802630303417,-5.8029906007715635,0
1,1,0,2,0,5.36583663549566,-7.918423956410846,0
1,1,0,0,2,4.983423503857582,-4.239013748837605,0
1,0,2,0,0,8.477027618922197,-8.421451379959683,0
0,0,2,0,0,6.244181498629047,-9.042722878052599,0
1,0,1,0,2,4.8969883888616685,-5.008776302412568,0
