a,c,b,d,e
0,2,1,1.9627740213547393,6.665631338487394
2,0,0,3.9219954934569343,3.022578070937889
0,2,2,1.9766272910505611,6.37438906519295
0,1,2,4.16758986937707,6.84738070964355
2,2,0,2.591976406706122,5.098994510474826
0,2,1,4.198601435880595,6.234449748770266
1,1,1,4.818500193198547,6.81987664823399
0,0,1,2.2747360447055396,6.737440038356433
0,1,2,4.559319990047815,6.385070117996159
1,1,2,1.9664874655241706,5.584161662764991
0,0,2,3.9186143014246895,6.594177715724574
1,0,2,2.8679921938953963,7.735685403231016
1,0,1,2.944124197583911,7.169660839586349
2,0,0,3.1265553863746036,6.210856679743158
1,1,0,3.5700983290934145,6.612864974938573
1,1,1,2.5839417140249528,6.575307649671336
0,1,1,2.3052056528064107,5.204238052702183
2,0,0,4.06660296732398,4.76518644865902
0,0,1,0.9710300334509445,4.196282003760713
0,1,2,2.6359737356931308,4.7517624449959825
2,1,0,1.815056955421273,5.048838351659375
1,2,0,5.824386246197681,3.812313664360824
2,2,0,4.116698042104576,5.14614690099219
2,0,1,2.7213357764407347,5.098851753489522
0,0,0,1.2629002030546896,6.118184147104978
2,0,0,2.3339452071319617,5.207420711202379
2,0,0,2.9161483118194393,5.286557250493574
2,1,0,4.036141004247675,6.411991837443339
1,1,2,3.3633407676101825,6.372005061916778
1,0,0,4.171850439307079,4.439020159616278
1,0,0,4.732589222790114,5.545060918249986
2,2,0,4.443232662869076,5.537128459275528
0,2,0,3.6073346291513073,5.144333959313408
2,2,1,2.1275925959223247,5.933580470909734
0,2,1,2.028709072171476,6.24975402975031
1,2,0,2.666520220066696,5.989324931315414
2,0,2,2.1855409099271768,6.654320156381097
0,0,1,3.6430305514396877,5.499540023453089
1,1,2,0.9722128183991381,6.164356445873999
1,1,0,3.3548493533855646,5.659825832128282
0,1,2,4.41506308710402,6.364995622345581
2,1,0,4.703659706741298,5.6088665360350705
2,1,0,4.623809441398976,5.320528275272844
2,2,1,5.625289199552254,5.930206259927206
0,2,1,3.991056755248842,6.200998013247041
2,1,0,5.127357551897802,4.827454566067861
2,0,0,3.179466011984985,5.349850246315272
0,2,2,3.788258316248852,6.40883161930945
1,1,0,4.16185918263671,5.580599294997656
0,2,2,4.1042107742743585,7.7515508126501445
2,2,2,2.706883549812818,4.9577252726490055
2,1,0,1.7686496580753615,3.770804228369321
2,0,0,3.1563725148458124,4.071547882395786
2,1,2,1.5789636481142737,5.629396445310487
2,2,1,3.848418081661651,6.004113918460986
2,1,1,4.178011014998175,4.534681864487738
0,1,1,2.278594960855064,7.63720220217114
2,0,0,2.6810023054862824,4.676667373003386
0,1,1,3.011400794127848,4.946257179901494
1,1,1,4.1717449461907625,6.082532871580384
0,1,1,3.529346721082778,6.165361916031438
1,1,1,4.066411122126166,7.238332770616072
1,1,0,4.121223228592581,4.8400826246230855
2,1,1,4.107159266046908,5.202973823928256
0,2,1,3.3150481210207383,6.121727747025071
2,1,1,5.566449989364776,4.779486943790623
0,2,0,2.4203899975211725,4.603936499178097
0,2,1,3.8682558503407094,7.836722689388653
2,1,0,3.767591116923592,6.194018284739522
2,0,0,4.329692508412923,3.739736707881579
