a,c,b,d,e,f,g,h,i,j
2,0,-1.9658292776258537,-3.6535826630330543,-2.2038063094296576,0,-4.303562375195812,0,1.9756799829542466,5.169165676485692
1,2,-4.252720116660376,-3.0782045547510197,-1.313544298893207,1,-0.39178433822780967,1,0.6497207866721315,5.634795528035558
0,2,-6.78636988441135,-1.108676637240504,-1.29470468710658,1,-4.452794660067752,1,0.384540938100796,5.784300008590877
1,2,-4.7930069294845135,-2.976665794120261,-2.893044623410108,1,-2.3849489896459537,1,0.32348077933806835,6.216504539770305
1,2,-4.152588578289969,-3.192444904077766,-1.8606995446844878,1,-1.5336903429493263,1,0.6083036235501302,5.444880057612098
0,0,-3.276326025730152,-2.056355193570585,-3.508779702100162,1,-1.2586766221572672,1,-0.2026619304194004,4.700134832800028
1,2,-5.4166215278761225,-1.6562461500704528,-2.6185465088615523,1,-1.616271912898523,1,0.6752249702116881,6.914264868558453
1,2,-4.300447857602502,-3.9010697591576307,-1.4177625556909608,1,-0.9946166353553398,1,0.6665053972323717,4.454652259594568
2,1,-4.886978796730398,-1.4641501581087764,-3.0567926607182843,1,-1.5335953836781906,1,0.36643450852631065,6.001830969664545
1,1,-3.2258201327735696,-2.014133053375713,-2.6715411019711426,1,-2.1138580561468254,1,0.678791681550238,6.516208318005335
0,1,-4.911096601894397,-3.1386977967385743,-0.38430616171745857,1,-3.7364778316040548,1,1.4699851944543805,4.112823946966828
0,1,-5.062336619938507,-3.7134012034531856,-1.1753321148257898,1,-2.2690531795034867,1,2.9915902608675404,7.513737995233991
1,2,-4.169459444896302,-1.9213410285223935,-2.3531245458503656,1,-0.17454036736755207,1,-1.0216108541446118,3.5055354990110876
1,1,-4.592021503592185,-2.7879041269197122,-1.9016126839831817,0,-1.0827435081620362,0,0.5652275774631019,5.913270295803043
0,2,-5.340862997997604,-3.102031715460216,-1.168737556747716,1,-0.39715710678694416,1,0.9136143881448047,7.884384890691857
1,0,-2.791296088990432,-3.327513608160078,-0.7751321141306282,1,-3.294874596385372,1,0.6630172411454617,5.432035238541872
