d,e,a,c,b
-0.8394498883349977,0.24054750473067474,2.054059862074741,-0.9652325458447513,2.500903080040556
-0.4217756438844333,1.717607694023086,3.3783546836487437,-2.96455119181231,4.985473968833652
1.4433399342491566,0.6566813120458402,-0.1639984455260297,-1.0320520806735305,2.3810940678625254
-0.06448288782689197,1.0966861847191038,2.99370775402224,-3.1519986785555925,4.859587569359207
-0.30187914508096503,2.9997137489160077,6.290389578813846,-8.661119866569909,1.7727049648616826
0.2814131031772033,-0.2585205445229123,4.540672241220339,-1.0852193399529575,4.4044587243806275
-0.09394490048932266,-0.22289986414062182,3.2106529950666602,-1.258637592735338,3.6169863021035966
-0.6259090209943582,0.4478268606762428,2.4766922962482942,-0.8311849348124613,3.7143312777359947
0.24985754536975244,-0.9791107012895798,2.162915761260091,-0.6070187538426763,4.458813009336919
2.136829833930069,-0.6686122142284231,-2.556312690609362,0.015075054933685328,2.7502350407041107
0.9196307357367628,-0.8391301908609756,0.7709301683787987,-1.9470794640907108,0.46060115568932414
0.43790573361922813,1.765674901619931,1.1259589333990616,-4.386775279502985,3.26631248353123
0.25728420615046677,0.508139004424851,2.734824979116386,-0.5664521819181949,3.9607088859571835
0.7977890697790292,-0.45383761567469766,-0.5848928362063612,0.10392530904503983,2.6272849598829913
0.6240881317831657,-0.8547117975996462,1.3535865980263098,-4.030267283014531,3.0617307053860325
-0.8567355971305933,0.6880430317919263,-0.180209425232988,-0.6026369712781364,3.702572865838448
0.5070579757016108,0.9306812994393262,2.3735984934021555,-1.5065337462727184,1.733793446597403
0.052237921489733614,-0.395942334845207,2.9408673073244955,-1.9313519034877027,3.609899548911991
1.7158566820432466,0.929433539103021,-1.2109104517180007,-1.99296709168185,1.3937884935087799
-0.21107603284996324,-0.6123012495005269,1.8138843485036837,0.6832163103603928,4.836706785980621
1.2517617977519637,1.1986130483043709,1.2992552447309367,-1.6489420159803314,4.00495607686464
-1.1556848411709155,0.5174599472670841,-0.29008215140241256,0.9393172262797562,2.136373943610905
0.3129126749262291,-0.2666353731668901,1.0780035678554891,-3.0235300199132293,2.6783519800328013
-0.7114407717623863,-1.3617754128788733,2.398387564003517,-3.919778006373914,6.2257602737043225
-0.8773788065405665,0.0708456585595437,1.0232437451876695,-0.16464105004742713,2.8820163092134723
0.78532272478865,0.4815749345793709,1.381565311573762,-0.5395311060114218,5.059129519286208
-0.9831428006151512,1.857744716263768,2.381016593788478,-4.182813607508199,6.194840383717429
-0.1381096183332893,-0.46006662084297983,2.059327207261046,-2.3008898838421503,3.319681482452773
-0.7019839861971033,-0.16067862636325975,1.8292767337842213,-1.4660651283986974,4.9580962823134715
0.3959208675416461,-0.8690625650080926,3.8835339939345372,-2.4554760176060797,1.9023366292190216
0.2776186708645915,0.47505934435568814,1.924607753777428,-2.147142078862105,3.0204838648926287
-2.164781087673153,-0.2509893393363297,-0.9956027760479409,-2.248964004336269,3.1326741500763937
0.7012876668716292,-1.009632503464465,3.4069503178189273,-4.519765649262883,2.8889312759334946
-0.6093881964267575,-0.3421931464719765,0.34623732215777125,-1.554090562781381,1.7390877854151534
2.007804255918723,-0.3104650199840255,-0.6445679214905576,-0.36202387104019035,2.615084922643926
0.8842422623131226,-0.8889819856213906,0.9171515109852638,-1.0650428633990352,3.61447115234915
0.9566515018847626,0.23950742174708736,2.2988792261288395,0.2742362462596264,4.858521369043515
-2.3525533092408057,-0.66322091831903,-1.4141229878406678,0.6995052435343019,3.2531019327915978
1.753712794966784,-0.5336822081844796,-1.229218378311411,-1.704548731905227,1.761198189546305
0.06708310924506602,-0.09221891433348693,1.1626269038902717,-1.4693257601936018,1.9332353958126511
