c,d,e,a,b
0,0,0,1,-2.084146818197865
1,2,0,1,-1.8313837703195097
2,0,1,2,0.4770955071126194
2,2,2,2,-0.44985473386526353
1,2,1,1,0.43274872091317707
2,1,2,0,-1.9115406937414168
2,1,0,0,-3.0273688916441457
2,2,2,0,-1.828681584450636
1,1,2,2,-0.16782410358795563
0,1,1,2,-2.7579224819129022
1,1,2,2,-1.4995737813864658
1,1,1,2,0.6835048993125608
0,2,0,1,-1.9433602789436002
0,0,1,1,-0.7668220907144879
1,2,1,0,-2.0302927631189074
0,0,2,1,-2.3841413575280956
0,2,2,1,-1.8962257111913832
2,2,0,0,-1.176014413983149
1,1,0,1,-1.1397067277081532
1,1,0,2,-0.33254428526773183
1,0,1,1,-2.8126263311615194
1,2,2,0,-3.1307287856266077
1,0,1,0,-2.6003780475259264
0,1,1,2,-0.4637541174006375
1,1,0,0,-2.574076970399447
2,2,2,0,-2.602505083657439
2,1,0,0,-3.2737110775194798
0,1,1,1,0.23820180582395734
2,2,2,1,-0.2133306433463552
2,0,1,0,-2.304457407805524
1,2,1,0,-2.4914786242763114
0,2,0,1,-0.3248799516764581
0,0,2,0,-5.219696751726058
1,1,2,2,-1.0449325971281722
0,2,1,1,-0.365416399464494
0,0,1,0,-2.204918273200407
2,0,0,2,-0.16204776934654386
1,1,0,1,-2.3018322042862547
2,2,2,2,1.7688962002267004
1,1,1,0,-0.9013587083678014
2,0,0,2,-2.1147603161789457
0,0,0,1,-1.1617553261579496
0,1,2,1,-3.467387699934708
1,0,1,2,0.08219275518366853
0,1,0,1,-3.282940470776486
1,2,1,0,-1.702795863604706
0,2,1,1,0.9002025595589647
1,0,1,2,-0.06367367092968501
2,0,2,0,-2.670654937412531
0,0,0,2,-0.5724283031145796
0,2,1,2,-0.15826181650547788
0,0,0,0,-3.658831602978872
2,2,2,0,-2.068086282629091
0,0,1,2,-1.3262026887196892
2,1,0,1,1.898269122140034
2,0,2,1,-1.4996546105634787
1,1,2,1,0.5484019758615961
0,2,2,0,1.114053971124958
1,2,1,0,-2.5450831250604695
2,1,1,0,-0.12939718996145966
1,0,0,1,-1.1974019061459287
0,2,2,1,-1.4054005254539197
1,1,1,0,-0.22581927715376127
1,0,2,2,-1.9382804884996643
1,0,0,1,-0.4184356682724377
0,2,0,1,0.17791694631734312
0,2,0,0,-2.295381808220757
2,2,2,0,-1.4629656823494022
0,0,1,1,-1.7951400585529707
1,2,0,0,-2.016200388115518
1,0,2,0,-2.6976622804670933
0,1,2,1,1.4171725302408722
1,2,2,1,-3.188673780013664
0,0,2,1,-1.3194198083057076
0,2,0,1,-1.13982011295741
1,0,0,1,-1.5296995160408655
0,1,2,1,-3.1713058370058453
2,0,1,0,-1.6820578980645344
2,2,1,0,-0.9354037958737282
2,0,0,0,-3.4674875197155095
2,1,1,1,-0.35551135981085175
2,0,0,2,-1.5601683678705858
2,2,2,0,-0.06358973220947028
0,1,0,2,-0.45516904825114957
1,2,0,2,-0.559035602708712
1,2,2,1,-1.9887191510268867
1,1,1,0,-1.3183911076448507
1,2,2,0,-1.194906894461813
0,1,2,1,-1.2422643248094571
1,1,0,0,-2.3682191218486723
0,2,1,1,-1.3307330870459761
0,0,0,2,-2.9314985176263626
2,0,2,1,-1.9992721590660385
0,1,1,0,-1.1934493424069066
0,0,1,2,-1.470741980402042
0,2,2,1,-2.7753085045297867
0,0,2,1,-2.870971215788477
1,0,1,0,-1.0011741477942238
0,1,0,1,-1.698508215978983
0,0,2,1,-1.9022635520808344
1,0,1,1,-0.782523973876631
2,0,2,0,-0.6766467004193624
2,1,0,0,-2.537571344960833
1,0,0,2,-2.8258760246665995
0,0,0,0,-2.244517583502306
0,0,1,2,1.9915319182603746
2,0,0,0,-3.860403711762909
2,1,2,1,-0.8301908434369947
2,0,0,1,-1.3978143407888277
2,1,1,2,0.6774468344514233
0,1,1,1,-0.13106029598483365
2,2,2,0,-2.703809046178004
0,0,0,1,-2.051884929711617
1,2,0,1,-0.8874041538013127
2,1,1,2,1.2348405751247373
1,0,2,2,-2.4120637254423345
0,1,1,1,-0.2100456001489746
1,0,2,2,-0.8870930729474481
2,0,1,0,0.6972278571573858
0,1,0,1,-1.8764111683493703
0,2,0,1,-0.9374444268571334
2,0,2,2,-3.551240166499629
2,2,2,0,-0.9789442050304403
0,2,2,0,-5.085606296096602
0,2,2,2,-1.1440953221499357
1,1,1,1,0.4412481233787179
0,2,1,2,-0.6227375826854289
1,2,1,1,-1.1759629634612214
1,0,0,1,-2.080026594325571
1,1,2,1,-1.5652028469918595
1,1,0,1,-1.6212426367593644
1,0,1,2,-0.9255986275036466
2,1,0,0,-3.0680381667700445
1,0,1,2,-0.4094248435220236
1,2,0,2,-0.1073664009106508
0,2,2,2,-1.5453546418904303
2,1,0,2,0.892123576008087
2,0,1,0,-3.028833971030811
1,0,1,2,-1.906782013478798
1,2,1,1,0.597673422495904
1,2,0,0,-0.05946092529817326
1,1,0,1,-1.26615448769456
0,2,1,1,-0.34303043378007725
1,1,2,1,-2.9776710432998863
2,2,0,0,-1.9880579578002548
2,1,1,2,-0.1611695308935185
2,1,2,0,-1.8338251865079291
0,2,2,1,-1.6460665442520388
0,0,1,2,-2.347874812366043
0,0,2,2,-1.617573925769175
2,1,0,1,-2.861302157558704
1,1,0,2,-1.890127218530485
2,0,0,2,-1.4512456537139147
1,2,2,0,-4.1626216586858735
1,1,1,0,-1.4727200455193945
1,1,2,2,-0.2900607522621147
2,0,1,0,-1.7967227482083188
0,2,1,1,-0.27160705301600585
0,1,1,0,-2.648409680138741
0,2,2,1,-2.003547226284143
2,1,2,0,-3.486165447898164
2,1,2,0,-1.6619059591825374
1,0,2,1,-2.922666093761047
1,0,0,0,-4.656937150401644
0,0,0,2,-1.5663814499355484
2,0,1,1,-1.342588635037795
2,1,2,0,-2.968179514230068
0,1,2,2,-1.6342720618482953
1,0,0,2,1.63549358571636
1,0,1,2,-2.448121220135037
1,1,1,1,-0.2588414920119536
1,0,1,0,-3.266949888431472
2,0,0,0,-2.5052330415493875
0,0,0,2,0.20803699315250945
1,1,2,2,-1.4481425700705537
0,2,0,1,-2.0125496663212483
1,0,1,0,-1.7310627447737819
1,1,1,2,-0.23180723000249154
2,2,1,2,0.06496779798162877
0,2,0,0,-1.5620556632642604
0,0,0,2,-1.893524391007273
