c,d,e,a,b
2,1,0,2,-0.7472202556431268
2,1,1,1,0.11419213302540054
2,2,0,0,-2.6519187355080467
2,1,0,2,-0.6914601563764622
1,0,1,2,-2.2354821876507396
2,2,1,1,1.630041950397206
1,1,2,0,-3.213756483479381
0,1,1,1,1.4152173099240883
2,2,2,0,-1.9465272899706791
1,2,1,2,1.5109356277970771
0,0,2,1,-2.3759285469146127
1,1,0,2,-0.9582405757050634
2,0,0,0,-3.6180898681560083
0,1,2,1,-1.4954659555034846
1,1,2,1,-1.078361567374846
0,1,2,0,-3.5346300629449967
2,2,0,2,-0.4344521944086943
1,1,0,1,-2.008051780762494
0,1,2,1,0.6850741847450765
0,1,1,1,-0.7059136247660331
1,0,0,2,-0.09030038480167035
2,0,2,2,-1.621852372404301
2,2,2,1,-0.5189836553582619
1,0,0,0,-4.5631344485644
0,0,2,1,-2.7696982697913226
2,2,2,0,-1.7035182952639774
1,0,1,0,-0.6557668630274291
2,1,1,1,0.03173938788785613
0,2,0,1,0.17791694631734312
0,1,2,2,-0.5034046034059958
2,0,2,0,-1.405066542552828
2,0,2,0,-3.0915100993225693
1,2,2,1,1.4042415717735044
2,0,0,0,-3.5194567378481234
2,2,1,0,-1.6821077702355456
1,0,1,1,-2.3160418745162756
2,0,2,0,-0.7014432104594435
0,2,1,1,0.6136438406740761
0,2,1,1,-0.53992446532413
2,2,0,2,0.9396149183246849
1,2,2,1,-0.2982889537605178
0,0,1,1,0.6419088234674795
2,2,0,2,-1.8572406112887214
0,2,2,2,-0.9991146990125774
2,0,0,0,-3.4965819188768257
0,0,0,1,-4.297901007248547
2,2,0,1,0.28046325497003766
2,0,1,0,-2.304457407805524
2,2,0,0,-1.176014413983149
1,0,2,0,-0.880405789673032
1,0,1,2,-0.9887765453940032
2,0,0,1,-2.319431848431101
0,0,0,1,-2.2055541611159493
2,2,1,1,1.2073830861055876
1,2,0,1,-1.5542868171049364
1,2,2,1,-1.6169427360104303
1,2,0,0,-1.0661661907134756
1,0,1,0,-1.8631313701492602
0,2,0,1,-3.2505316778804767
0,1,0,1,-2.8415743372553575
0,1,0,1,-0.11494667395903879
0,2,0,1,-0.8038751317968436
1,2,2,1,-1.7481770699155488
2,2,2,0,-2.084462623288206
1,1,2,1,-1.383123588987223
1,1,0,0,-1.798001223585271
2,2,2,0,-3.2723163609120136
1,0,1,1,-1.9469381634976992
0,0,0,1,-2.0512625759765566
2,1,0,0,-2.4258593223757545
1,0,1,2,-0.06367367092968501
1,0,1,0,-3.4712780913468935
1,2,0,0,-1.7662267846835205
1,2,2,0,-1.0301791886608822
0,1,2,1,-1.1277713377204788
1,1,1,1,-0.2588414920119536
2,1,2,0,-2.4203156915297885
0,2,2,2,-1.5686057434698246
1,1,2,1,-1.4683588542286818
0,0,0,1,-1.0645124779595394
1,1,2,2,-1.0449325971281722
1,1,1,0,-2.42353889028201
2,2,2,0,-2.4063000548186104
0,2,2,0,-2.1391421338432934
0,2,0,1,-1.579317412056503
1,1,1,1,0.08735005128959522
2,1,0,0,-1.8031809811312738
2,1,0,0,-1.437041561475656
0,0,1,0,-1.0364408448031326
0,2,2,1,-0.20835203758680854
2,2,2,0,-2.848292030201184
0,2,1,1,-1.1093381785200938
2,0,0,0,-3.109832011393825
0,0,1,1,-1.7753940051475254
2,2,2,0,-3.052379693014167
0,1,2,0,-3.192063348202811
1,2,0,0,-2.5978683945738803
1,1,0,2,-1.5993444832057393
0,1,2,2,-1.4599231997639217
1,1,0,1,-0.2195020643870489
1,2,0,0,-1.9241174197056023
2,1,0,2,1.7520221745960662
2,2,1,1,0.3906439191418274
1,0,1,2,-0.9255986275036466
1,1,1,1,-0.39382034911867936
1,2,0,0,-1.8668634825113015
1,2,2,0,-1.6865088508672907
2,2,2,2,1.7688962002267004
0,0,1,1,-2.1695391128856794
0,2,0,1,-0.3467573566979204
1,2,1,0,-0.9156051804088827
0,2,2,1,-2.7753085045297867
0,0,1,1,-0.5535198658133476
0,2,0,2,0.5322763171890952
2,2,1,1,-0.6370406706552517
2,2,1,1,0.21120186523020734
2,0,1,0,-3.7594151140098697
1,2,1,1,-1.2463805685472884
2,0,0,0,-1.9860309573167478
0,1,2,1,-2.0810063908771967
2,1,1,0,-2.434828033886509
1,1,1,1,-0.16849286731511579
2,2,1,0,-1.4380583674688998
0,0,1,1,-1.795040305683647
1,1,0,0,-1.7944085581905314
2,1,2,0,-3.486165447898164
1,1,0,0,-3.439099796547267
1,0,1,1,-0.9519090326783726
0,0,0,0,-2.4905902092517946
1,0,0,2,-0.3973722350083799
0,1,0,1,-2.281244258147872
0,1,2,1,-0.6772129179501143
2,1,1,0,-2.1101673524188787
1,1,1,0,0.29247444597320005
1,0,2,2,-2.767710909001471
1,0,0,1,-0.7775098969673453
2,1,1,1,-0.8467294966071389
0,2,1,0,0.6716610536907242
1,0,1,1,-0.5146682959747569
0,2,0,1,-2.2218199442838777
1,1,2,2,-1.4481425700705537
2,0,0,0,-2.2528793297102587
1,1,2,1,-0.3437158441733319
2,0,2,0,-3.1031834737419763
1,0,1,0,-2.1971124130238295
2,1,0,0,-1.5676717092362387
1,1,0,1,-1.26615448769456
0,2,2,0,-3.6334972904575995
2,0,2,1,-2.7096602374976397
2,2,2,2,-0.07269518248065832
0,0,0,0,-2.244517583502306
2,0,1,0,-0.41807842784011817
0,2,0,0,-1.5620556632642604
2,2,2,1,-0.490980535856806
2,1,1,0,-0.5772111729659927
1,0,2,1,-2.7711469050494446
2,0,2,1,-2.049917173115673
0,1,2,1,-2.438720606209239
0,1,1,0,-3.0007071347221808
0,2,1,2,0.5982014509532299
