c,d,e,f,g,h,i,j,a,b
-1.1196252235034803,0.1853817523545074,-0.0008798708169758741,0.261358059332082,0.7278415446021069,-0.16312190809304217,-1.5495632609850716,-2.7641943977079104,-1.444959205493506,-1.5116761760087631
-0.5431967015635717,-1.2452923148119632,1.4947775036316548,-1.4132526691454796,-0.2930471411364271,0.6708922556037291,-0.6847859831175621,-0.4139313889538668,-2.5200364966888267,0.19141998706532537
-0.10030654480682887,-0.04775016472006895,0.2932656521275818,-0.3364935169828192,-0.9596682041031456,0.4221731446715408,-0.5977287777501648,-2.8574013274552206,-0.40609379207223384,-2.204394757381912
0.1808470634830872,-1.2606549549434172,0.019138849122699156,0.666809736439131,-0.09346601271939885,-1.0912788570321044,-0.09497714185172863,-1.1413911255891571,-1.8713482748390624,7.374657195137457
0.8684571437377585,-0.4534506986361352,0.3117894876224566,0.4391292744813853,0.5215076552744826,-1.1975714463081477,-0.9245327560670511,1.3464949973430635,-9.11491155129766,16.50238473001056
0.31109857969145777,0.7620356358032825,-1.0427522575480372,-2.060773657815683,-0.26699448464441683,-0.67869456039544,-0.6890000029503094,0.3380280992958817,-5.351208663248458,6.227749827124331
0.024860582209951868,0.35773127831167434,0.5177802305152355,0.3617302175394506,0.7033055327399945,-0.5240144836051701,0.6782225717139521,0.08348707307314876,-6.221685069531005,8.10210115212289
1.0283377898533,0.9473527885598177,-1.2464912755511592,-0.238994600783457,0.4303682836601397,-0.4473454977977459,-0.9635001856306193,0.14180073253092257,-5.472288192649931,8.57348331425391
2.0960635427113052,0.2512758510796099,0.3759281297358976,-0.5667098544172731,-1.1716605264918325,-0.3641330629726793,0.03196791834879942,-0.5707988358327298,-1.500809332318405,6.570265164104564
-1.3555250416058353,1.165534522499248,1.4297685669096054,-0.21655104893342114,-0.7632525868981987,-1.4921153122421082,0.7187529271844615,-1.12985826457393,-6.893449554114066,5.777843487254495
-0.0057465866492687,-0.9823053388680124,-0.14137770874276023,-0.10032968817153727,-0.24285406002038967,-1.1114150275390073,0.1273281064544377,1.3951526385967463,-6.785508008871148,11.829046467326409
0.7596398959857404,1.216565807433494,0.5914096291644718,-0.7964543364329795,1.8977374311546638,-0.15551392412955053,2.051066284949895,0.14465989402261395,-3.8565278220977013,4.117277309338378
0.08574265591638133,-0.5720015398579555,-0.6484798777907482,-0.746571434429151,0.3566698842021349,-0.9399256351869933,-0.1798439948027738,-1.6877709478433705,-1.2742726410740772,2.5111179357468956
1.434637767050995,-0.37748413222627136,0.38835608890997436,0.7810240958770405,1.0319864994415,-0.15901796438424234,1.0810261832556656,-0.9476631210392286,-1.6312639592979266,9.056177801483
-0.3341724146117992,-0.31302722349810824,-1.000287565281958,-0.11671240368812008,-0.6609390005224051,0.9799933312652238,0.11888733337160809,-0.9979718739346913,1.3676252046351385,0.2204506755106277
-1.0140036793194538,1.831828481505509,-2.5176625207260988,0.43040070073967895,-1.077084785604542,0.14556028789081987,0.8177593195548524,0.7243666457112089,-2.6867377884457904,6.641587865491754
0.8705107298823132,-0.7553158997673116,0.14329290706795011,-0.16102187797287942,-0.1966952732568066,-0.9241716767464387,0.22961130659726922,0.5538193855025842,-4.880165326537859,12.085737811287629
-2.7728996599739193,0.48123808973857846,0.6270603844999787,-2.450606314189076,0.42041030770459453,2.488837114905349,0.5652208653536717,0.2351645341475925,-1.6440062176475123,-7.670445822630318
-0.47575879719182934,0.4184362650713393,-0.34171731215069673,0.9790446743281431,0.3781966150517076,-0.6213151402110175,-1.347370271435245,-0.188956454738983,-6.501829606448555,5.711088356133567
2.36607960901164,0.09712006199088688,-0.7090991451742227,-0.2675422114552264,-0.18645894626000126,-0.43265925157383345,-0.9019660444409285,-0.81553500154224,-2.8727005363105187,7.573059426637334
0.02624358907410097,-0.7905883322918046,-0.11973840571855533,-0.3362276386841416,1.265936291067288,-0.08021917363312431,0.1471736057126276,-0.8408425612007657,-2.842888248587929,6.032971314299353
0.3577642351124069,-1.1461767692012084,0.4629136589344677,0.46590146836352087,0.5193565199255153,-0.9179575353817679,0.8325712728110919,-0.2107175247404398,-2.9824629127566555,11.44133866324595
-0.9516060778809193,-1.1521797447713973,1.4925375025212353,-0.8171595789645687,-0.663133334088468,0.3735295995135998,0.26858454271612003,0.39810408309244005,-3.1040412665713624,3.4469854884249207
-0.023186860180478774,1.0871083938613049,0.9140401856936559,-0.09080005686665428,2.449428660060769,1.4132174699325073,1.4398281313834966,-0.11423431925566294,-3.5657716807095006,2.3465958851265567
-0.14219884196820579,-0.7912207865487701,0.6353827423312675,-0.2461802161398605,0.7541011624603002,-0.5631515427224665,-0.31032063390500586,0.06720273490284243,-4.745652470774216,6.434204298881353
1.858336434049549,-1.2125718372322847,-0.8157319135356186,0.46899864093553634,-0.1772412174103343,-0.1847702289437152,-0.6708015789044234,-0.6857346938680854,-0.6801156642594371,10.34547882243809
-1.0100823426203576,0.9539627952352223,-0.619549104822474,-1.4184244891706388,0.19609033945468213,0.0804358734447288,0.49793093825535967,0.4686170387243506,-6.3112838849088,2.3571066709919184
-2.761763646265384,0.61304184566186,-2.5107154787878314,-0.7408665463798572,0.1251780809644834,-2.590706668758919,0.9684374603172103,0.7671589476647634,-8.966510113037481,9.004862064448119
0.4066511241407723,-0.03760168452016572,-0.16914093832280605,1.0866840506448991,-1.8362140302981231,-0.7751012660224029,-0.37565167367672203,-1.4827578212303787,-1.711476578823571,5.694182223537081
1.550015809542123,-0.5327630614277886,0.20415702870676886,3.3248224571012908,-0.5612788530229526,0.2957523083921116,-0.2916737636974212,0.5463289661623987,-2.038447491056704,15.61556868378834
-0.6886655550322025,-2.7411961077757008,1.735542413963172,-1.5948365141815848,0.5746454285668156,-0.35933849211388025,-0.43726134331773575,0.7148519572274128,-4.304411840827678,6.081841474871512
-1.8235293939751167,-0.7875715967331114,-2.956119923222842,-2.4576375223477527,0.3649789708703838,-1.3627686238228571,0.12273908124617137,-1.9592877750243474,0.2459679723416714,-2.845860068966452
-1.0728218474987572,-0.1810922813868478,-0.3561236898732589,1.9965197080260901,0.6278236310815059,-0.37435948211288833,-0.3067246565567752,-1.6986923358469288,-3.3782714400388905,3.3053527933361155
0.43356964035969375,-1.0844318038984653,-1.4309616159829421,-0.39651777107753156,0.29558657375460995,-1.2541889084363178,0.10200675704283876,0.702144255883891,-3.881287658385911,12.677853051613653
-0.5622586293512026,-1.083017358652772,-0.14149630178949285,-0.3379327010004791,2.175036712090573,1.2139478323184956,-0.5680094299325401,0.28057755814094115,-3.623098824300304,3.3143689945363475
0.04237709392178627,2.044592830797293,-0.7460205403945602,0.4161225017146533,-0.261742398942238,-0.6992148137321069,0.6946368439656457,0.7411225932846508,-7.436699572227645,8.157079545310506
-2.357516570426851,-1.7179543222859397,2.2726870126037895,0.9218489699921846,-0.26277824999977495,0.4665923445559484,0.8047148312723871,0.3698162879717063,-3.323294774672166,4.301717914160647
-0.5203630365332101,0.2813065680964333,1.3434231554554625,-0.9391533598439117,-0.2715160390340514,-0.4735008027357566,0.3375164203593398,-0.6869110073032004,-4.52628760411235,2.802207483358723
0.7882662526884918,-0.8170990119409387,0.19062214127898433,-1.5119207930024827,-0.44672639554346166,0.07513206290068358,-0.751850696543218,-0.6397427443684621,-1.6182890115625024,3.3176844850542513
-0.26466035739621024,0.17296365012558418,0.10856206923435519,-1.482494089017122,3.0094887584528083,0.8140284593502005,-1.2310702431154372,-1.3644439478268384,-5.3975213395988835,-0.6667744540094278
-1.0240422774797586,-1.2348256250013476,-2.335340672579776,-0.8093025777111137,-0.20310798216421203,-0.29398945027176226,-0.16831586172584379,0.1187211144598832,0.1218766676246128,6.208644132389052
1.0519296629443424,1.1758352235148224,0.014155663157012227,-0.9599273654656457,0.005535218455139108,0.5789493053063929,0.5245546443767497,-0.1762465990576893,-1.7282562997771134,2.067254267621026
0.9869784880440138,-0.35812068631550775,-0.4291015710692182,-0.466633121958323,1.287978661766265,-0.7827841007643815,-0.15897239661438134,1.3568472931944529,-8.499773367167254,14.05580219287705
-0.4654051445207344,1.6865730326495951,0.6987317997829071,-0.26598581399741966,-0.4730186370597869,0.15249833541518687,-1.532791892692069,-1.3893176986276514,-5.893080109917447,-0.9972284739321948
-0.7418328877444189,1.345130987638051,-0.7399561936239517,0.4026064179471998,1.8828054076019394,1.0087442218184095,-0.3701442200873208,0.5321850226578203,-7.461037045009128,5.486557954209941
1.2780618028493278,-0.9340949234648162,-1.1106297724343515,0.11951899729423611,0.4192592139102104,0.24326074194645428,-0.6507990751790271,1.0960459402996725,-2.6364159708233155,9.50111591372398
-0.549928463523314,-1.0324592853589927,1.125568773009538,-1.1831317230662508,-0.345764172179291,0.08932718677326058,1.2489689828313177,-0.5042386503269713,-1.1591463815337422,0.7661712272077463
-0.16336234778109804,-1.3350959309054247,-0.6847163709271715,0.39096856869707797,0.4864572672789186,-1.7020175410617124,1.8865273219669703,-0.38338703226921067,-1.9428576782323947,10.65912597975514
1.8009671141578782,-1.0199147705833032,0.21462164758191035,-1.2457601166156513,0.23313562086752285,0.6781213523232124,-0.42080944559323386,-0.8772920787965721,0.5694394831641514,2.891103650794352
0.1868602307111495,1.2080158960501202,0.590792966477068,0.8217555824127856,0.7235337758980642,3.052939121972465,0.3300701756309429,-0.9037691810031866,3.290049014763503,-4.89957155134056
-0.4954204874742692,1.6068663803359182,1.9473180507964167,1.3519733163544565,-0.5891155649259338,0.7209813385229211,0.8106151446777767,0.19756274332702725,-5.427775671952519,3.8127902247435923
-1.9764129934395427,-0.6154193383769261,0.04034636489029054,2.4492599953529326,-0.3388164180629707,0.298288164830344,-2.2466617729119545,-2.726613296012886,-0.8184251076032334,-0.08421156892093631
0.035406474307321224,1.0706443192492319,0.27924354257318085,0.9767924657910675,2.0735707268921146,1.0518394879960662,1.192208542797822,-1.8475197248037805,-0.6270412601656037,-1.372794061098125
-0.08659043329209744,-0.07173783163340065,0.9329706984295583,1.4820130239263596,0.4759497244109634,0.9759426224476603,-0.33866043128801604,2.1264204272929943,-7.356764882299747,12.151440757028285
-0.6238414485498894,-0.2932702569523467,1.213138953901366,0.8777884668289659,-0.574587182727239,0.8131321808007449,0.4140881484016458,-0.9197064343383935,0.04189934549171437,1.7318272160371857
0.9255470441834703,-0.16687385024239768,-0.9172232084332075,0.908790659053122,-0.28814686303358056,0.3106447526458619,-1.7466731430802667,-0.8574691736055989,-2.5945771375924362,8.063661443070718
-1.2914136526460958,0.7743040154776809,0.15347168647579756,0.7898701383881347,0.5119843471730667,-1.3143098476461879,-0.8349800903297483,-1.0521760190303868,-8.61253419867646,5.587418667188371
-1.5828763924013085,-2.032183845798558,1.4190391950903003,-0.6987850015823841,-0.740090600026556,0.44062193259178245,0.13129249500481607,1.134427520725841,-1.2393861777983575,3.992692613471566
-0.7881645517600848,-0.3864991181785988,-1.4793748014792574,-0.6591277877501913,0.7328019713100924,0.25918698206449686,0.371682093318881,-0.30608553985090814,-1.7988429922625397,4.37561401965532
-0.05441165846795849,-0.6338786469579957,0.6050972480015175,-1.4859869256791542,0.30714120486048113,0.9461684966433926,-0.95645240483179,1.0209773762224337,-6.527618406013582,4.7590840292979975
-1.529939674443686,0.8036869347621592,-3.3722016748355963,-0.6305503292510184,-1.630458599130851,0.12112139748762395,-0.819025793841609,1.1525066451706125,-4.11680396753195,6.355748375599887
-1.2086704953591816,0.7340179136500198,-0.06050660531980387,0.6418906096962378,-0.757599024688183,-0.7911463799496942,0.0165045580438062,-2.2424648343271794,-3.1900214095245234,3.1474357246607294
-0.8781133109646749,1.0021879302121177,-0.5318929574746682,2.4827233980998704,0.010888793518189442,0.12048212475924172,0.402656236642947,0.07393143715523565,-4.2611856758327935,9.707147080297231
-0.09118537353999447,0.632738843975487,0.5245169404757648,0.7643387267922558,-0.3745164235687219,-1.038526379369646,0.9171570698405699,-0.40304710965073576,-5.537226005441925,6.97869504086464
-0.7701676600046098,0.3500110064229144,0.2558560227442413,0.5302247835791588,0.10044369759858732,-0.6189882568359629,-0.20455097510830347,-0.8702646468504849,-6.734063598121139,5.940493775721707
0.9064564536272023,-0.8287439113074684,-0.08195459549586516,0.19114050078381337,-1.1287260605293639,0.9750323363460319,0.29500298869827113,0.16952532158766562,-1.483237442304974,6.536548199866692
-2.2882827318596215,0.2566145297404632,0.9311040726589958,1.3012921596469182,-0.7157589898987994,-2.7816650887995,-0.34956957919102755,-0.07543871444101201,-10.401688834120812,12.10704165813323
0.3205952444740153,-0.3763549848542749,-0.6008832143595007,0.0009915201693119777,0.9314684062010778,-0.0462803820893871,-0.6613455883124009,0.5173395456883967,-4.890938717169732,7.758832669716708
-0.6827162254252406,-0.5305908435698022,-1.0650942077745198,-0.3727361068102216,-0.47101161352656995,-0.37890699113032333,0.08606306268131571,-2.0889879094808737,1.9341814479713935,0.9583709720412218
0.3731579492310446,-2.2346942180698903,-1.6791474769462102,-0.23774476512525336,-1.0490566229210783,0.46711267154069247,-2.269517342679363,0.2915677832717222,-0.5164337901492703,8.242087025786073
