c,d,e,a,b
-0.06448288782689197,1.0966861847191038,0.028583105545052116,4.260444328741845,3.750238861420035
-0.30187914508096503,2.9997137489160077,2.7769842201903714,2.084940797108068,4.787439493584991
0.2814131031772033,-0.2585205445229123,2.4225769803927433,3.955983223838536,4.022610754525423
-0.09394490048932266,-0.22289986414062182,0.935889262171315,5.096641399798165,1.6562847329185542
-0.6259090209943582,0.4478268606762428,0.6990875275409433,4.2964200514035795,2.0687995258051353
0.24985754536975244,-0.9791107012895798,-0.5531195585266819,6.058988883284269,2.4251343311813676
2.136829833930069,-0.6686122142284231,-0.8813118317496367,0.7806986674231848,1.4158185172075433
0.9196307357367628,-0.8391301908609756,-0.73166163565546,2.7643501384531755,0.3244282964844989
0.43790573361922813,1.765674901619931,-1.726623616389409,2.9156671970521173,3.982940339235132
0.25728420615046677,0.508139004424851,0.34925010641750576,5.588603033616089,0.6463461474805567
0.7977890697790292,-0.45383761567469766,-2.0495390668124673,4.12520356843467,1.6767638018052242
0.6240881317831657,-0.8547117975996462,-0.7238561145135937,1.4828167500352327,0.4040803619570996
-0.8567355971305933,0.6880430317919263,-1.7097802446187564,3.6550385382721653,3.564913266825682
0.5070579757016108,0.9306812994393262,0.05227023858877407,4.516280773228744,1.2224827869591657
0.052237921489733614,-0.395942334845207,0.4532716589763012,4.700083643155547,2.785071370657419
1.7158566820432466,0.929433539103021,-0.8781385269742672,0.4605393172845183,2.592544259549573
-0.21107603284996324,-0.6123012495005269,-0.7068584267666804,6.9559269198327485,3.9818594387863016
1.2517617977519637,1.1986130483043709,0.3196415079460421,2.787234192628377,3.905599318184887
-1.1556848411709155,0.5174599472670841,-1.05414550402056,4.55328700872149,1.1795068904552204
0.3129126749262291,-0.2666353731668901,-1.0085183326418075,2.73605860321119,0.5761630237763424
-0.7114407717623863,-1.3617754128788733,0.19682605760344446,2.33206174460553,3.7736085776355495
-0.8773788065405665,0.0708456585595437,0.18964031954002442,4.490828143753832,-0.26070145133199674
0.78532272478865,0.4815749345793709,-0.13076200114436004,4.290273400248031,3.00113968138741
-0.9831428006151512,1.857744716263768,0.49159783299138265,2.448664245105319,4.921246836028435
-0.1381096183332893,-0.46006662084297983,-0.4161479670461163,4.116197552595508,3.1266895753461186
-0.7019839861971033,-0.16067862636325975,0.500384195420166,3.51023142746064,4.438426990752063
0.3959208675416461,-0.8690625650080926,1.4292629034487179,3.355402110416475,1.9595694059368698
0.2776186708645915,0.47505934435568814,-0.40834422930371594,3.9280035707422827,3.080416892938294
-2.164781087673153,-0.2509893393363297,1.128832280594398,-1.8840681813493307,1.2710724047187758
0.7012876668716292,-1.009632503464465,1.3750407166271104,0.7550467325937165,2.0134845201851337
-0.6093881964267575,-0.3421931464719765,-1.3623745928060969,3.3124227541233084,2.2214619577117865
2.007804255918723,-0.3104650199840255,0.9627575970378809,0.5891709828756589,0.7418672557441405
0.8842422623131226,-0.8889819856213906,-0.6888225247064735,3.8218161185079698,3.786291501493168
